|dates|Russell_Kansas_UnitedStates.BLS_EmployedPopulation.data|Russell_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Russell_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Russell_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Russell_Kansas_UnitedStates.BLS_UnemploymentRate.data|Russell_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Russell_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Russell_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-10-18|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-10-19|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-10-20|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-10-21|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-10-22|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-10-23|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-10-24|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-10-25|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-10-26|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-10-27|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-10-28|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-10-29|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-10-30|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-10-31|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-01|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-02|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-03|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-04|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-05|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-06|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-07|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-08|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-09|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-10|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-11|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-12|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-13|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-14|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-15|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
0|2021-11-16|3138.0|0|91.0|0|2.8182099721275935|0|3229.0|0
