|dates|Yavapai_Arizona_UnitedStates.JHU_ConfirmedCases.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Yavapai_Arizona_UnitedStates.NYT_ConfirmedCases.data|Yavapai_Arizona_UnitedStates.NYT_ConfirmedCases.missing|Yavapai_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Yavapai_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|27304.0|0|27304.0|0|667.0|0|0.0|100
0|2021-10-18|27304.0|0|27304.0|0|667.0|0|0.0|100
0|2021-10-19|27467.0|0|27467.0|0|674.0|0|0.0|100
0|2021-10-20|27575.0|0|27575.0|0|676.0|0|0.0|100
0|2021-10-21|27688.0|0|27688.0|0|682.0|0|0.0|100
0|2021-10-22|27806.0|0|27806.0|0|684.0|0|0.0|100
0|2021-10-23|27883.0|0|27883.0|0|684.0|0|0.0|100
0|2021-10-24|27893.0|0|27893.0|0|684.0|0|0.0|100
0|2021-10-25|27903.0|0|27903.0|0|684.0|0|0.0|100
0|2021-10-26|27958.0|0|27958.0|0|687.0|0|0.0|100
0|2021-10-27|28115.0|0|28115.0|0|688.0|0|0.0|100
0|2021-10-28|28243.0|0|28243.0|0|689.0|0|0.0|100
0|2021-10-29|28355.0|0|28355.0|0|689.0|0|0.0|100
0|2021-10-30|28481.0|0|28481.0|0|693.0|0|0.0|100
0|2021-10-31|28535.0|0|28535.0|0|695.0|0|0.0|100
0|2021-11-01|28619.0|0|28619.0|0|695.0|0|0.0|100
0|2021-11-02|28709.0|0|28709.0|0|698.0|0|0.0|100
0|2021-11-03|28810.0|0|28810.0|0|704.0|0|0.0|100
0|2021-11-04|28944.0|0|28944.0|0|706.0|0|0.0|100
0|2021-11-05|29101.0|0|29101.0|0|708.0|0|0.0|100
0|2021-11-06|29222.0|0|29222.0|0|714.0|0|0.0|100
0|2021-11-07|29290.0|0|29290.0|0|713.0|0|0.0|100
0|2021-11-08|29374.0|0|29374.0|0|713.0|0|0.0|100
0|2021-11-09|29498.0|0|29498.0|0|722.0|0|0.0|100
0|2021-11-10|29498.0|0|29646.0|0|722.0|0|0.0|100
0|2021-11-11|29802.0|0|29802.0|0|728.0|0|0.0|100
0|2021-11-12|29896.0|0|29896.0|0|734.0|0|0.0|100
0|2021-11-13|30116.0|0|30116.0|0|739.0|0|0.0|100
0|2021-11-14|30188.0|0|30188.0|0|740.0|0|0.0|100
0|2021-11-15|30301.0|0|30301.0|0|740.0|0|0.0|100
0|2021-11-16|30488.0|0|30488.0|0|750.0|0|0.0|100
0|2021-11-17|30642.0|0|30642.0|0|754.0|0|0.0|100
0|2021-11-18|30872.0|0|30872.0|0|756.0|0|0.0|100
0|2021-11-19|31075.0|0|31075.0|0|761.0|0|0.0|100
0|2021-11-20|31248.0|0|31248.0|0|767.0|0|0.0|100
0|2021-11-21|31369.0|0|31369.0|0|767.0|0|0.0|100
0|2021-11-22|31561.0|0|31561.0|0|767.0|0|0.0|100
0|2021-11-23|31654.0|0|31654.0|0|777.0|0|0.0|100
0|2021-11-24|31816.0|0|31816.0|0|780.0|0|0.0|100
0|2021-11-25|32039.0|0|32039.0|0|784.0|0|0.0|100
0|2021-11-26|32103.0|0|32103.0|0|785.0|0|0.0|100
0|2021-11-27|32225.0|0|32225.0|0|785.0|0|0.0|100
0|2021-11-28|32381.0|0|32381.0|0|787.0|0|0.0|100
0|2021-11-29|32411.0|0|32411.0|0|787.0|0|0.0|100
0|2021-11-30|32411.0|0|32544.0|0|787.0|0|0.0|100
0|2021-12-01|32734.0|0|32734.0|0|804.0|0|0.0|100
0|2021-12-02|32974.0|0|32974.0|0|812.0|0|0.0|100
0|2021-12-03|33180.0|0|33180.0|0|812.0|0|0.0|100
0|2021-12-04|33416.0|0|33416.0|0|826.0|0|0.0|100
0|2021-12-05|33498.0|0|33498.0|0|827.0|0|0.0|100
0|2021-12-06|33627.0|0|33627.0|0|827.0|0|0.0|100
0|2021-12-07|33772.0|0|33772.0|0|840.0|0|0.0|100
0|2021-12-08|33924.0|0|33924.0|0|850.0|0|0.0|100
0|2021-12-09|34057.0|0|34057.0|0|858.0|0|0.0|100
0|2021-12-10|34259.0|0|34259.0|0|866.0|0|0.0|100
0|2021-12-11|34434.0|0|34434.0|0|867.0|0|0.0|100
0|2021-12-12|34500.0|0|34500.0|0|868.0|0|0.0|100
0|2021-12-13|34500.0|0|34578.0|0|868.0|0|0.0|100
0|2021-12-14|34500.0|0|34702.0|0|868.0|0|0.0|100
0|2021-12-15|34859.0|0|34859.0|0|895.0|0|0.0|100
0|2021-12-16|34998.0|0|34998.0|0|896.0|0|0.0|100
0|2021-12-17|35117.0|0|35117.0|0|902.0|0|0.0|100
0|2021-12-18|35117.0|0|35259.0|0|902.0|0|0.0|100
0|2021-12-19|35320.0|0|35320.0|0|908.0|0|0.0|100
0|2021-12-20|35384.0|0|35384.0|0|908.0|0|0.0|100
0|2021-12-21|35470.0|0|35470.0|0|918.0|0|0.0|100
0|2021-12-22|35540.0|0|35540.0|0|929.0|0|0.0|100
0|2021-12-23|35647.0|0|35647.0|0|929.0|0|0.0|100
0|2021-12-24|35719.0|0|35719.0|0|934.0|0|0.0|100
0|2021-12-25|35719.0|0|35761.0|0|934.0|0|0.0|100
0|2021-12-26|35761.0|0|35761.0|0|936.0|0|0.0|100
0|2021-12-27|35891.0|0|35891.0|0|936.0|0|0.0|100
0|2021-12-28|35891.0|0|35946.0|0|936.0|0|0.0|100
0|2021-12-29|35946.0|0|36081.0|0|945.0|0|0.0|100
0|2021-12-30|36081.0|0|36284.0|0|948.0|0|0.0|100
0|2021-12-31|36447.0|0|36447.0|0|956.0|0|0.0|100
0|2022-01-01|36531.0|0|36531.0|0|964.0|0|0.0|100
0|2022-01-02|36532.0|0|36532.0|0|964.0|0|0.0|100
0|2022-01-03|36729.0|0|36729.0|0|964.0|0|0.0|100
0|2022-01-04|36857.0|0|36857.0|0|975.0|0|0.0|100
0|2022-01-05|37046.0|0|37046.0|0|979.0|0|0.0|100
0|2022-01-06|37245.0|0|37245.0|0|981.0|0|0.0|100
0|2022-01-07|37499.0|0|37499.0|0|983.0|0|0.0|100
