|dates|Yavapai_Arizona_UnitedStates.JHU_ConfirmedCases.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Yavapai_Arizona_UnitedStates.NYT_ConfirmedCases.data|Yavapai_Arizona_UnitedStates.NYT_ConfirmedCases.missing|Yavapai_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Yavapai_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Yavapai_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|37744.0|0|37744.0|0|993.0|0|0.0|100
0|2022-01-09|37744.0|0|37855.0|0|993.0|0|0.0|100
0|2022-01-10|38026.0|0|38026.0|0|995.0|0|0.0|100
0|2022-01-11|38275.0|0|38275.0|0|1007.0|0|0.0|100
0|2022-01-12|38585.0|0|38585.0|0|1007.0|0|0.0|100
0|2022-01-13|38585.0|0|38885.0|0|1007.0|0|0.0|100
0|2022-01-14|39143.0|0|39143.0|0|1008.0|0|0.0|100
0|2022-01-15|39143.0|0|39530.0|0|1008.0|0|0.0|100
0|2022-01-16|39233.0|0|39871.0|0|1011.0|0|0.0|100
0|2022-01-17|40145.0|0|0.0|100|1012.0|0|0.0|100
