|dates|Kankakee_Illinois_UnitedStates.JHU_ConfirmedCases.data|Kankakee_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Kankakee_Illinois_UnitedStates.NYT_ConfirmedCases.data|Kankakee_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Kankakee_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Kankakee_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Kankakee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Kankakee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|17795.0|0|17795.0|0|247.0|0|0.0|100
0|2021-10-18|17848.0|0|17848.0|0|248.0|0|0.0|100
0|2021-10-19|17875.0|0|17875.0|0|248.0|0|0.0|100
0|2021-10-20|17910.0|0|17910.0|0|248.0|0|0.0|100
0|2021-10-21|17943.0|0|17943.0|0|249.0|0|0.0|100
0|2021-10-22|17959.0|0|17959.0|0|249.0|0|0.0|100
0|2021-10-23|17959.0|0|17959.0|0|249.0|0|0.0|100
0|2021-10-24|17959.0|0|17959.0|0|249.0|0|0.0|100
0|2021-10-25|18011.0|0|18011.0|0|250.0|0|0.0|100
0|2021-10-26|18036.0|0|18036.0|0|251.0|0|0.0|100
0|2021-10-27|18051.0|0|18051.0|0|253.0|0|0.0|100
0|2021-10-28|18078.0|0|18078.0|0|253.0|0|0.0|100
0|2021-10-29|18104.0|0|18104.0|0|253.0|0|0.0|100
0|2021-10-30|18104.0|0|18104.0|0|253.0|0|0.0|100
0|2021-10-31|18104.0|0|18104.0|0|253.0|0|0.0|100
0|2021-11-01|18160.0|0|18160.0|0|256.0|0|0.0|100
0|2021-11-02|18196.0|0|18196.0|0|256.0|0|0.0|100
0|2021-11-03|18220.0|0|18220.0|0|259.0|0|0.0|100
0|2021-11-04|18272.0|0|18272.0|0|261.0|0|0.0|100
0|2021-11-05|18311.0|0|18311.0|0|261.0|0|0.0|100
0|2021-11-06|18311.0|0|18311.0|0|261.0|0|0.0|100
0|2021-11-07|18311.0|0|18311.0|0|261.0|0|0.0|100
0|2021-11-08|18410.0|0|18410.0|0|262.0|0|0.0|100
0|2021-11-09|18431.0|0|18431.0|0|262.0|0|0.0|100
0|2021-11-10|18499.0|0|18499.0|0|262.0|0|0.0|100
0|2021-11-11|18499.0|0|18499.0|0|262.0|0|0.0|100
0|2021-11-12|18582.0|0|18582.0|0|262.0|0|0.0|100
0|2021-11-13|18582.0|0|18582.0|0|262.0|0|0.0|100
0|2021-11-14|18582.0|0|18582.0|0|262.0|0|0.0|100
0|2021-11-15|18701.0|0|18701.0|0|263.0|0|0.0|100
0|2021-11-16|18746.0|0|18746.0|0|263.0|0|0.0|100
0|2021-11-17|18831.0|0|18831.0|0|263.0|0|0.0|100
0|2021-11-18|18887.0|0|18887.0|0|264.0|0|0.0|100
0|2021-11-19|18940.0|0|18940.0|0|264.0|0|0.0|100
0|2021-11-20|18940.0|0|18940.0|0|264.0|0|0.0|100
0|2021-11-21|18940.0|0|18940.0|0|264.0|0|0.0|100
0|2021-11-22|19074.0|0|19074.0|0|264.0|0|0.0|100
0|2021-11-23|19130.0|0|19130.0|0|264.0|0|0.0|100
0|2021-11-24|19184.0|0|19184.0|0|264.0|0|0.0|100
0|2021-11-25|19184.0|0|19184.0|0|264.0|0|0.0|100
0|2021-11-26|19184.0|0|19184.0|0|264.0|0|0.0|100
0|2021-11-27|19184.0|0|19184.0|0|264.0|0|0.0|100
0|2021-11-28|19184.0|0|19184.0|0|264.0|0|0.0|100
0|2021-11-29|19425.0|0|19425.0|0|264.0|0|0.0|100
0|2021-11-30|19495.0|0|19495.0|0|264.0|0|0.0|100
0|2021-12-01|19541.0|0|19541.0|0|264.0|0|0.0|100
0|2021-12-02|19688.0|0|19688.0|0|266.0|0|0.0|100
0|2021-12-03|19783.0|0|19783.0|0|268.0|0|0.0|100
0|2021-12-04|19783.0|0|19783.0|0|268.0|0|0.0|100
0|2021-12-05|19783.0|0|19783.0|0|268.0|0|0.0|100
0|2021-12-06|19986.0|0|19986.0|0|270.0|0|0.0|100
0|2021-12-07|20067.0|0|20067.0|0|272.0|0|0.0|100
0|2021-12-08|20133.0|0|20133.0|0|272.0|0|0.0|100
0|2021-12-09|20248.0|0|20248.0|0|272.0|0|0.0|100
0|2021-12-10|20336.0|0|20336.0|0|273.0|0|0.0|100
0|2021-12-11|20336.0|0|20336.0|0|273.0|0|0.0|100
0|2021-12-12|20336.0|0|20336.0|0|273.0|0|0.0|100
0|2021-12-13|20525.0|0|20525.0|0|274.0|0|0.0|100
0|2021-12-14|20525.0|0|20595.0|0|274.0|0|0.0|100
0|2021-12-15|20698.0|0|20698.0|0|277.0|0|0.0|100
0|2021-12-16|20784.0|0|20784.0|0|280.0|0|0.0|100
0|2021-12-17|20874.0|0|20874.0|0|280.0|0|0.0|100
0|2021-12-18|20874.0|0|20874.0|0|280.0|0|0.0|100
0|2021-12-19|20874.0|0|20874.0|0|280.0|0|0.0|100
0|2021-12-20|21106.0|0|21106.0|0|284.0|0|0.0|100
0|2021-12-21|21220.0|0|21220.0|0|284.0|0|0.0|100
0|2021-12-22|21355.0|0|21355.0|0|285.0|0|0.0|100
0|2021-12-23|21495.0|0|21495.0|0|287.0|0|0.0|100
0|2021-12-24|21495.0|0|21495.0|0|287.0|0|0.0|100
0|2021-12-25|21495.0|0|21495.0|0|287.0|0|0.0|100
0|2021-12-26|21495.0|0|21495.0|0|287.0|0|0.0|100
0|2021-12-27|21851.0|0|21851.0|0|289.0|0|0.0|100
0|2021-12-28|22014.0|0|22014.0|0|289.0|0|0.0|100
0|2021-12-29|22250.0|0|22250.0|0|289.0|0|0.0|100
0|2021-12-30|22538.0|0|22538.0|0|292.0|0|0.0|100
0|2021-12-31|22538.0|0|22538.0|0|292.0|0|0.0|100
0|2022-01-01|22538.0|0|22538.0|0|292.0|0|0.0|100
0|2022-01-02|22538.0|0|22538.0|0|292.0|0|0.0|100
