|dates|Preston_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Preston_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Preston_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Preston_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Preston_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Preston_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Preston_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Preston_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|5880.0|0|5880.0|0|103.0|0|0.0|100
0|2021-12-02|5905.0|0|5905.0|0|104.0|0|0.0|100
0|2021-12-03|5946.0|0|5946.0|0|105.0|0|0.0|100
0|2021-12-04|5958.0|0|5958.0|0|105.0|0|0.0|100
0|2021-12-05|5972.0|0|5972.0|0|105.0|0|0.0|100
0|2021-12-06|5983.0|0|5983.0|0|105.0|0|0.0|100
0|2021-12-07|5995.0|0|5995.0|0|105.0|0|0.0|100
0|2021-12-08|6017.0|0|6017.0|0|105.0|0|0.0|100
0|2021-12-09|6040.0|0|6040.0|0|106.0|0|0.0|100
0|2021-12-10|6063.0|0|6063.0|0|108.0|0|0.0|100
0|2021-12-11|6083.0|0|6083.0|0|108.0|0|0.0|100
0|2021-12-12|6100.0|0|6100.0|0|108.0|0|0.0|100
0|2021-12-13|6109.0|0|6109.0|0|109.0|0|0.0|100
0|2021-12-14|6109.0|0|6119.0|0|109.0|0|0.0|100
0|2021-12-15|6133.0|0|6133.0|0|109.0|0|0.0|100
0|2021-12-16|6151.0|0|6151.0|0|109.0|0|0.0|100
0|2021-12-17|6163.0|0|6163.0|0|109.0|0|0.0|100
0|2021-12-18|6181.0|0|6181.0|0|109.0|0|0.0|100
0|2021-12-19|6195.0|0|6195.0|0|109.0|0|0.0|100
0|2021-12-20|6202.0|0|6202.0|0|110.0|0|0.0|100
0|2021-12-21|6210.0|0|6210.0|0|111.0|0|0.0|100
0|2021-12-22|6240.0|0|6240.0|0|112.0|0|0.0|100
0|2021-12-23|6268.0|0|6268.0|0|112.0|0|0.0|100
0|2021-12-24|6268.0|0|6268.0|0|112.0|0|0.0|100
0|2021-12-25|6268.0|0|6268.0|0|112.0|0|0.0|100
0|2021-12-26|6268.0|0|6268.0|0|112.0|0|0.0|100
0|2021-12-27|6317.0|0|6317.0|0|112.0|0|0.0|100
0|2021-12-28|6340.0|0|6340.0|0|112.0|0|0.0|100
0|2021-12-29|6368.0|0|6368.0|0|112.0|0|0.0|100
0|2021-12-30|6445.0|0|6445.0|0|112.0|0|0.0|100
0|2021-12-31|6445.0|0|6445.0|0|112.0|0|0.0|100
0|2022-01-01|6445.0|0|6445.0|0|112.0|0|0.0|100
0|2022-01-02|6445.0|0|6445.0|0|112.0|0|0.0|100
0|2022-01-03|6533.0|0|6533.0|0|112.0|0|0.0|100
0|2022-01-04|6585.0|0|6585.0|0|112.0|0|0.0|100
0|2022-01-05|6636.0|0|6636.0|0|112.0|0|0.0|100
0|2022-01-06|6715.0|0|6715.0|0|112.0|0|0.0|100
0|2022-01-07|6793.0|0|6793.0|0|112.0|0|0.0|100
0|2022-01-08|6865.0|0|6865.0|0|112.0|0|0.0|100
0|2022-01-09|6903.0|0|6903.0|0|112.0|0|0.0|100
0|2022-01-10|6932.0|0|6932.0|0|112.0|0|0.0|100
0|2022-01-11|6971.0|0|6971.0|0|112.0|0|0.0|100
0|2022-01-12|7036.0|0|7036.0|0|112.0|0|0.0|100
0|2022-01-13|7036.0|0|7102.0|0|112.0|0|0.0|100
0|2022-01-14|7175.0|0|7175.0|0|112.0|0|0.0|100
0|2022-01-15|7274.0|0|7274.0|0|112.0|0|0.0|100
0|2022-01-16|7313.0|0|7313.0|0|112.0|0|0.0|100
0|2022-01-17|7399.0|0|0.0|100|112.0|0|0.0|100
