|dates|Jackson_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Jackson_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Jackson_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|24314.0|0|24314.0|0|377.0|0|0.0|100
0|2021-10-18|24352.0|0|24352.0|0|379.0|0|0.0|100
0|2021-10-19|24452.0|0|24452.0|0|379.0|0|0.0|100
0|2021-10-20|24466.0|0|24466.0|0|379.0|0|0.0|100
0|2021-10-21|24482.0|0|24482.0|0|379.0|0|0.0|100
0|2021-10-22|24494.0|0|24494.0|0|382.0|0|0.0|100
0|2021-10-23|24494.0|0|24494.0|0|382.0|0|0.0|100
0|2021-10-24|24494.0|0|24494.0|0|382.0|0|0.0|100
0|2021-10-25|24508.0|0|24508.0|0|383.0|0|0.0|100
0|2021-10-26|24551.0|0|24551.0|0|386.0|0|0.0|100
0|2021-10-27|24557.0|0|24557.0|0|386.0|0|0.0|100
0|2021-10-28|24569.0|0|24569.0|0|386.0|0|0.0|100
0|2021-10-29|24582.0|0|24582.0|0|386.0|0|0.0|100
0|2021-10-30|24582.0|0|24582.0|0|386.0|0|0.0|100
0|2021-10-31|24582.0|0|24582.0|0|386.0|0|0.0|100
0|2021-11-01|24602.0|0|24602.0|0|386.0|0|0.0|100
0|2021-11-02|24627.0|0|24627.0|0|386.0|0|0.0|100
0|2021-11-03|24631.0|0|24631.0|0|386.0|0|0.0|100
0|2021-11-04|24640.0|0|24640.0|0|386.0|0|0.0|100
0|2021-11-05|24658.0|0|24658.0|0|386.0|0|0.0|100
0|2021-11-06|24658.0|0|24658.0|0|386.0|0|0.0|100
0|2021-11-07|24658.0|0|24658.0|0|386.0|0|0.0|100
0|2021-11-08|24675.0|0|24675.0|0|386.0|0|0.0|100
0|2021-11-09|24693.0|0|24693.0|0|386.0|0|0.0|100
0|2021-11-10|24699.0|0|24699.0|0|386.0|0|0.0|100
0|2021-11-11|24699.0|0|24699.0|0|386.0|0|0.0|100
0|2021-11-12|24726.0|0|24726.0|0|386.0|0|0.0|100
0|2021-11-13|24726.0|0|24726.0|0|386.0|0|0.0|100
0|2021-11-14|24726.0|0|24726.0|0|386.0|0|0.0|100
0|2021-11-15|24757.0|0|24757.0|0|386.0|0|0.0|100
0|2021-11-16|24766.0|0|24766.0|0|388.0|0|0.0|100
0|2021-11-17|24778.0|0|24778.0|0|388.0|0|0.0|100
0|2021-11-18|24784.0|0|24784.0|0|388.0|0|0.0|100
0|2021-11-19|24790.0|0|24790.0|0|388.0|0|0.0|100
0|2021-11-20|24790.0|0|24790.0|0|388.0|0|0.0|100
0|2021-11-21|24790.0|0|24790.0|0|388.0|0|0.0|100
0|2021-11-22|24809.0|0|24809.0|0|389.0|0|0.0|100
0|2021-11-23|24827.0|0|24827.0|0|389.0|0|0.0|100
0|2021-11-24|24830.0|0|24830.0|0|389.0|0|0.0|100
0|2021-11-25|24830.0|0|24830.0|0|389.0|0|0.0|100
0|2021-11-26|24830.0|0|24830.0|0|389.0|0|0.0|100
0|2021-11-27|24830.0|0|24830.0|0|389.0|0|0.0|100
0|2021-11-28|24830.0|0|24830.0|0|389.0|0|0.0|100
0|2021-11-29|24854.0|0|24854.0|0|389.0|0|0.0|100
0|2021-11-30|24876.0|0|24876.0|0|391.0|0|0.0|100
0|2021-12-01|24886.0|0|24886.0|0|391.0|0|0.0|100
0|2021-12-02|24896.0|0|24896.0|0|391.0|0|0.0|100
0|2021-12-03|24906.0|0|24906.0|0|392.0|0|0.0|100
0|2021-12-04|24906.0|0|24906.0|0|392.0|0|0.0|100
0|2021-12-05|24906.0|0|24906.0|0|392.0|0|0.0|100
0|2021-12-06|24926.0|0|24926.0|0|392.0|0|0.0|100
0|2021-12-07|24938.0|0|24938.0|0|392.0|0|0.0|100
0|2021-12-08|24959.0|0|24959.0|0|392.0|0|0.0|100
0|2021-12-09|24976.0|0|24976.0|0|392.0|0|0.0|100
0|2021-12-10|24987.0|0|24987.0|0|392.0|0|0.0|100
0|2021-12-11|24987.0|0|24987.0|0|392.0|0|0.0|100
0|2021-12-12|24987.0|0|24987.0|0|392.0|0|0.0|100
0|2021-12-13|25009.0|0|25009.0|0|392.0|0|0.0|100
0|2021-12-14|25009.0|0|25017.0|0|392.0|0|0.0|100
0|2021-12-15|25023.0|0|25023.0|0|393.0|0|0.0|100
0|2021-12-16|25034.0|0|25034.0|0|393.0|0|0.0|100
0|2021-12-17|25056.0|0|25056.0|0|393.0|0|0.0|100
0|2021-12-18|25056.0|0|25056.0|0|393.0|0|0.0|100
0|2021-12-19|25056.0|0|25056.0|0|393.0|0|0.0|100
0|2021-12-20|25084.0|0|25084.0|0|393.0|0|0.0|100
0|2021-12-21|25102.0|0|25102.0|0|393.0|0|0.0|100
0|2021-12-22|25110.0|0|25110.0|0|393.0|0|0.0|100
0|2021-12-23|25110.0|0|25110.0|0|393.0|0|0.0|100
0|2021-12-24|25110.0|0|25110.0|0|393.0|0|0.0|100
0|2021-12-25|25110.0|0|25110.0|0|393.0|0|0.0|100
0|2021-12-26|25110.0|0|25110.0|0|393.0|0|0.0|100
0|2021-12-27|25257.0|0|25257.0|0|393.0|0|0.0|100
0|2021-12-28|25336.0|0|25336.0|0|393.0|0|0.0|100
0|2021-12-29|25480.0|0|25480.0|0|393.0|0|0.0|100
0|2021-12-30|25614.0|0|25614.0|0|396.0|0|0.0|100
0|2021-12-31|25614.0|0|25614.0|0|396.0|0|0.0|100
0|2022-01-01|25614.0|0|25614.0|0|396.0|0|0.0|100
0|2022-01-02|25614.0|0|25614.0|0|396.0|0|0.0|100
0|2022-01-03|26139.0|0|26139.0|0|396.0|0|0.0|100
0|2022-01-04|26397.0|0|26397.0|0|396.0|0|0.0|100
0|2022-01-05|26767.0|0|26767.0|0|396.0|0|0.0|100
0|2022-01-06|27175.0|0|27175.0|0|396.0|0|0.0|100
0|2022-01-07|27545.0|0|27545.0|0|396.0|0|0.0|100
0|2022-01-08|27545.0|0|27545.0|0|396.0|0|0.0|100
0|2022-01-09|27545.0|0|27545.0|0|396.0|0|0.0|100
0|2022-01-10|27545.0|0|27891.0|0|396.0|0|0.0|100
0|2022-01-11|28609.0|0|28609.0|0|397.0|0|0.0|100
0|2022-01-12|28609.0|0|28817.0|0|397.0|0|0.0|100
0|2022-01-13|28609.0|0|29475.0|0|397.0|0|0.0|100
0|2022-01-14|29940.0|0|29940.0|0|398.0|0|0.0|100
0|2022-01-15|29940.0|0|29940.0|0|398.0|0|0.0|100
0|2022-01-16|29940.0|0|29940.0|0|398.0|0|0.0|100
0|2022-01-17|29940.0|0|0.0|100|398.0|0|0.0|100
