|dates|Autauga_Alabama_UnitedStates.JHU_ConfirmedCases.data|Autauga_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Autauga_Alabama_UnitedStates.NYT_ConfirmedCases.data|Autauga_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Autauga_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Autauga_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Autauga_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Autauga_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|9901.0|0|9901.0|0|146.0|0|0.0|100
0|2021-10-18|9904.0|0|9904.0|0|146.0|0|0.0|100
0|2021-10-19|9909.0|0|9909.0|0|146.0|0|0.0|100
0|2021-10-20|9910.0|0|9910.0|0|146.0|0|0.0|100
0|2021-10-21|9954.0|0|9954.0|0|146.0|0|0.0|100
0|2021-10-22|9967.0|0|9967.0|0|148.0|0|0.0|100
0|2021-10-23|10043.0|0|10043.0|0|148.0|0|0.0|100
0|2021-10-24|10047.0|0|10047.0|0|148.0|0|0.0|100
0|2021-10-25|10048.0|0|10048.0|0|148.0|0|0.0|100
0|2021-10-26|10061.0|0|10061.0|0|148.0|0|0.0|100
0|2021-10-27|10083.0|0|10083.0|0|148.0|0|0.0|100
0|2021-10-28|10219.0|0|10219.0|0|148.0|0|0.0|100
0|2021-10-29|10228.0|0|10228.0|0|148.0|0|0.0|100
0|2021-10-30|10239.0|0|10239.0|0|148.0|0|0.0|100
0|2021-10-31|10252.0|0|10252.0|0|148.0|0|0.0|100
0|2021-11-01|10258.0|0|10258.0|0|148.0|0|0.0|100
0|2021-11-02|10271.0|0|10271.0|0|148.0|0|0.0|100
0|2021-11-03|10284.0|0|10284.0|0|150.0|0|0.0|100
0|2021-11-04|10304.0|0|10304.0|0|151.0|0|0.0|100
0|2021-11-05|10314.0|0|10314.0|0|151.0|0|0.0|100
0|2021-11-06|10327.0|0|10327.0|0|151.0|0|0.0|100
0|2021-11-07|10331.0|0|10331.0|0|151.0|0|0.0|100
0|2021-11-08|10335.0|0|10335.0|0|151.0|0|0.0|100
0|2021-11-09|10350.0|0|10350.0|0|152.0|0|0.0|100
0|2021-11-10|10355.0|0|10355.0|0|152.0|0|0.0|100
0|2021-11-11|10373.0|0|10373.0|0|152.0|0|0.0|100
0|2021-11-12|10383.0|0|10383.0|0|152.0|0|0.0|100
0|2021-11-13|10401.0|0|10401.0|0|154.0|0|0.0|100
0|2021-11-14|10403.0|0|10403.0|0|154.0|0|0.0|100
0|2021-11-15|10407.0|0|10407.0|0|154.0|0|0.0|100
0|2021-11-16|10419.0|0|10419.0|0|154.0|0|0.0|100
0|2021-11-17|10423.0|0|10423.0|0|155.0|0|0.0|100
0|2021-11-18|10439.0|0|10439.0|0|156.0|0|0.0|100
0|2021-11-19|10457.0|0|10457.0|0|156.0|0|0.0|100
0|2021-11-20|10468.0|0|10468.0|0|156.0|0|0.0|100
0|2021-11-21|10471.0|0|10471.0|0|156.0|0|0.0|100
0|2021-11-22|10477.0|0|10477.0|0|156.0|0|0.0|100
0|2021-11-23|10495.0|0|10495.0|0|156.0|0|0.0|100
0|2021-11-24|10508.0|0|10508.0|0|156.0|0|0.0|100
0|2021-11-25|10512.0|0|10512.0|0|157.0|0|0.0|100
0|2021-11-26|10512.0|0|10512.0|0|157.0|0|0.0|100
0|2021-11-27|10517.0|0|10517.0|0|157.0|0|0.0|100
0|2021-11-28|10517.0|0|10517.0|0|157.0|0|0.0|100
0|2021-11-29|10517.0|0|10517.0|0|157.0|0|0.0|100
0|2021-11-30|10526.0|0|10526.0|0|157.0|0|0.0|100
0|2021-12-01|10527.0|0|10527.0|0|157.0|0|0.0|100
0|2021-12-02|10531.0|0|10531.0|0|157.0|0|0.0|100
0|2021-12-03|10545.0|0|10545.0|0|157.0|0|0.0|100
0|2021-12-04|10560.0|0|10560.0|0|157.0|0|0.0|100
0|2021-12-05|10561.0|0|10561.0|0|157.0|0|0.0|100
0|2021-12-06|10562.0|0|10562.0|0|157.0|0|0.0|100
0|2021-12-07|10566.0|0|10566.0|0|157.0|0|0.0|100
0|2021-12-08|10575.0|0|10575.0|0|157.0|0|0.0|100
0|2021-12-09|10584.0|0|10584.0|0|157.0|0|0.0|100
0|2021-12-10|10589.0|0|10589.0|0|158.0|0|0.0|100
0|2021-12-11|10596.0|0|10596.0|0|158.0|0|0.0|100
0|2021-12-12|10599.0|0|10599.0|0|158.0|0|0.0|100
0|2021-12-13|10605.0|0|10605.0|0|158.0|0|0.0|100
0|2021-12-14|10605.0|0|10637.0|0|158.0|0|0.0|100
0|2021-12-15|10641.0|0|10641.0|0|158.0|0|0.0|100
0|2021-12-16|10646.0|0|10646.0|0|158.0|0|0.0|100
0|2021-12-17|10661.0|0|10661.0|0|159.0|0|0.0|100
0|2021-12-18|10663.0|0|10663.0|0|159.0|0|0.0|100
0|2021-12-19|10669.0|0|10669.0|0|159.0|0|0.0|100
0|2021-12-20|10679.0|0|10679.0|0|159.0|0|0.0|100
0|2021-12-21|10692.0|0|10692.0|0|160.0|0|0.0|100
0|2021-12-22|10711.0|0|10711.0|0|160.0|0|0.0|100
0|2021-12-23|10746.0|0|10746.0|0|160.0|0|0.0|100
0|2021-12-24|10758.0|0|10758.0|0|160.0|0|0.0|100
0|2021-12-25|10785.0|0|10785.0|0|160.0|0|0.0|100
0|2021-12-26|10789.0|0|10789.0|0|160.0|0|0.0|100
0|2021-12-27|10800.0|0|10800.0|0|160.0|0|0.0|100
0|2021-12-28|10828.0|0|10828.0|0|160.0|0|0.0|100
0|2021-12-29|10886.0|0|10886.0|0|160.0|0|0.0|100
0|2021-12-30|10953.0|0|10953.0|0|160.0|0|0.0|100
0|2021-12-31|11018.0|0|11018.0|0|160.0|0|0.0|100
0|2022-01-01|11018.0|0|11018.0|0|160.0|0|0.0|100
0|2022-01-02|11184.0|0|11184.0|0|160.0|0|0.0|100
0|2022-01-03|11256.0|0|11256.0|0|160.0|0|0.0|100
0|2022-01-04|11347.0|0|11347.0|0|161.0|0|0.0|100
0|2022-01-05|11478.0|0|11478.0|0|161.0|0|0.0|100
0|2022-01-06|11638.0|0|11638.0|0|161.0|0|0.0|100
0|2022-01-07|11789.0|0|11789.0|0|162.0|0|0.0|100
0|2022-01-08|11856.0|0|11856.0|0|162.0|0|0.0|100
0|2022-01-09|11975.0|0|11975.0|0|162.0|0|0.0|100
0|2022-01-10|12029.0|0|12029.0|0|162.0|0|0.0|100
0|2022-01-11|12102.0|0|12102.0|0|162.0|0|0.0|100
0|2022-01-12|12180.0|0|12180.0|0|162.0|0|0.0|100
0|2022-01-13|12180.0|0|12180.0|0|162.0|0|0.0|100
0|2022-01-14|12180.0|0|12180.0|0|162.0|0|0.0|100
0|2022-01-15|12180.0|0|12180.0|0|162.0|0|0.0|100
0|2022-01-16|12624.0|0|12624.0|0|163.0|0|0.0|100
0|2022-01-17|12682.0|0|0.0|100|163.0|0|0.0|100
