|dates|Carolina_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Carolina_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Carolina_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Carolina_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Carolina_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Carolina_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Carolina_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Carolina_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-02|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-03|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-04|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-05|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-06|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-07|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-08|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-09|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-10|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-11|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-12|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-13|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-14|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-15|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-16|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-17|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-18|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-19|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-20|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-21|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-22|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-23|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-24|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-25|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-26|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-27|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-28|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-29|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-30|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-01-31|53990.5|0|3706.0|0|6.423266575962146|0|57696.5|0
0|2020-02-01|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-02|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-03|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-04|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-05|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-06|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-07|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-08|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-09|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-10|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-11|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-12|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-13|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-14|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-15|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-16|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-17|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-18|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-19|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-20|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-21|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-22|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-23|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-24|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-25|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-26|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-27|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-28|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-02-29|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-03-01|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-03-02|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-03-03|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-03-04|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-03-05|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-03-06|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-03-07|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-03-08|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-03-09|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-03-10|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-03-11|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-03-12|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-03-13|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-03-14|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
0|2020-03-15|55577.0|0|3032.5|0|5.1740758750714475|0|58609.5|0
