|dates|Solano_California_UnitedStates.BLS_EmployedPopulation.data|Solano_California_UnitedStates.BLS_EmployedPopulation.missing|Solano_California_UnitedStates.BLS_UnemployedPopulation.data|Solano_California_UnitedStates.BLS_UnemployedPopulation.missing|Solano_California_UnitedStates.BLS_UnemploymentRate.data|Solano_California_UnitedStates.BLS_UnemploymentRate.missing|Solano_California_UnitedStates.BLS_LaborForcePopulation.data|Solano_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-10-18|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-10-19|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-10-20|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-10-21|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-10-22|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-10-23|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-10-24|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-10-25|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-10-26|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-10-27|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-10-28|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-10-29|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-10-30|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-10-31|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-01|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-02|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-03|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-04|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-05|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-06|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-07|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-08|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-09|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-10|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-11|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-12|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-13|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-14|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-15|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-16|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-17|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-18|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-19|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-20|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-21|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-22|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
0|2021-11-23|185482.0|0|14336.0|0|7.174528821227317|0|199818.0|0
