|dates|Creek_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Creek_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Creek_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Creek_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Creek_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Creek_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Creek_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Creek_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10901.0|0|10901.0|0|231.0|0|0.0|100
0|2021-10-18|10901.0|0|10901.0|0|231.0|0|0.0|100
0|2021-10-19|10901.0|0|10901.0|0|231.0|0|0.0|100
0|2021-10-20|11050.0|0|11050.0|0|252.0|0|0.0|100
0|2021-10-21|11050.0|0|11050.0|0|252.0|0|0.0|100
0|2021-10-22|11050.0|0|11050.0|0|252.0|0|0.0|100
0|2021-10-23|11050.0|0|11050.0|0|252.0|0|0.0|100
0|2021-10-24|11050.0|0|11050.0|0|252.0|0|0.0|100
0|2021-10-25|11050.0|0|11050.0|0|252.0|0|0.0|100
0|2021-10-26|11050.0|0|11050.0|0|252.0|0|0.0|100
0|2021-10-27|11185.0|0|11185.0|0|258.0|0|0.0|100
0|2021-10-28|11185.0|0|11185.0|0|258.0|0|0.0|100
0|2021-10-29|11185.0|0|11185.0|0|258.0|0|0.0|100
0|2021-10-30|11185.0|0|11185.0|0|258.0|0|0.0|100
0|2021-10-31|11185.0|0|11185.0|0|258.0|0|0.0|100
0|2021-11-01|11185.0|0|11185.0|0|258.0|0|0.0|100
0|2021-11-02|11185.0|0|11185.0|0|258.0|0|0.0|100
0|2021-11-03|11277.0|0|11277.0|0|263.0|0|0.0|100
0|2021-11-04|11277.0|0|11277.0|0|263.0|0|0.0|100
0|2021-11-05|11277.0|0|11277.0|0|263.0|0|0.0|100
0|2021-11-06|11277.0|0|11277.0|0|263.0|0|0.0|100
0|2021-11-07|11277.0|0|11277.0|0|263.0|0|0.0|100
0|2021-11-08|11277.0|0|11277.0|0|263.0|0|0.0|100
0|2021-11-09|11277.0|0|11277.0|0|263.0|0|0.0|100
0|2021-11-10|11277.0|0|11362.0|0|263.0|0|0.0|100
0|2021-11-11|11277.0|0|11362.0|0|263.0|0|0.0|100
0|2021-11-12|11362.0|0|11362.0|0|263.0|0|0.0|100
0|2021-11-13|11362.0|0|11362.0|0|263.0|0|0.0|100
0|2021-11-14|11362.0|0|11362.0|0|263.0|0|0.0|100
0|2021-11-15|11362.0|0|11362.0|0|263.0|0|0.0|100
0|2021-11-16|11362.0|0|11362.0|0|263.0|0|0.0|100
0|2021-11-17|11452.0|0|11452.0|0|263.0|0|0.0|100
0|2021-11-18|11452.0|0|11452.0|0|263.0|0|0.0|100
0|2021-11-19|11452.0|0|11452.0|0|263.0|0|0.0|100
0|2021-11-20|11452.0|0|11452.0|0|263.0|0|0.0|100
0|2021-11-21|11452.0|0|11452.0|0|263.0|0|0.0|100
0|2021-11-22|11452.0|0|11452.0|0|263.0|0|0.0|100
0|2021-11-23|11452.0|0|11452.0|0|263.0|0|0.0|100
0|2021-11-24|11549.0|0|11549.0|0|263.0|0|0.0|100
0|2021-11-25|11549.0|0|11549.0|0|263.0|0|0.0|100
0|2021-11-26|11549.0|0|11549.0|0|263.0|0|0.0|100
0|2021-11-27|11549.0|0|11549.0|0|263.0|0|0.0|100
0|2021-11-28|11549.0|0|11549.0|0|263.0|0|0.0|100
0|2021-11-29|11549.0|0|11549.0|0|263.0|0|0.0|100
0|2021-11-30|11549.0|0|11549.0|0|263.0|0|0.0|100
0|2021-12-01|11641.0|0|11641.0|0|263.0|0|0.0|100
0|2021-12-02|11641.0|0|11641.0|0|263.0|0|0.0|100
0|2021-12-03|11641.0|0|11641.0|0|263.0|0|0.0|100
0|2021-12-04|11641.0|0|11641.0|0|263.0|0|0.0|100
0|2021-12-05|11641.0|0|11641.0|0|263.0|0|0.0|100
0|2021-12-06|11641.0|0|11641.0|0|263.0|0|0.0|100
0|2021-12-07|11641.0|0|11641.0|0|263.0|0|0.0|100
0|2021-12-08|11799.0|0|11799.0|0|263.0|0|0.0|100
0|2021-12-09|11799.0|0|11799.0|0|263.0|0|0.0|100
