|dates|Yakutat_Alaska_UnitedStates.JHU_ConfirmedCases.data|Yakutat_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Yakutat_Alaska_UnitedStates.NYT_ConfirmedCases.data|Yakutat_Alaska_UnitedStates.NYT_ConfirmedCases.missing|Yakutat_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Yakutat_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Yakutat_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Yakutat_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|286.0|0|0.0|100|3.0|0|0.0|100
0|2021-12-20|288.0|0|0.0|100|3.0|0|0.0|100
0|2021-12-21|288.0|0|0.0|100|3.0|0|0.0|100
0|2021-12-22|289.0|0|0.0|100|3.0|0|0.0|100
0|2021-12-23|289.0|0|0.0|100|3.0|0|0.0|100
0|2021-12-24|289.0|0|0.0|100|3.0|0|0.0|100
0|2021-12-25|289.0|0|0.0|100|3.0|0|0.0|100
0|2021-12-26|289.0|0|0.0|100|3.0|0|0.0|100
0|2021-12-27|297.0|0|0.0|100|3.0|0|0.0|100
0|2021-12-28|297.0|0|0.0|100|3.0|0|0.0|100
0|2021-12-29|300.0|0|0.0|100|3.0|0|0.0|100
0|2021-12-30|300.0|0|0.0|100|3.0|0|0.0|100
0|2021-12-31|300.0|0|0.0|100|3.0|0|0.0|100
0|2022-01-01|300.0|0|0.0|100|3.0|0|0.0|100
0|2022-01-02|300.0|0|0.0|100|3.0|0|0.0|100
0|2022-01-03|303.0|0|0.0|100|3.0|0|0.0|100
0|2022-01-04|303.0|0|0.0|100|3.0|0|0.0|100
0|2022-01-05|307.0|0|0.0|100|3.0|0|0.0|100
0|2022-01-06|307.0|0|0.0|100|3.0|0|0.0|100
0|2022-01-07|316.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-08|316.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-09|316.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-10|323.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-11|323.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-12|366.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-13|366.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-14|390.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-15|390.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-16|390.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-17|390.0|0|0.0|100|4.0|0|0.0|100
