|dates|Marinette_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Marinette_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Marinette_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Marinette_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Marinette_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Marinette_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Marinette_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Marinette_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6475.0|0|6475.0|0|78.0|0|0.0|100
0|2021-10-18|6522.0|0|6522.0|0|78.0|0|0.0|100
0|2021-10-19|6579.0|0|6579.0|0|78.0|0|0.0|100
0|2021-10-20|6621.0|0|6621.0|0|78.0|0|0.0|100
0|2021-10-21|6658.0|0|6658.0|0|78.0|0|0.0|100
0|2021-10-22|6692.0|0|6692.0|0|79.0|0|0.0|100
0|2021-10-23|6692.0|0|6692.0|0|79.0|0|0.0|100
0|2021-10-24|6692.0|0|6692.0|0|79.0|0|0.0|100
0|2021-10-25|6742.0|0|6742.0|0|79.0|0|0.0|100
0|2021-10-26|6804.0|0|6804.0|0|80.0|0|0.0|100
0|2021-10-27|6850.0|0|6850.0|0|80.0|0|0.0|100
0|2021-10-28|6885.0|0|6885.0|0|80.0|0|0.0|100
0|2021-10-29|6934.0|0|6934.0|0|80.0|0|0.0|100
0|2021-10-30|6934.0|0|6934.0|0|80.0|0|0.0|100
0|2021-10-31|6934.0|0|6934.0|0|80.0|0|0.0|100
0|2021-11-01|6979.0|0|6979.0|0|80.0|0|0.0|100
0|2021-11-02|7098.0|0|7098.0|0|80.0|0|0.0|100
0|2021-11-03|7104.0|0|7104.0|0|80.0|0|0.0|100
0|2021-11-04|7173.0|0|7173.0|0|81.0|0|0.0|100
0|2021-11-05|7238.0|0|7238.0|0|81.0|0|0.0|100
0|2021-11-06|7238.0|0|7238.0|0|81.0|0|0.0|100
0|2021-11-07|7238.0|0|7238.0|0|81.0|0|0.0|100
0|2021-11-08|7284.0|0|7284.0|0|81.0|0|0.0|100
0|2021-11-09|7371.0|0|7371.0|0|81.0|0|0.0|100
0|2021-11-10|7371.0|0|7405.0|0|81.0|0|0.0|100
0|2021-11-11|7449.0|0|7449.0|0|81.0|0|0.0|100
0|2021-11-12|7505.0|0|7505.0|0|81.0|0|0.0|100
0|2021-11-13|7505.0|0|7505.0|0|81.0|0|0.0|100
0|2021-11-14|7505.0|0|7505.0|0|81.0|0|0.0|100
0|2021-11-15|7558.0|0|7558.0|0|81.0|0|0.0|100
0|2021-11-16|7663.0|0|7663.0|0|81.0|0|0.0|100
0|2021-11-17|7701.0|0|7701.0|0|81.0|0|0.0|100
0|2021-11-18|7737.0|0|7737.0|0|81.0|0|0.0|100
0|2021-11-19|7771.0|0|7771.0|0|81.0|0|0.0|100
0|2021-11-20|7771.0|0|7771.0|0|81.0|0|0.0|100
0|2021-11-21|7771.0|0|7771.0|0|81.0|0|0.0|100
0|2021-11-22|7806.0|0|7806.0|0|81.0|0|0.0|100
0|2021-11-23|7890.0|0|7890.0|0|81.0|0|0.0|100
0|2021-11-24|7941.0|0|7941.0|0|82.0|0|0.0|100
0|2021-11-25|7965.0|0|7965.0|0|82.0|0|0.0|100
0|2021-11-26|7992.0|0|7992.0|0|82.0|0|0.0|100
0|2021-11-27|7992.0|0|7992.0|0|82.0|0|0.0|100
0|2021-11-28|7992.0|0|7992.0|0|82.0|0|0.0|100
0|2021-11-29|8008.0|0|8008.0|0|82.0|0|0.0|100
0|2021-11-30|8079.0|0|8079.0|0|82.0|0|0.0|100
0|2021-12-01|8098.0|0|8098.0|0|82.0|0|0.0|100
0|2021-12-02|8154.0|0|8154.0|0|82.0|0|0.0|100
0|2021-12-03|8195.0|0|8195.0|0|83.0|0|0.0|100
0|2021-12-04|8195.0|0|8195.0|0|83.0|0|0.0|100
0|2021-12-05|8195.0|0|8195.0|0|83.0|0|0.0|100
0|2021-12-06|8195.0|0|8195.0|0|83.0|0|0.0|100
0|2021-12-07|8195.0|0|8195.0|0|83.0|0|0.0|100
0|2021-12-08|8329.0|0|8329.0|0|84.0|0|0.0|100
0|2021-12-09|8378.0|0|8378.0|0|84.0|0|0.0|100
0|2021-12-10|8430.0|0|8430.0|0|87.0|0|0.0|100
0|2021-12-11|8430.0|0|8430.0|0|87.0|0|0.0|100
0|2021-12-12|8430.0|0|8430.0|0|87.0|0|0.0|100
0|2021-12-13|8476.0|0|8476.0|0|87.0|0|0.0|100
0|2021-12-14|8476.0|0|8512.0|0|87.0|0|0.0|100
0|2021-12-15|8540.0|0|8540.0|0|87.0|0|0.0|100
0|2021-12-16|8564.0|0|8564.0|0|89.0|0|0.0|100
0|2021-12-17|8596.0|0|8596.0|0|89.0|0|0.0|100
0|2021-12-18|8596.0|0|8596.0|0|89.0|0|0.0|100
0|2021-12-19|8596.0|0|8596.0|0|89.0|0|0.0|100
0|2021-12-20|8617.0|0|8617.0|0|93.0|0|0.0|100
0|2021-12-21|8668.0|0|8668.0|0|93.0|0|0.0|100
