|dates|Delaware_Indiana_UnitedStates.JHU_ConfirmedCases.data|Delaware_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Delaware_Indiana_UnitedStates.NYT_ConfirmedCases.data|Delaware_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Delaware_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Delaware_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Delaware_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Delaware_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|14931.0|0|14949.0|0|256.0|0|0.0|100
0|2021-10-18|14984.0|0|15002.0|0|259.0|0|0.0|100
0|2021-10-19|15006.0|0|15024.0|0|260.0|0|0.0|100
0|2021-10-20|15024.0|0|15042.0|0|261.0|0|0.0|100
0|2021-10-21|15043.0|0|15061.0|0|261.0|0|0.0|100
0|2021-10-22|15073.0|0|15091.0|0|263.0|0|0.0|100
0|2021-10-23|15073.0|0|15091.0|0|263.0|0|0.0|100
0|2021-10-24|15073.0|0|15091.0|0|263.0|0|0.0|100
0|2021-10-25|15127.0|0|15145.0|0|264.0|0|0.0|100
0|2021-10-26|15135.0|0|15153.0|0|264.0|0|0.0|100
0|2021-10-27|15163.0|0|15181.0|0|265.0|0|0.0|100
0|2021-10-28|15193.0|0|15211.0|0|266.0|0|0.0|100
0|2021-10-29|15213.0|0|15231.0|0|266.0|0|0.0|100
0|2021-10-30|15213.0|0|15231.0|0|266.0|0|0.0|100
0|2021-10-31|15213.0|0|15231.0|0|266.0|0|0.0|100
0|2021-11-01|15261.0|0|15279.0|0|268.0|0|0.0|100
0|2021-11-02|15271.0|0|15289.0|0|269.0|0|0.0|100
0|2021-11-03|15303.0|0|15321.0|0|271.0|0|0.0|100
0|2021-11-04|15323.0|0|15341.0|0|273.0|0|0.0|100
0|2021-11-05|15352.0|0|15370.0|0|272.0|0|0.0|100
0|2021-11-06|15352.0|0|15370.0|0|272.0|0|0.0|100
0|2021-11-07|15352.0|0|15370.0|0|272.0|0|0.0|100
0|2021-11-08|15421.0|0|15439.0|0|273.0|0|0.0|100
0|2021-11-09|15445.0|0|15463.0|0|275.0|0|0.0|100
0|2021-11-10|15494.0|0|15512.0|0|275.0|0|0.0|100
0|2021-11-11|15613.0|0|15631.0|0|275.0|0|0.0|100
0|2021-11-12|15651.0|0|15669.0|0|276.0|0|0.0|100
0|2021-11-13|15651.0|0|15669.0|0|276.0|0|0.0|100
0|2021-11-14|15651.0|0|15669.0|0|276.0|0|0.0|100
0|2021-11-15|15776.0|0|15794.0|0|277.0|0|0.0|100
0|2021-11-16|15820.0|0|15838.0|0|278.0|0|0.0|100
0|2021-11-17|15876.0|0|15894.0|0|280.0|0|0.0|100
0|2021-11-18|15941.0|0|15959.0|0|281.0|0|0.0|100
0|2021-11-19|15984.0|0|16002.0|0|281.0|0|0.0|100
0|2021-11-20|15984.0|0|16002.0|0|281.0|0|0.0|100
0|2021-11-21|15984.0|0|16002.0|0|281.0|0|0.0|100
0|2021-11-22|16121.0|0|16139.0|0|283.0|0|0.0|100
0|2021-11-23|16163.0|0|16181.0|0|285.0|0|0.0|100
0|2021-11-24|16230.0|0|16248.0|0|286.0|0|0.0|100
0|2021-11-25|16230.0|0|16248.0|0|286.0|0|0.0|100
0|2021-11-26|16230.0|0|16248.0|0|286.0|0|0.0|100
0|2021-11-27|16230.0|0|16248.0|0|286.0|0|0.0|100
0|2021-11-28|16230.0|0|16248.0|0|286.0|0|0.0|100
0|2021-11-29|16425.0|0|16443.0|0|291.0|0|0.0|100
0|2021-11-30|16480.0|0|16498.0|0|297.0|0|0.0|100
0|2021-12-01|16575.0|0|16593.0|0|299.0|0|0.0|100
0|2021-12-02|16666.0|0|16685.0|0|300.0|0|0.0|100
0|2021-12-03|16761.0|0|16780.0|0|303.0|0|0.0|100
0|2021-12-04|16761.0|0|16780.0|0|303.0|0|0.0|100
0|2021-12-05|16761.0|0|16780.0|0|303.0|0|0.0|100
0|2021-12-06|17004.0|0|17023.0|0|303.0|0|0.0|100
0|2021-12-07|17053.0|0|17072.0|0|306.0|0|0.0|100
0|2021-12-08|17159.0|0|17178.0|0|307.0|0|0.0|100
0|2021-12-09|17258.0|0|17277.0|0|308.0|0|0.0|100
0|2021-12-10|17330.0|0|17349.0|0|308.0|0|0.0|100
0|2021-12-11|17330.0|0|17349.0|0|308.0|0|0.0|100
0|2021-12-12|17330.0|0|17349.0|0|308.0|0|0.0|100
0|2021-12-13|17522.0|0|17541.0|0|309.0|0|0.0|100
0|2021-12-14|17522.0|0|17578.0|0|309.0|0|0.0|100
0|2021-12-15|17631.0|0|17651.0|0|316.0|0|0.0|100
0|2021-12-16|17755.0|0|17775.0|0|316.0|0|0.0|100
0|2021-12-17|17799.0|0|17819.0|0|316.0|0|0.0|100
0|2021-12-18|17799.0|0|17819.0|0|316.0|0|0.0|100
0|2021-12-19|17799.0|0|17819.0|0|316.0|0|0.0|100
0|2021-12-20|17953.0|0|17973.0|0|319.0|0|0.0|100
0|2021-12-21|18009.0|0|18029.0|0|326.0|0|0.0|100
0|2021-12-22|18087.0|0|18107.0|0|327.0|0|0.0|100
0|2021-12-23|18087.0|0|18107.0|0|327.0|0|0.0|100
0|2021-12-24|18087.0|0|18107.0|0|327.0|0|0.0|100
0|2021-12-25|18087.0|0|18107.0|0|327.0|0|0.0|100
0|2021-12-26|18087.0|0|18107.0|0|327.0|0|0.0|100
0|2021-12-27|18277.0|0|18298.0|0|327.0|0|0.0|100
0|2021-12-28|18376.0|0|18397.0|0|331.0|0|0.0|100
0|2021-12-29|18439.0|0|18460.0|0|333.0|0|0.0|100
0|2021-12-30|18573.0|0|18594.0|0|335.0|0|0.0|100
0|2021-12-31|18573.0|0|18594.0|0|335.0|0|0.0|100
0|2022-01-01|18573.0|0|18594.0|0|335.0|0|0.0|100
0|2022-01-02|18573.0|0|18594.0|0|335.0|0|0.0|100
0|2022-01-03|18862.0|0|18883.0|0|338.0|0|0.0|100
0|2022-01-04|18930.0|0|18951.0|0|344.0|0|0.0|100
0|2022-01-05|19076.0|0|19097.0|0|344.0|0|0.0|100
0|2022-01-06|19268.0|0|19289.0|0|346.0|0|0.0|100
0|2022-01-07|19458.0|0|19479.0|0|350.0|0|0.0|100
0|2022-01-08|19458.0|0|19479.0|0|350.0|0|0.0|100
0|2022-01-09|19458.0|0|19479.0|0|350.0|0|0.0|100
0|2022-01-10|19810.0|0|19834.0|0|353.0|0|0.0|100
0|2022-01-11|19956.0|0|19980.0|0|357.0|0|0.0|100
0|2022-01-12|20127.0|0|20151.0|0|358.0|0|0.0|100
0|2022-01-13|20127.0|0|20404.0|0|358.0|0|0.0|100
0|2022-01-14|20549.0|0|20573.0|0|363.0|0|0.0|100
0|2022-01-15|20549.0|0|20573.0|0|363.0|0|0.0|100
0|2022-01-16|20549.0|0|20573.0|0|363.0|0|0.0|100
0|2022-01-17|20937.0|0|0.0|100|363.0|0|0.0|100
