|dates|Turner_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Turner_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Turner_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Turner_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Turner_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Turner_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Turner_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Turner_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|1422.0|0|1422.0|0|61.0|0|0.0|100
0|2021-12-01|1431.0|0|1431.0|0|61.0|0|0.0|100
0|2021-12-02|1437.0|0|1437.0|0|61.0|0|0.0|100
0|2021-12-03|1444.0|0|1444.0|0|61.0|0|0.0|100
0|2021-12-04|1444.0|0|1444.0|0|61.0|0|0.0|100
0|2021-12-05|1444.0|0|1444.0|0|61.0|0|0.0|100
0|2021-12-06|1449.0|0|1449.0|0|61.0|0|0.0|100
0|2021-12-07|1464.0|0|1464.0|0|61.0|0|0.0|100
0|2021-12-08|1468.0|0|1468.0|0|61.0|0|0.0|100
0|2021-12-09|1469.0|0|1469.0|0|61.0|0|0.0|100
0|2021-12-10|1471.0|0|1471.0|0|62.0|0|0.0|100
0|2021-12-11|1471.0|0|1471.0|0|62.0|0|0.0|100
0|2021-12-12|1471.0|0|1471.0|0|62.0|0|0.0|100
0|2021-12-13|1472.0|0|1472.0|0|62.0|0|0.0|100
0|2021-12-14|1472.0|0|1481.0|0|62.0|0|0.0|100
0|2021-12-15|1488.0|0|1488.0|0|62.0|0|0.0|100
0|2021-12-16|1496.0|0|1496.0|0|62.0|0|0.0|100
0|2021-12-17|1496.0|0|1496.0|0|62.0|0|0.0|100
0|2021-12-18|1496.0|0|1496.0|0|62.0|0|0.0|100
0|2021-12-19|1496.0|0|1496.0|0|62.0|0|0.0|100
0|2021-12-20|1501.0|0|1501.0|0|62.0|0|0.0|100
0|2021-12-21|1505.0|0|1505.0|0|62.0|0|0.0|100
0|2021-12-22|1509.0|0|1509.0|0|62.0|0|0.0|100
0|2021-12-23|1514.0|0|1514.0|0|62.0|0|0.0|100
0|2021-12-24|1514.0|0|1514.0|0|62.0|0|0.0|100
0|2021-12-25|1514.0|0|1514.0|0|62.0|0|0.0|100
0|2021-12-26|1514.0|0|1514.0|0|62.0|0|0.0|100
0|2021-12-27|1519.0|0|1519.0|0|62.0|0|0.0|100
0|2021-12-28|1519.0|0|1529.0|0|62.0|0|0.0|100
0|2021-12-29|1536.0|0|1536.0|0|62.0|0|0.0|100
0|2021-12-30|1542.0|0|1542.0|0|62.0|0|0.0|100
0|2021-12-31|1542.0|0|1542.0|0|62.0|0|0.0|100
0|2022-01-01|1542.0|0|1542.0|0|62.0|0|0.0|100
0|2022-01-02|1542.0|0|1542.0|0|62.0|0|0.0|100
0|2022-01-03|1548.0|0|1548.0|0|62.0|0|0.0|100
0|2022-01-04|1589.0|0|1589.0|0|62.0|0|0.0|100
0|2022-01-05|1612.0|0|1612.0|0|62.0|0|0.0|100
0|2022-01-06|1621.0|0|1621.0|0|62.0|0|0.0|100
0|2022-01-07|1633.0|0|1633.0|0|62.0|0|0.0|100
0|2022-01-08|1633.0|0|1633.0|0|62.0|0|0.0|100
0|2022-01-09|1633.0|0|1633.0|0|62.0|0|0.0|100
0|2022-01-10|1647.0|0|1647.0|0|62.0|0|0.0|100
0|2022-01-11|1674.0|0|1674.0|0|62.0|0|0.0|100
0|2022-01-12|1696.0|0|1696.0|0|62.0|0|0.0|100
0|2022-01-13|1696.0|0|1715.0|0|62.0|0|0.0|100
0|2022-01-14|1715.0|0|1737.0|0|62.0|0|0.0|100
0|2022-01-15|1737.0|0|1737.0|0|62.0|0|0.0|100
0|2022-01-16|1737.0|0|1737.0|0|62.0|0|0.0|100
0|2022-01-17|1737.0|0|0.0|100|62.0|0|0.0|100
