|dates|SanGerman_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|SanGerman_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|SanGerman_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|SanGerman_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|SanGerman_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|SanGerman_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|SanGerman_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|SanGerman_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-02|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-03|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-04|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-05|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-06|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-07|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-08|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-09|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-10|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-11|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-12|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-13|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-14|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-15|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-16|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-17|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-18|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-19|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-20|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-21|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-22|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-23|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-24|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-25|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-26|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-27|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-28|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-29|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-30|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-01-31|8010.5|0|1321.0|0|14.156352140599047|0|9331.5|0
0|2020-02-01|8248.0|0|986.0|0|10.677929391379683|0|9234.0|0
0|2020-02-02|8248.0|0|986.0|0|10.677929391379683|0|9234.0|0
0|2020-02-03|8248.0|0|986.0|0|10.677929391379683|0|9234.0|0
0|2020-02-04|8248.0|0|986.0|0|10.677929391379683|0|9234.0|0
0|2020-02-05|8248.0|0|986.0|0|10.677929391379683|0|9234.0|0
0|2020-02-06|8248.0|0|986.0|0|10.677929391379683|0|9234.0|0
0|2020-02-07|8248.0|0|986.0|0|10.677929391379683|0|9234.0|0
0|2020-02-08|8248.0|0|986.0|0|10.677929391379683|0|9234.0|0
