|dates|Grant_NewMexico_UnitedStates.AveragePrecipitationTotal.data|Grant_NewMexico_UnitedStates.AveragePrecipitationTotal.missing|Grant_NewMexico_UnitedStates.AveragePrecipitation.data|Grant_NewMexico_UnitedStates.AveragePrecipitation.missing|Grant_NewMexico_UnitedStates.AverageWindDirection.data|Grant_NewMexico_UnitedStates.AverageWindDirection.missing|Grant_NewMexico_UnitedStates.AverageWindSpeed.data|Grant_NewMexico_UnitedStates.AverageWindSpeed.missing
0|2021-11-17|0.0|0|0.0|0|318.3333333333333|0|9.208333333333334|0
0|2021-11-18|0.0|0|0.0|0|161.66666666666666|0|6.8125|0
0|2021-11-19|0.0|0|0.0|0|178.4375|0|5.354166666666667|0
0|2021-11-20|0.0|0|0.0|0|283.125|0|9.010416666666666|0
0|2021-11-21|0.0|0|0.0|0|199.58333333333334|0|7.385416666666667|0
0|2021-11-22|0.0|0|0.0|0|190.41666666666666|0|5.53125|0
0|2021-11-23|0.0|0|0.0|0|220.9375|0|5.520833333333333|0
0|2021-11-24|0.0|0|0.0|0|250.9375|0|9.125|0
0|2021-11-25|0.0|0|0.0|0|106.45833333333333|0|8.5|0
0|2021-11-26|0.0|0|0.0|0|185.20833333333334|0|5.791666666666667|0
0|2021-11-27|0.0|0|0.0|0|267.1875|0|7.572916666666667|0
0|2021-11-28|0.0|0|0.0|0|241.30208333333334|0|6.28125|0
0|2021-11-29|0.0|0|0.0|0|195.20833333333334|0|5.28125|0
0|2021-11-30|0.0|0|0.0|0|224.0625|0|6.583333333333333|0
0|2021-12-01|0.0|0|0.0|0|215.41666666666666|0|6.34375|0
0|2021-12-02|0.0|0|0.0|0|260.3645833333333|0|7.192708333333333|0
0|2021-12-03|0.0|0|0.0|0|282.4479166666667|0|7.208333333333333|0
0|2021-12-04|0.0|0|0.0|0|269.8958333333333|0|7.104166666666667|0
0|2021-12-05|0.0|0|0.0|0|303.9583333333333|0|9.260416666666666|0
0|2021-12-06|0.0|0|0.0|0|190.3125|0|6.770833333333333|0
0|2021-12-07|0.0|0|0.0007812499999999999|0|316.3541666666667|0|10.270833333333334|0
0|2021-12-08|0.000625|0|0.0|0|285.7291666666667|0|8.28125|0
0|2021-12-09|0.0|0|0.0|0|290.8333333333333|0|10.807291666666666|0
0|2021-12-10|0.0|0|0.00020833333333333335|0|268.75|0|13.755208333333334|0
0|2021-12-11|0.00020833333333333335|0|0.0|0|206.97916666666666|0|5.447916666666667|0
0|2021-12-12|0.0|0|0.0|0|192.29166666666666|0|5.40625|0
0|2021-12-13|0.0|0|0.0|0|283.9583333333333|0|7.177083333333333|0
0|2021-12-14|0.0|0|0.0|0|196.77083333333334|0|8.541666666666666|0
0|2021-12-15|0.0|0|0.0|0|278.5416666666667|0|15.3125|0
0|2021-12-16|0.0|0|0.0|0|231.51041666666666|0|8.072916666666666|0
0|2021-12-17|0.0|0|0.0|0|317.5520833333333|0|9.875|0
0|2021-12-18|0.0|0|0.0|0|207.29166666666666|0|7.208333333333333|0
0|2021-12-19|0.0|0|0.0|0|211.25|0|5.3125|0
0|2021-12-20|0.0|0|0.0|0|259.21875|0|8.84375|0
0|2021-12-21|0.0|0|0.0|0|288.3854166666667|0|8.494791666666666|0
0|2021-12-22|0.0|0|0.0|0|289.4791666666667|0|7.875|0
0|2021-12-23|0.0|0|0.0|0|309.2708333333333|0|9.020833333333334|0
0|2021-12-24|0.0|0|0.0018750000000000001|0|265.8333333333333|0|11.510416666666666|0
0|2021-12-25|0.00125|0|0.0|0|303.0208333333333|0|9.291666666666666|0
0|2021-12-26|0.0|0|0.0|0|285.78125|0|12.026041666666666|0
0|2021-12-27|0.0|0|0.0|0|276.4583333333333|0|9.635416666666666|0
0|2021-12-28|0.0|0|0.0|0|285.625|0|11.4375|0
0|2021-12-29|0.0|0|0.0|0|253.4375|0|9.416666666666666|0
0|2021-12-30|0.0|0|0.0003125|0|298.6458333333333|0|7.989583333333333|0
0|2021-12-31|0.00015625|0|0.006041666666666667|0|168.17708333333334|0|6.8125|0
0|2022-01-01|0.0043749999999999995|0|0.00125|0|248.90625|0|16.088541666666668|0
0|2022-01-02|0.0010416666666666667|0|0.0|0|185.625|0|5.114583333333333|0
0|2022-01-03|0.0|0|0.0|0|232.8125|0|5.697916666666667|0
0|2022-01-04|0.0|0|0.0|0|312.1875|0|12.479166666666666|0
0|2022-01-05|0.0|0|0.0|0|297.2395833333333|0|13.010416666666666|0
0|2022-01-06|0.0|0|0.0|0|234.47916666666666|0|7.359375|0
0|2022-01-07|0.0|0|0.0|0|308.2291666666667|0|9.3125|0
0|2022-01-08|0.0|0|0.0|0|308.9583333333333|0|11.3125|0
0|2022-01-09|0.0|0|0.0|0|209.94791666666666|0|7.604166666666667|0
0|2022-01-10|0.0|0|0.0|0|200.05208333333334|0|8.598958333333334|0
0|2022-01-11|0.0|0|0.0|0|200.0|0|4.979166666666667|0
0|2022-01-12|0.0|0|0.0|0|252.91666666666666|0|7.135416666666667|0
0|2022-01-13|0.0|0|0.0|0|227.60416666666666|0|6.0|0
0|2022-01-14|0.0|0|0.0|0|312.9166666666667|0|14.369791666666666|0
0|2022-01-15|0.0|0|0.0|0|181.5625|0|5.458333333333333|0
0|2022-01-16|0.0|0|0.0|0|225.72916666666666|0|6.385416666666667|0
0|2022-01-17|0.0|0|0.0|0|251.45833333333334|0|7.9375|0
