|dates|Greene_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Greene_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Greene_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Greene_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Greene_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2155.0|0|2155.0|0|48.0|0|0.0|100
0|2021-10-18|2160.0|0|2160.0|0|48.0|0|0.0|100
0|2021-10-19|2168.0|0|2168.0|0|48.0|0|0.0|100
0|2021-10-20|2182.0|0|2182.0|0|48.0|0|0.0|100
0|2021-10-21|2190.0|0|2190.0|0|48.0|0|0.0|100
0|2021-10-22|2193.0|0|2193.0|0|48.0|0|0.0|100
0|2021-10-23|2193.0|0|2193.0|0|48.0|0|0.0|100
0|2021-10-24|2193.0|0|2193.0|0|48.0|0|0.0|100
0|2021-10-25|2194.0|0|2194.0|0|49.0|0|0.0|100
0|2021-10-26|2206.0|0|2206.0|0|49.0|0|0.0|100
0|2021-10-27|2209.0|0|2209.0|0|49.0|0|0.0|100
0|2021-10-28|2211.0|0|2211.0|0|49.0|0|0.0|100
0|2021-10-29|2212.0|0|2212.0|0|49.0|0|0.0|100
0|2021-10-30|2212.0|0|2212.0|0|49.0|0|0.0|100
0|2021-10-31|2212.0|0|2212.0|0|49.0|0|0.0|100
0|2021-11-01|2212.0|0|2212.0|0|49.0|0|0.0|100
0|2021-11-02|2213.0|0|2213.0|0|49.0|0|0.0|100
0|2021-11-03|2214.0|0|2214.0|0|49.0|0|0.0|100
0|2021-11-04|2215.0|0|2215.0|0|49.0|0|0.0|100
0|2021-11-05|2216.0|0|2216.0|0|49.0|0|0.0|100
0|2021-11-06|2216.0|0|2216.0|0|49.0|0|0.0|100
0|2021-11-07|2216.0|0|2216.0|0|49.0|0|0.0|100
0|2021-11-08|2217.0|0|2217.0|0|49.0|0|0.0|100
0|2021-11-09|2226.0|0|2226.0|0|49.0|0|0.0|100
0|2021-11-10|2226.0|0|2229.0|0|49.0|0|0.0|100
0|2021-11-11|2229.0|0|2229.0|0|49.0|0|0.0|100
0|2021-11-12|2231.0|0|2231.0|0|49.0|0|0.0|100
0|2021-11-13|2231.0|0|2231.0|0|49.0|0|0.0|100
0|2021-11-14|2231.0|0|2231.0|0|49.0|0|0.0|100
0|2021-11-15|2237.0|0|2237.0|0|49.0|0|0.0|100
0|2021-11-16|2239.0|0|2239.0|0|49.0|0|0.0|100
0|2021-11-17|2239.0|0|2239.0|0|49.0|0|0.0|100
0|2021-11-18|2240.0|0|2240.0|0|49.0|0|0.0|100
0|2021-11-19|2245.0|0|2245.0|0|49.0|0|0.0|100
0|2021-11-20|2245.0|0|2245.0|0|49.0|0|0.0|100
0|2021-11-21|2245.0|0|2245.0|0|49.0|0|0.0|100
0|2021-11-22|2247.0|0|2247.0|0|49.0|0|0.0|100
0|2021-11-23|2247.0|0|2247.0|0|49.0|0|0.0|100
0|2021-11-24|2247.0|0|2247.0|0|49.0|0|0.0|100
0|2021-11-25|2247.0|0|2247.0|0|49.0|0|0.0|100
0|2021-11-26|2247.0|0|2247.0|0|49.0|0|0.0|100
0|2021-11-27|2247.0|0|2247.0|0|49.0|0|0.0|100
0|2021-11-28|2247.0|0|2247.0|0|49.0|0|0.0|100
0|2021-11-29|2247.0|0|2247.0|0|49.0|0|0.0|100
0|2021-11-30|2247.0|0|2247.0|0|49.0|0|0.0|100
0|2021-12-01|2249.0|0|2249.0|0|49.0|0|0.0|100
0|2021-12-02|2249.0|0|2251.0|0|49.0|0|0.0|100
0|2021-12-03|2251.0|0|2251.0|0|49.0|0|0.0|100
0|2021-12-04|2251.0|0|2251.0|0|49.0|0|0.0|100
0|2021-12-05|2251.0|0|2251.0|0|49.0|0|0.0|100
0|2021-12-06|2254.0|0|2254.0|0|49.0|0|0.0|100
0|2021-12-07|2255.0|0|2255.0|0|49.0|0|0.0|100
0|2021-12-08|2256.0|0|2256.0|0|49.0|0|0.0|100
0|2021-12-09|2256.0|0|2256.0|0|49.0|0|0.0|100
0|2021-12-10|2259.0|0|2259.0|0|50.0|0|0.0|100
0|2021-12-11|2259.0|0|2259.0|0|50.0|0|0.0|100
0|2021-12-12|2259.0|0|2259.0|0|50.0|0|0.0|100
0|2021-12-13|2258.0|0|2258.0|0|50.0|0|0.0|100
0|2021-12-14|2258.0|0|2258.0|0|50.0|0|0.0|100
0|2021-12-15|2258.0|0|2258.0|0|50.0|0|0.0|100
0|2021-12-16|2258.0|0|2258.0|0|50.0|0|0.0|100
0|2021-12-17|2258.0|0|2258.0|0|50.0|0|0.0|100
0|2021-12-18|2258.0|0|2258.0|0|50.0|0|0.0|100
0|2021-12-19|2258.0|0|2258.0|0|50.0|0|0.0|100
0|2021-12-20|2260.0|0|2260.0|0|50.0|0|0.0|100
0|2021-12-21|2260.0|0|2260.0|0|50.0|0|0.0|100
0|2021-12-22|2261.0|0|2261.0|0|50.0|0|0.0|100
0|2021-12-23|2261.0|0|2261.0|0|50.0|0|0.0|100
0|2021-12-24|2261.0|0|2261.0|0|50.0|0|0.0|100
0|2021-12-25|2261.0|0|2261.0|0|50.0|0|0.0|100
0|2021-12-26|2261.0|0|2261.0|0|50.0|0|0.0|100
0|2021-12-27|2265.0|0|2265.0|0|50.0|0|0.0|100
0|2021-12-28|2275.0|0|2275.0|0|50.0|0|0.0|100
0|2021-12-29|2280.0|0|2280.0|0|50.0|0|0.0|100
0|2021-12-30|2288.0|0|2288.0|0|50.0|0|0.0|100
0|2021-12-31|2288.0|0|2288.0|0|50.0|0|0.0|100
0|2022-01-01|2288.0|0|2288.0|0|50.0|0|0.0|100
0|2022-01-02|2288.0|0|2288.0|0|50.0|0|0.0|100
0|2022-01-03|2316.0|0|2316.0|0|50.0|0|0.0|100
0|2022-01-04|2325.0|0|2325.0|0|50.0|0|0.0|100
0|2022-01-05|2347.0|0|2347.0|0|50.0|0|0.0|100
0|2022-01-06|2366.0|0|2366.0|0|50.0|0|0.0|100
0|2022-01-07|2395.0|0|2395.0|0|50.0|0|0.0|100
0|2022-01-08|2395.0|0|2395.0|0|50.0|0|0.0|100
0|2022-01-09|2395.0|0|2395.0|0|50.0|0|0.0|100
0|2022-01-10|2395.0|0|2409.0|0|50.0|0|0.0|100
0|2022-01-11|2441.0|0|2441.0|0|50.0|0|0.0|100
0|2022-01-12|2441.0|0|2449.0|0|50.0|0|0.0|100
0|2022-01-13|2441.0|0|2477.0|0|50.0|0|0.0|100
0|2022-01-14|2505.0|0|2505.0|0|50.0|0|0.0|100
0|2022-01-15|2505.0|0|2505.0|0|50.0|0|0.0|100
0|2022-01-16|2505.0|0|2505.0|0|50.0|0|0.0|100
0|2022-01-17|2505.0|0|0.0|100|50.0|0|0.0|100
