|dates|Yates_NewYork_UnitedStates.JHU_ConfirmedCases.data|Yates_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Yates_NewYork_UnitedStates.NYT_ConfirmedCases.data|Yates_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Yates_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Yates_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Yates_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Yates_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-13|1823.0|0|1823.0|0|30.0|0|0.0|100
0|2021-11-14|1832.0|0|1832.0|0|30.0|0|0.0|100
0|2021-11-15|1843.0|0|1843.0|0|30.0|0|0.0|100
0|2021-11-16|1853.0|0|1853.0|0|31.0|0|0.0|100
0|2021-11-17|1866.0|0|1866.0|0|31.0|0|0.0|100
0|2021-11-18|1876.0|0|1876.0|0|31.0|0|0.0|100
0|2021-11-19|1894.0|0|1894.0|0|31.0|0|0.0|100
0|2021-11-20|1906.0|0|1906.0|0|31.0|0|0.0|100
0|2021-11-21|1918.0|0|1918.0|0|33.0|0|0.0|100
0|2021-11-22|1924.0|0|1924.0|0|33.0|0|0.0|100
0|2021-11-23|1932.0|0|1932.0|0|33.0|0|0.0|100
0|2021-11-24|1943.0|0|1943.0|0|33.0|0|0.0|100
0|2021-11-25|1953.0|0|1953.0|0|33.0|0|0.0|100
0|2021-11-26|1967.0|0|1967.0|0|33.0|0|0.0|100
0|2021-11-27|1972.0|0|1972.0|0|33.0|0|0.0|100
0|2021-11-28|1974.0|0|1974.0|0|33.0|0|0.0|100
0|2021-11-29|1978.0|0|1978.0|0|34.0|0|0.0|100
0|2021-11-30|1985.0|0|1985.0|0|34.0|0|0.0|100
0|2021-12-01|2004.0|0|2004.0|0|34.0|0|0.0|100
0|2021-12-02|2023.0|0|2023.0|0|34.0|0|0.0|100
0|2021-12-03|2023.0|0|2041.0|0|34.0|0|0.0|100
0|2021-12-04|2061.0|0|2061.0|0|34.0|0|0.0|100
0|2021-12-05|2073.0|0|2073.0|0|34.0|0|0.0|100
0|2021-12-06|2075.0|0|2075.0|0|34.0|0|0.0|100
0|2021-12-07|2094.0|0|2094.0|0|34.0|0|0.0|100
0|2021-12-08|2107.0|0|2107.0|0|34.0|0|0.0|100
0|2021-12-09|2124.0|0|2124.0|0|34.0|0|0.0|100
0|2021-12-10|2138.0|0|2138.0|0|34.0|0|0.0|100
0|2021-12-11|2150.0|0|2150.0|0|34.0|0|0.0|100
0|2021-12-12|2164.0|0|2164.0|0|34.0|0|0.0|100
0|2021-12-13|2173.0|0|2173.0|0|34.0|0|0.0|100
0|2021-12-14|2173.0|0|2178.0|0|34.0|0|0.0|100
0|2021-12-15|2204.0|0|2204.0|0|34.0|0|0.0|100
0|2021-12-16|2222.0|0|2222.0|0|34.0|0|0.0|100
0|2021-12-17|2236.0|0|2236.0|0|35.0|0|0.0|100
0|2021-12-18|2256.0|0|2256.0|0|35.0|0|0.0|100
0|2021-12-19|2265.0|0|2265.0|0|35.0|0|0.0|100
0|2021-12-20|2270.0|0|2270.0|0|35.0|0|0.0|100
0|2021-12-21|2277.0|0|2277.0|0|35.0|0|0.0|100
0|2021-12-22|2290.0|0|2290.0|0|35.0|0|0.0|100
0|2021-12-23|2301.0|0|2301.0|0|35.0|0|0.0|100
0|2021-12-24|2312.0|0|2312.0|0|35.0|0|0.0|100
0|2021-12-25|2312.0|0|2312.0|0|35.0|0|0.0|100
0|2021-12-26|2317.0|0|2317.0|0|35.0|0|0.0|100
0|2021-12-27|2322.0|0|2322.0|0|35.0|0|0.0|100
0|2021-12-28|2325.0|0|2325.0|0|35.0|0|0.0|100
0|2021-12-29|2347.0|0|2347.0|0|35.0|0|0.0|100
0|2021-12-30|2368.0|0|2368.0|0|36.0|0|0.0|100
0|2021-12-31|2390.0|0|2390.0|0|36.0|0|0.0|100
0|2022-01-01|2390.0|0|2418.0|0|36.0|0|0.0|100
0|2022-01-02|2390.0|0|2429.0|0|36.0|0|0.0|100
0|2022-01-03|2439.0|0|2439.0|0|36.0|0|0.0|100
0|2022-01-04|2451.0|0|2451.0|0|36.0|0|0.0|100
0|2022-01-05|2481.0|0|2481.0|0|36.0|0|0.0|100
0|2022-01-06|2510.0|0|2510.0|0|36.0|0|0.0|100
0|2022-01-07|2545.0|0|2545.0|0|36.0|0|0.0|100
0|2022-01-08|2576.0|0|2576.0|0|36.0|0|0.0|100
0|2022-01-09|2610.0|0|2610.0|0|36.0|0|0.0|100
0|2022-01-10|2644.0|0|2644.0|0|36.0|0|0.0|100
0|2022-01-11|2659.0|0|2659.0|0|36.0|0|0.0|100
0|2022-01-12|2697.0|0|2697.0|0|36.0|0|0.0|100
0|2022-01-13|2697.0|0|2735.0|0|36.0|0|0.0|100
0|2022-01-14|2777.0|0|2777.0|0|36.0|0|0.0|100
0|2022-01-15|2812.0|0|2812.0|0|36.0|0|0.0|100
0|2022-01-16|2844.0|0|2844.0|0|36.0|0|0.0|100
0|2022-01-17|2856.0|0|0.0|100|36.0|0|0.0|100
