|dates|Crawford_Michigan_UnitedStates.JHU_ConfirmedCases.data|Crawford_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Michigan_UnitedStates.NYT_ConfirmedCases.data|Crawford_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Crawford_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|1507.0|0|1507.0|0|17.0|0|0.0|100
0|2021-11-13|1507.0|0|1507.0|0|17.0|0|0.0|100
0|2021-11-14|1507.0|0|1507.0|0|17.0|0|0.0|100
0|2021-11-15|1547.0|0|1547.0|0|17.0|0|0.0|100
0|2021-11-16|1547.0|0|1547.0|0|17.0|0|0.0|100
0|2021-11-17|1574.0|0|1574.0|0|17.0|0|0.0|100
0|2021-11-18|1574.0|0|1574.0|0|17.0|0|0.0|100
0|2021-11-19|1620.0|0|1620.0|0|17.0|0|0.0|100
0|2021-11-20|1620.0|0|1620.0|0|17.0|0|0.0|100
0|2021-11-21|1620.0|0|1620.0|0|17.0|0|0.0|100
0|2021-11-22|1636.0|0|1636.0|0|17.0|0|0.0|100
0|2021-11-23|1636.0|0|1636.0|0|17.0|0|0.0|100
0|2021-11-24|1684.0|0|1684.0|0|17.0|0|0.0|100
0|2021-11-25|1684.0|0|1684.0|0|17.0|0|0.0|100
0|2021-11-26|1684.0|0|1684.0|0|17.0|0|0.0|100
0|2021-11-27|1684.0|0|1684.0|0|17.0|0|0.0|100
0|2021-11-28|1684.0|0|1684.0|0|17.0|0|0.0|100
0|2021-11-29|1734.0|0|1734.0|0|17.0|0|0.0|100
0|2021-11-30|1734.0|0|1734.0|0|17.0|0|0.0|100
0|2021-12-01|1771.0|0|1771.0|0|18.0|0|0.0|100
0|2021-12-02|1771.0|0|1771.0|0|18.0|0|0.0|100
0|2021-12-03|1799.0|0|1799.0|0|19.0|0|0.0|100
0|2021-12-04|1799.0|0|1799.0|0|19.0|0|0.0|100
0|2021-12-05|1799.0|0|1799.0|0|19.0|0|0.0|100
0|2021-12-06|1818.0|0|1818.0|0|20.0|0|0.0|100
0|2021-12-07|1818.0|0|1818.0|0|20.0|0|0.0|100
0|2021-12-08|1833.0|0|1833.0|0|20.0|0|0.0|100
0|2021-12-09|1833.0|0|1833.0|0|20.0|0|0.0|100
0|2021-12-10|1845.0|0|1845.0|0|20.0|0|0.0|100
0|2021-12-11|1845.0|0|1845.0|0|20.0|0|0.0|100
0|2021-12-12|1845.0|0|1845.0|0|20.0|0|0.0|100
0|2021-12-13|1868.0|0|1868.0|0|20.0|0|0.0|100
0|2021-12-14|1868.0|0|1868.0|0|20.0|0|0.0|100
0|2021-12-15|1886.0|0|1886.0|0|20.0|0|0.0|100
0|2021-12-16|1886.0|0|1886.0|0|20.0|0|0.0|100
0|2021-12-17|1899.0|0|1899.0|0|20.0|0|0.0|100
0|2021-12-18|1899.0|0|1899.0|0|20.0|0|0.0|100
0|2021-12-19|1899.0|0|1899.0|0|20.0|0|0.0|100
0|2021-12-20|1903.0|0|1903.0|0|20.0|0|0.0|100
0|2021-12-21|1903.0|0|1903.0|0|20.0|0|0.0|100
0|2021-12-22|1910.0|0|1910.0|0|20.0|0|0.0|100
0|2021-12-23|1910.0|0|1910.0|0|20.0|0|0.0|100
0|2021-12-24|1910.0|0|1910.0|0|20.0|0|0.0|100
0|2021-12-25|1910.0|0|1910.0|0|20.0|0|0.0|100
0|2021-12-26|1910.0|0|1910.0|0|20.0|0|0.0|100
0|2021-12-27|1924.0|0|1924.0|0|20.0|0|0.0|100
0|2021-12-28|1924.0|0|1924.0|0|20.0|0|0.0|100
0|2021-12-29|1932.0|0|1932.0|0|21.0|0|0.0|100
0|2021-12-30|1932.0|0|1932.0|0|21.0|0|0.0|100
0|2021-12-31|1932.0|0|1932.0|0|21.0|0|0.0|100
0|2022-01-01|1932.0|0|1932.0|0|21.0|0|0.0|100
0|2022-01-02|1932.0|0|1932.0|0|21.0|0|0.0|100
0|2022-01-03|1962.0|0|1962.0|0|22.0|0|0.0|100
0|2022-01-04|1962.0|0|1962.0|0|22.0|0|0.0|100
0|2022-01-05|1978.0|0|1978.0|0|22.0|0|0.0|100
0|2022-01-06|1978.0|0|1978.0|0|22.0|0|0.0|100
0|2022-01-07|2006.0|0|2006.0|0|23.0|0|0.0|100
0|2022-01-08|2006.0|0|2006.0|0|23.0|0|0.0|100
0|2022-01-09|2006.0|0|2006.0|0|23.0|0|0.0|100
0|2022-01-10|2042.0|0|2042.0|0|23.0|0|0.0|100
0|2022-01-11|2042.0|0|2042.0|0|23.0|0|0.0|100
0|2022-01-12|2073.0|0|2073.0|0|23.0|0|0.0|100
0|2022-01-13|2073.0|0|2073.0|0|23.0|0|0.0|100
0|2022-01-14|2090.0|0|2090.0|0|23.0|0|0.0|100
0|2022-01-15|2090.0|0|2090.0|0|23.0|0|0.0|100
0|2022-01-16|2090.0|0|2090.0|0|23.0|0|0.0|100
0|2022-01-17|2090.0|0|0.0|100|23.0|0|0.0|100
