|dates|Saunders_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Saunders_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Saunders_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Saunders_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Saunders_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Saunders_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Saunders_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Saunders_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-13|3331.0|0|3331.0|0|16.0|0|0.0|100
0|2021-11-14|3331.0|0|3331.0|0|16.0|0|0.0|100
0|2021-11-15|3363.0|0|3363.0|0|16.0|0|0.0|100
0|2021-11-16|3368.0|0|3368.0|0|16.0|0|0.0|100
0|2021-11-17|3382.0|0|3382.0|0|16.0|0|0.0|100
0|2021-11-18|3398.0|0|3398.0|0|16.0|0|0.0|100
0|2021-11-19|3413.0|0|3413.0|0|16.0|0|0.0|100
0|2021-11-20|3413.0|0|3413.0|0|16.0|0|0.0|100
0|2021-11-21|3413.0|0|3413.0|0|16.0|0|0.0|100
0|2021-11-22|3431.0|0|3431.0|0|16.0|0|0.0|100
0|2021-11-23|3448.0|0|3448.0|0|16.0|0|0.0|100
0|2021-11-24|3463.0|0|3463.0|0|16.0|0|0.0|100
0|2021-11-25|3463.0|0|3463.0|0|16.0|0|0.0|100
0|2021-11-26|3463.0|0|3463.0|0|16.0|0|0.0|100
0|2021-11-27|3463.0|0|3463.0|0|16.0|0|0.0|100
0|2021-11-28|3463.0|0|3463.0|0|16.0|0|0.0|100
0|2021-11-29|3498.0|0|3498.0|0|16.0|0|0.0|100
0|2021-11-30|3511.0|0|3511.0|0|16.0|0|0.0|100
0|2021-12-01|3529.0|0|3529.0|0|16.0|0|0.0|100
0|2021-12-02|3541.0|0|3541.0|0|16.0|0|0.0|100
0|2021-12-03|3541.0|0|3553.0|0|16.0|0|0.0|100
0|2021-12-04|3553.0|0|3553.0|0|16.0|0|0.0|100
0|2021-12-05|3553.0|0|3553.0|0|16.0|0|0.0|100
0|2021-12-06|3576.0|0|3576.0|0|16.0|0|0.0|100
0|2021-12-07|3582.0|0|3582.0|0|16.0|0|0.0|100
0|2021-12-08|3591.0|0|3591.0|0|16.0|0|0.0|100
0|2021-12-09|3608.0|0|3608.0|0|16.0|0|0.0|100
0|2021-12-10|3620.0|0|3620.0|0|16.0|0|0.0|100
0|2021-12-11|3620.0|0|3620.0|0|16.0|0|0.0|100
0|2021-12-12|3620.0|0|3620.0|0|16.0|0|0.0|100
0|2021-12-13|3641.0|0|3641.0|0|16.0|0|0.0|100
0|2021-12-14|3641.0|0|3645.0|0|16.0|0|0.0|100
0|2021-12-15|3651.0|0|3651.0|0|16.0|0|0.0|100
0|2021-12-16|3660.0|0|3660.0|0|16.0|0|0.0|100
0|2021-12-17|3662.0|0|3662.0|0|16.0|0|0.0|100
0|2021-12-18|3662.0|0|3662.0|0|16.0|0|0.0|100
0|2021-12-19|3662.0|0|3662.0|0|16.0|0|0.0|100
0|2021-12-20|3677.0|0|3677.0|0|16.0|0|0.0|100
0|2021-12-21|3686.0|0|3686.0|0|16.0|0|0.0|100
0|2021-12-22|3697.0|0|3697.0|0|16.0|0|0.0|100
0|2021-12-23|3712.0|0|3712.0|0|16.0|0|0.0|100
0|2021-12-24|3712.0|0|3712.0|0|16.0|0|0.0|100
0|2021-12-25|3712.0|0|3712.0|0|16.0|0|0.0|100
0|2021-12-26|3712.0|0|3712.0|0|16.0|0|0.0|100
0|2021-12-27|3712.0|0|3712.0|0|16.0|0|0.0|100
0|2021-12-28|3747.0|0|3747.0|0|16.0|0|0.0|100
0|2021-12-29|3763.0|0|3763.0|0|16.0|0|0.0|100
0|2021-12-30|3785.0|0|3785.0|0|16.0|0|0.0|100
0|2021-12-31|3785.0|0|3785.0|0|16.0|0|0.0|100
0|2022-01-01|3785.0|0|3785.0|0|16.0|0|0.0|100
0|2022-01-02|3785.0|0|3785.0|0|16.0|0|0.0|100
0|2022-01-03|3856.0|0|3856.0|0|16.0|0|0.0|100
0|2022-01-04|3882.0|0|3882.0|0|16.0|0|0.0|100
0|2022-01-05|3909.0|0|3909.0|0|16.0|0|0.0|100
0|2022-01-06|3929.0|0|3929.0|0|16.0|0|0.0|100
0|2022-01-07|3952.0|0|3952.0|0|16.0|0|0.0|100
0|2022-01-08|3952.0|0|3952.0|0|16.0|0|0.0|100
0|2022-01-09|3952.0|0|3952.0|0|16.0|0|0.0|100
0|2022-01-10|4037.0|0|4037.0|0|16.0|0|0.0|100
0|2022-01-11|4071.0|0|4071.0|0|16.0|0|0.0|100
0|2022-01-12|4100.0|0|4100.0|0|16.0|0|0.0|100
0|2022-01-13|4100.0|0|4148.0|0|16.0|0|0.0|100
0|2022-01-14|4183.0|0|4183.0|0|16.0|0|0.0|100
0|2022-01-15|4183.0|0|4183.0|0|16.0|0|0.0|100
0|2022-01-16|4183.0|0|4183.0|0|16.0|0|0.0|100
0|2022-01-17|4264.0|0|0.0|100|16.0|0|0.0|100
