|dates|Toole_Montana_UnitedStates.JHU_ConfirmedCases.data|Toole_Montana_UnitedStates.JHU_ConfirmedCases.missing|Toole_Montana_UnitedStates.NYT_ConfirmedCases.data|Toole_Montana_UnitedStates.NYT_ConfirmedCases.missing|Toole_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Toole_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Toole_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Toole_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|994.0|0|994.0|0|18.0|0|0.0|100
0|2021-11-17|995.0|0|995.0|0|18.0|0|0.0|100
0|2021-11-18|995.0|0|995.0|0|18.0|0|0.0|100
0|2021-11-19|995.0|0|995.0|0|18.0|0|0.0|100
0|2021-11-20|995.0|0|995.0|0|18.0|0|0.0|100
0|2021-11-21|995.0|0|995.0|0|18.0|0|0.0|100
0|2021-11-22|995.0|0|995.0|0|18.0|0|0.0|100
0|2021-11-23|996.0|0|996.0|0|18.0|0|0.0|100
0|2021-11-24|998.0|0|998.0|0|19.0|0|0.0|100
0|2021-11-25|998.0|0|998.0|0|19.0|0|0.0|100
0|2021-11-26|998.0|0|998.0|0|19.0|0|0.0|100
0|2021-11-27|998.0|0|998.0|0|19.0|0|0.0|100
0|2021-11-28|998.0|0|998.0|0|19.0|0|0.0|100
0|2021-11-29|998.0|0|998.0|0|19.0|0|0.0|100
0|2021-11-30|1003.0|0|1003.0|0|19.0|0|0.0|100
0|2021-12-01|1003.0|0|1003.0|0|19.0|0|0.0|100
0|2021-12-02|1003.0|0|1003.0|0|19.0|0|0.0|100
0|2021-12-03|1003.0|0|1003.0|0|19.0|0|0.0|100
0|2021-12-04|1003.0|0|1003.0|0|19.0|0|0.0|100
0|2021-12-05|1003.0|0|1003.0|0|19.0|0|0.0|100
0|2021-12-06|1003.0|0|1003.0|0|19.0|0|0.0|100
0|2021-12-07|1004.0|0|1004.0|0|19.0|0|0.0|100
0|2021-12-08|1004.0|0|1004.0|0|19.0|0|0.0|100
0|2021-12-09|1004.0|0|1004.0|0|19.0|0|0.0|100
0|2021-12-10|1004.0|0|1004.0|0|19.0|0|0.0|100
0|2021-12-11|1004.0|0|1004.0|0|19.0|0|0.0|100
0|2021-12-12|1004.0|0|1004.0|0|19.0|0|0.0|100
0|2021-12-13|1004.0|0|1004.0|0|19.0|0|0.0|100
0|2021-12-14|1004.0|0|1004.0|0|19.0|0|0.0|100
0|2021-12-15|1006.0|0|1006.0|0|21.0|0|0.0|100
0|2021-12-16|1006.0|0|1006.0|0|21.0|0|0.0|100
0|2021-12-17|1006.0|0|1006.0|0|21.0|0|0.0|100
0|2021-12-18|1006.0|0|1006.0|0|21.0|0|0.0|100
0|2021-12-19|1006.0|0|1006.0|0|21.0|0|0.0|100
0|2021-12-20|1006.0|0|1006.0|0|21.0|0|0.0|100
0|2021-12-21|1007.0|0|1007.0|0|21.0|0|0.0|100
0|2021-12-22|1008.0|0|1008.0|0|21.0|0|0.0|100
0|2021-12-23|1008.0|0|1008.0|0|21.0|0|0.0|100
0|2021-12-24|1008.0|0|1008.0|0|21.0|0|0.0|100
0|2021-12-25|1008.0|0|1008.0|0|21.0|0|0.0|100
0|2021-12-26|1008.0|0|1008.0|0|21.0|0|0.0|100
0|2021-12-27|1008.0|0|1008.0|0|21.0|0|0.0|100
0|2021-12-28|1011.0|0|1011.0|0|21.0|0|0.0|100
0|2021-12-29|1012.0|0|1012.0|0|21.0|0|0.0|100
0|2021-12-30|1015.0|0|1015.0|0|21.0|0|0.0|100
0|2021-12-31|1015.0|0|1015.0|0|21.0|0|0.0|100
0|2022-01-01|1015.0|0|1015.0|0|21.0|0|0.0|100
0|2022-01-02|1015.0|0|1015.0|0|21.0|0|0.0|100
0|2022-01-03|1020.0|0|1020.0|0|21.0|0|0.0|100
0|2022-01-04|1023.0|0|1023.0|0|21.0|0|0.0|100
0|2022-01-05|1025.0|0|1025.0|0|21.0|0|0.0|100
0|2022-01-06|1025.0|0|1025.0|0|21.0|0|0.0|100
0|2022-01-07|1028.0|0|1028.0|0|21.0|0|0.0|100
0|2022-01-08|1028.0|0|1028.0|0|21.0|0|0.0|100
0|2022-01-09|1028.0|0|1028.0|0|21.0|0|0.0|100
0|2022-01-10|1033.0|0|1033.0|0|21.0|0|0.0|100
0|2022-01-11|1035.0|0|1035.0|0|21.0|0|0.0|100
0|2022-01-12|1039.0|0|1039.0|0|21.0|0|0.0|100
0|2022-01-13|1039.0|0|1039.0|0|21.0|0|0.0|100
0|2022-01-14|1048.0|0|1048.0|0|21.0|0|0.0|100
0|2022-01-15|1048.0|0|1048.0|0|21.0|0|0.0|100
0|2022-01-16|1048.0|0|1048.0|0|21.0|0|0.0|100
0|2022-01-17|1048.0|0|0.0|100|21.0|0|0.0|100
