|dates|Steuben_NewYork_UnitedStates.JHU_ConfirmedCases.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Steuben_NewYork_UnitedStates.NYT_ConfirmedCases.data|Steuben_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Steuben_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Steuben_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|9972.0|0|9972.0|0|173.0|0|0.0|100
0|2021-10-18|10019.0|0|10019.0|0|173.0|0|0.0|100
0|2021-10-19|10037.0|0|10037.0|0|173.0|0|0.0|100
0|2021-10-20|10080.0|0|10080.0|0|173.0|0|0.0|100
0|2021-10-21|10133.0|0|10133.0|0|173.0|0|0.0|100
0|2021-10-22|10185.0|0|10185.0|0|173.0|0|0.0|100
0|2021-10-23|10245.0|0|10245.0|0|173.0|0|0.0|100
0|2021-10-24|10273.0|0|10273.0|0|173.0|0|0.0|100
0|2021-10-25|10304.0|0|10304.0|0|174.0|0|0.0|100
0|2021-10-26|10322.0|0|10322.0|0|174.0|0|0.0|100
0|2021-10-27|10363.0|0|10363.0|0|174.0|0|0.0|100
0|2021-10-28|10427.0|0|10427.0|0|174.0|0|0.0|100
0|2021-10-29|10498.0|0|10498.0|0|175.0|0|0.0|100
0|2021-10-30|10530.0|0|10530.0|0|175.0|0|0.0|100
0|2021-10-31|10580.0|0|10580.0|0|176.0|0|0.0|100
0|2021-11-01|10603.0|0|10603.0|0|177.0|0|0.0|100
0|2021-11-02|10638.0|0|10638.0|0|177.0|0|0.0|100
0|2021-11-03|10675.0|0|10675.0|0|177.0|0|0.0|100
0|2021-11-04|10743.0|0|10743.0|0|178.0|0|0.0|100
0|2021-11-05|10795.0|0|10795.0|0|179.0|0|0.0|100
0|2021-11-06|10857.0|0|10857.0|0|180.0|0|0.0|100
0|2021-11-07|10909.0|0|10909.0|0|180.0|0|0.0|100
0|2021-11-08|10942.0|0|10942.0|0|180.0|0|0.0|100
0|2021-11-09|11005.0|0|11005.0|0|181.0|0|0.0|100
0|2021-11-10|11086.0|0|11086.0|0|182.0|0|0.0|100
0|2021-11-11|11183.0|0|11183.0|0|185.0|0|0.0|100
0|2021-11-12|11262.0|0|11262.0|0|185.0|0|0.0|100
0|2021-11-13|11335.0|0|11335.0|0|185.0|0|0.0|100
0|2021-11-14|11413.0|0|11413.0|0|185.0|0|0.0|100
0|2021-11-15|11449.0|0|11449.0|0|185.0|0|0.0|100
0|2021-11-16|11479.0|0|11479.0|0|185.0|0|0.0|100
0|2021-11-17|11543.0|0|11543.0|0|185.0|0|0.0|100
0|2021-11-18|11652.0|0|11652.0|0|186.0|0|0.0|100
0|2021-11-19|11744.0|0|11744.0|0|186.0|0|0.0|100
0|2021-11-20|11827.0|0|11827.0|0|186.0|0|0.0|100
0|2021-11-21|11897.0|0|11897.0|0|186.0|0|0.0|100
0|2021-11-22|11959.0|0|11959.0|0|186.0|0|0.0|100
0|2021-11-23|11998.0|0|11998.0|0|186.0|0|0.0|100
0|2021-11-24|12059.0|0|12059.0|0|187.0|0|0.0|100
0|2021-11-25|12197.0|0|12197.0|0|187.0|0|0.0|100
0|2021-11-26|12268.0|0|12268.0|0|187.0|0|0.0|100
0|2021-11-27|12315.0|0|12315.0|0|188.0|0|0.0|100
0|2021-11-28|12372.0|0|12372.0|0|189.0|0|0.0|100
0|2021-11-29|12418.0|0|12418.0|0|190.0|0|0.0|100
0|2021-11-30|12484.0|0|12484.0|0|190.0|0|0.0|100
0|2021-12-01|12556.0|0|12556.0|0|191.0|0|0.0|100
0|2021-12-02|12713.0|0|12713.0|0|193.0|0|0.0|100
0|2021-12-03|12858.0|0|12858.0|0|193.0|0|0.0|100
0|2021-12-04|12958.0|0|12958.0|0|194.0|0|0.0|100
0|2021-12-05|13064.0|0|13064.0|0|195.0|0|0.0|100
0|2021-12-06|13108.0|0|13108.0|0|195.0|0|0.0|100
0|2021-12-07|13175.0|0|13175.0|0|195.0|0|0.0|100
0|2021-12-08|13264.0|0|13264.0|0|195.0|0|0.0|100
0|2021-12-09|13369.0|0|13369.0|0|196.0|0|0.0|100
0|2021-12-10|13481.0|0|13481.0|0|199.0|0|0.0|100
0|2021-12-11|13568.0|0|13568.0|0|202.0|0|0.0|100
0|2021-12-12|13649.0|0|13649.0|0|203.0|0|0.0|100
0|2021-12-13|13684.0|0|13684.0|0|203.0|0|0.0|100
0|2021-12-14|13684.0|0|13710.0|0|203.0|0|0.0|100
0|2021-12-15|13766.0|0|13766.0|0|204.0|0|0.0|100
0|2021-12-16|13838.0|0|13838.0|0|204.0|0|0.0|100
0|2021-12-17|13914.0|0|13914.0|0|204.0|0|0.0|100
0|2021-12-18|14001.0|0|14001.0|0|205.0|0|0.0|100
0|2021-12-19|14052.0|0|14052.0|0|205.0|0|0.0|100
0|2021-12-20|14085.0|0|14085.0|0|205.0|0|0.0|100
0|2021-12-21|14124.0|0|14124.0|0|205.0|0|0.0|100
0|2021-12-22|14178.0|0|14178.0|0|206.0|0|0.0|100
0|2021-12-23|14233.0|0|14233.0|0|206.0|0|0.0|100
0|2021-12-24|14295.0|0|14295.0|0|207.0|0|0.0|100
0|2021-12-25|14295.0|0|14295.0|0|207.0|0|0.0|100
0|2021-12-26|14343.0|0|14343.0|0|207.0|0|0.0|100
0|2021-12-27|14352.0|0|14352.0|0|207.0|0|0.0|100
0|2021-12-28|14364.0|0|14364.0|0|209.0|0|0.0|100
0|2021-12-29|14459.0|0|14459.0|0|214.0|0|0.0|100
0|2021-12-30|14558.0|0|14558.0|0|216.0|0|0.0|100
0|2021-12-31|14661.0|0|14661.0|0|216.0|0|0.0|100
0|2022-01-01|14661.0|0|14793.0|0|216.0|0|0.0|100
0|2022-01-02|14661.0|0|14875.0|0|217.0|0|0.0|100
0|2022-01-03|14941.0|0|14941.0|0|218.0|0|0.0|100
0|2022-01-04|14989.0|0|14989.0|0|220.0|0|0.0|100
0|2022-01-05|15092.0|0|15092.0|0|221.0|0|0.0|100
