|dates|Lake_Colorado_UnitedStates.JHU_ConfirmedCases.data|Lake_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Lake_Colorado_UnitedStates.NYT_ConfirmedCases.data|Lake_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Lake_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|997.0|0|997.0|0|1.0|0|0.0|100
0|2021-10-18|1002.0|0|1002.0|0|1.0|0|0.0|100
0|2021-10-19|1009.0|0|1009.0|0|1.0|0|0.0|100
0|2021-10-20|1012.0|0|1012.0|0|1.0|0|0.0|100
0|2021-10-21|1017.0|0|1017.0|0|1.0|0|0.0|100
0|2021-10-22|1023.0|0|1023.0|0|1.0|0|0.0|100
0|2021-10-23|1023.0|0|1023.0|0|1.0|0|0.0|100
0|2021-10-24|1023.0|0|1023.0|0|1.0|0|0.0|100
0|2021-10-25|1025.0|0|1025.0|0|1.0|0|0.0|100
0|2021-10-26|1029.0|0|1029.0|0|1.0|0|0.0|100
0|2021-10-27|1035.0|0|1035.0|0|1.0|0|0.0|100
0|2021-10-28|1041.0|0|1041.0|0|1.0|0|0.0|100
0|2021-10-29|1044.0|0|1044.0|0|1.0|0|0.0|100
0|2021-10-30|1044.0|0|1044.0|0|1.0|0|0.0|100
0|2021-10-31|1044.0|0|1044.0|0|1.0|0|0.0|100
0|2021-11-01|1056.0|0|1056.0|0|1.0|0|0.0|100
0|2021-11-02|1056.0|0|1056.0|0|1.0|0|0.0|100
0|2021-11-03|1058.0|0|1058.0|0|1.0|0|0.0|100
0|2021-11-04|1060.0|0|1060.0|0|1.0|0|0.0|100
0|2021-11-05|1063.0|0|1063.0|0|1.0|0|0.0|100
0|2021-11-06|1063.0|0|1063.0|0|1.0|0|0.0|100
0|2021-11-07|1063.0|0|1063.0|0|1.0|0|0.0|100
0|2021-11-08|1068.0|0|1068.0|0|1.0|0|0.0|100
0|2021-11-09|1073.0|0|1073.0|0|1.0|0|0.0|100
0|2021-11-10|1073.0|0|1075.0|0|1.0|0|0.0|100
0|2021-11-11|1076.0|0|1076.0|0|1.0|0|0.0|100
0|2021-11-12|1076.0|0|1076.0|0|1.0|0|0.0|100
0|2021-11-13|1076.0|0|1076.0|0|1.0|0|0.0|100
0|2021-11-14|1076.0|0|1076.0|0|1.0|0|0.0|100
0|2021-11-15|1078.0|0|1078.0|0|1.0|0|0.0|100
0|2021-11-16|1078.0|0|1078.0|0|1.0|0|0.0|100
0|2021-11-17|1086.0|0|1086.0|0|1.0|0|0.0|100
0|2021-11-18|1097.0|0|1097.0|0|1.0|0|0.0|100
0|2021-11-19|1100.0|0|1100.0|0|1.0|0|0.0|100
0|2021-11-20|1100.0|0|1100.0|0|1.0|0|0.0|100
0|2021-11-21|1100.0|0|1100.0|0|1.0|0|0.0|100
0|2021-11-22|1104.0|0|1104.0|0|1.0|0|0.0|100
0|2021-11-23|1119.0|0|1119.0|0|1.0|0|0.0|100
0|2021-11-24|1127.0|0|1127.0|0|1.0|0|0.0|100
0|2021-11-25|1128.0|0|1128.0|0|1.0|0|0.0|100
0|2021-11-26|1128.0|0|1128.0|0|1.0|0|0.0|100
0|2021-11-27|1128.0|0|1128.0|0|1.0|0|0.0|100
0|2021-11-28|1128.0|0|1128.0|0|1.0|0|0.0|100
0|2021-11-29|1130.0|0|1130.0|0|1.0|0|0.0|100
0|2021-11-30|1134.0|0|1134.0|0|1.0|0|0.0|100
0|2021-12-01|1134.0|0|1136.0|0|1.0|0|0.0|100
0|2021-12-02|1150.0|0|1150.0|0|1.0|0|0.0|100
0|2021-12-03|1161.0|0|1156.0|0|1.0|0|0.0|100
0|2021-12-04|1161.0|0|1161.0|0|1.0|0|0.0|100
0|2021-12-05|1161.0|0|1161.0|0|1.0|0|0.0|100
0|2021-12-06|1179.0|0|1179.0|0|1.0|0|0.0|100
0|2021-12-07|1191.0|0|1191.0|0|1.0|0|0.0|100
0|2021-12-08|1194.0|0|1194.0|0|1.0|0|0.0|100
0|2021-12-09|1202.0|0|1202.0|0|1.0|0|0.0|100
0|2021-12-10|1208.0|0|1208.0|0|1.0|0|0.0|100
0|2021-12-11|1208.0|0|1208.0|0|1.0|0|0.0|100
0|2021-12-12|1208.0|0|1208.0|0|1.0|0|0.0|100
0|2021-12-13|1210.0|0|1210.0|0|1.0|0|0.0|100
0|2021-12-14|1210.0|0|1213.0|0|1.0|0|0.0|100
0|2021-12-15|1218.0|0|1218.0|0|1.0|0|0.0|100
0|2021-12-16|1226.0|0|1226.0|0|1.0|0|0.0|100
0|2021-12-17|1229.0|0|1229.0|0|1.0|0|0.0|100
0|2021-12-18|1229.0|0|1229.0|0|1.0|0|0.0|100
0|2021-12-19|1229.0|0|1229.0|0|1.0|0|0.0|100
0|2021-12-20|1231.0|0|1231.0|0|1.0|0|0.0|100
0|2021-12-21|1236.0|0|1236.0|0|2.0|0|0.0|100
0|2021-12-22|1240.0|0|1240.0|0|2.0|0|0.0|100
0|2021-12-23|1242.0|0|1242.0|0|2.0|0|0.0|100
0|2021-12-24|1245.0|0|1245.0|0|2.0|0|0.0|100
0|2021-12-25|1245.0|0|1245.0|0|2.0|0|0.0|100
0|2021-12-26|1245.0|0|1245.0|0|2.0|0|0.0|100
0|2021-12-27|1250.0|0|1250.0|0|2.0|0|0.0|100
0|2021-12-28|1255.0|0|1255.0|0|2.0|0|0.0|100
0|2021-12-29|1260.0|0|1260.0|0|2.0|0|0.0|100
0|2021-12-30|1271.0|0|1271.0|0|2.0|0|0.0|100
0|2021-12-31|1275.0|0|1275.0|0|2.0|0|0.0|100
0|2022-01-01|1275.0|0|1275.0|0|2.0|0|0.0|100
0|2022-01-02|1275.0|0|1275.0|0|2.0|0|0.0|100
0|2022-01-03|1286.0|0|1286.0|0|2.0|0|0.0|100
0|2022-01-04|1314.0|0|1314.0|0|2.0|0|0.0|100
0|2022-01-05|1338.0|0|1338.0|0|2.0|0|0.0|100
0|2022-01-06|1341.0|0|1341.0|0|2.0|0|0.0|100
0|2022-01-07|1375.0|0|1375.0|0|2.0|0|0.0|100
0|2022-01-08|1375.0|0|1375.0|0|2.0|0|0.0|100
0|2022-01-09|1375.0|0|1375.0|0|2.0|0|0.0|100
0|2022-01-10|1460.0|0|1460.0|0|2.0|0|0.0|100
0|2022-01-11|1517.0|0|1517.0|0|2.0|0|0.0|100
0|2022-01-12|1552.0|0|1552.0|0|2.0|0|0.0|100
0|2022-01-13|1552.0|0|1564.0|0|2.0|0|0.0|100
0|2022-01-14|1592.0|0|1578.0|0|2.0|0|0.0|100
0|2022-01-15|1592.0|0|1592.0|0|2.0|0|0.0|100
0|2022-01-16|1592.0|0|1592.0|0|2.0|0|0.0|100
0|2022-01-17|1604.0|0|0.0|100|2.0|0|0.0|100
