|dates|Ontario_NewYork_UnitedStates.JHU_ConfirmedCases.data|Ontario_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Ontario_NewYork_UnitedStates.NYT_ConfirmedCases.data|Ontario_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Ontario_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Ontario_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Ontario_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Ontario_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|10342.0|0|10342.0|0|112.0|0|0.0|100
0|2021-11-12|10416.0|0|10416.0|0|112.0|0|0.0|100
0|2021-11-13|10501.0|0|10501.0|0|113.0|0|0.0|100
0|2021-11-14|10587.0|0|10587.0|0|113.0|0|0.0|100
0|2021-11-15|10669.0|0|10669.0|0|113.0|0|0.0|100
0|2021-11-16|10741.0|0|10741.0|0|114.0|0|0.0|100
0|2021-11-17|10818.0|0|10818.0|0|114.0|0|0.0|100
0|2021-11-18|10927.0|0|10927.0|0|114.0|0|0.0|100
0|2021-11-19|11018.0|0|11018.0|0|114.0|0|0.0|100
0|2021-11-20|11094.0|0|11094.0|0|114.0|0|0.0|100
0|2021-11-21|11170.0|0|11170.0|0|116.0|0|0.0|100
0|2021-11-22|11219.0|0|11219.0|0|116.0|0|0.0|100
0|2021-11-23|11292.0|0|11292.0|0|117.0|0|0.0|100
0|2021-11-24|11364.0|0|11364.0|0|118.0|0|0.0|100
0|2021-11-25|11437.0|0|11437.0|0|118.0|0|0.0|100
0|2021-11-26|11499.0|0|11499.0|0|118.0|0|0.0|100
0|2021-11-27|11552.0|0|11552.0|0|119.0|0|0.0|100
0|2021-11-28|11592.0|0|11592.0|0|119.0|0|0.0|100
0|2021-11-29|11631.0|0|11631.0|0|119.0|0|0.0|100
0|2021-11-30|11683.0|0|11683.0|0|119.0|0|0.0|100
0|2021-12-01|11776.0|0|11776.0|0|119.0|0|0.0|100
0|2021-12-02|11866.0|0|11866.0|0|119.0|0|0.0|100
0|2021-12-03|11974.0|0|11974.0|0|121.0|0|0.0|100
0|2021-12-04|12079.0|0|12079.0|0|121.0|0|0.0|100
0|2021-12-05|12164.0|0|12164.0|0|121.0|0|0.0|100
0|2021-12-06|12223.0|0|12223.0|0|121.0|0|0.0|100
0|2021-12-07|12310.0|0|12310.0|0|121.0|0|0.0|100
0|2021-12-08|12377.0|0|12377.0|0|121.0|0|0.0|100
0|2021-12-09|12485.0|0|12485.0|0|121.0|0|0.0|100
0|2021-12-10|12561.0|0|12561.0|0|121.0|0|0.0|100
0|2021-12-11|12647.0|0|12647.0|0|123.0|0|0.0|100
0|2021-12-12|12720.0|0|12720.0|0|126.0|0|0.0|100
0|2021-12-13|12770.0|0|12770.0|0|126.0|0|0.0|100
0|2021-12-14|12770.0|0|12814.0|0|126.0|0|0.0|100
0|2021-12-15|12878.0|0|12878.0|0|128.0|0|0.0|100
0|2021-12-16|12959.0|0|12959.0|0|129.0|0|0.0|100
0|2021-12-17|13037.0|0|13037.0|0|132.0|0|0.0|100
0|2021-12-18|13136.0|0|13136.0|0|133.0|0|0.0|100
0|2021-12-19|13203.0|0|13203.0|0|134.0|0|0.0|100
0|2021-12-20|13247.0|0|13247.0|0|135.0|0|0.0|100
0|2021-12-21|13310.0|0|13310.0|0|137.0|0|0.0|100
0|2021-12-22|13383.0|0|13383.0|0|137.0|0|0.0|100
0|2021-12-23|13463.0|0|13463.0|0|138.0|0|0.0|100
0|2021-12-24|13540.0|0|13540.0|0|139.0|0|0.0|100
0|2021-12-25|13540.0|0|13540.0|0|139.0|0|0.0|100
0|2021-12-26|13619.0|0|13619.0|0|139.0|0|0.0|100
0|2021-12-27|13640.0|0|13640.0|0|140.0|0|0.0|100
0|2021-12-28|13675.0|0|13675.0|0|141.0|0|0.0|100
0|2021-12-29|13834.0|0|13834.0|0|142.0|0|0.0|100
0|2021-12-30|13970.0|0|13970.0|0|142.0|0|0.0|100
0|2021-12-31|14122.0|0|14122.0|0|144.0|0|0.0|100
0|2022-01-01|14122.0|0|14302.0|0|144.0|0|0.0|100
0|2022-01-02|14122.0|0|14386.0|0|145.0|0|0.0|100
0|2022-01-03|14509.0|0|14509.0|0|146.0|0|0.0|100
0|2022-01-04|14592.0|0|14592.0|0|146.0|0|0.0|100
0|2022-01-05|14795.0|0|14795.0|0|146.0|0|0.0|100
0|2022-01-06|15005.0|0|15005.0|0|146.0|0|0.0|100
0|2022-01-07|15226.0|0|15226.0|0|146.0|0|0.0|100
0|2022-01-08|15483.0|0|15483.0|0|148.0|0|0.0|100
0|2022-01-09|15707.0|0|15707.0|0|149.0|0|0.0|100
0|2022-01-10|15823.0|0|15823.0|0|150.0|0|0.0|100
0|2022-01-11|15964.0|0|15964.0|0|152.0|0|0.0|100
0|2022-01-12|16175.0|0|16175.0|0|153.0|0|0.0|100
0|2022-01-13|16175.0|0|16385.0|0|153.0|0|0.0|100
0|2022-01-14|16644.0|0|16644.0|0|154.0|0|0.0|100
0|2022-01-15|16805.0|0|16805.0|0|156.0|0|0.0|100
0|2022-01-16|16999.0|0|16999.0|0|157.0|0|0.0|100
0|2022-01-17|17089.0|0|0.0|100|157.0|0|0.0|100
