|dates|Franklin_Texas_UnitedStates.JHU_ConfirmedCases.data|Franklin_Texas_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Texas_UnitedStates.NYT_ConfirmedCases.data|Franklin_Texas_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1306.0|0|1306.0|0|34.0|0|0.0|100
0|2021-10-18|1306.0|0|1306.0|0|34.0|0|0.0|100
0|2021-10-19|1316.0|0|1316.0|0|34.0|0|0.0|100
0|2021-10-20|1316.0|0|1316.0|0|34.0|0|0.0|100
0|2021-10-21|1318.0|0|1318.0|0|34.0|0|0.0|100
0|2021-10-22|1321.0|0|1321.0|0|35.0|0|0.0|100
0|2021-10-23|1321.0|0|1321.0|0|35.0|0|0.0|100
0|2021-10-24|1324.0|0|1324.0|0|35.0|0|0.0|100
0|2021-10-25|1324.0|0|1324.0|0|35.0|0|0.0|100
0|2021-10-26|1330.0|0|1330.0|0|35.0|0|0.0|100
0|2021-10-27|1331.0|0|1331.0|0|35.0|0|0.0|100
0|2021-10-28|1335.0|0|1335.0|0|35.0|0|0.0|100
0|2021-10-29|1336.0|0|1336.0|0|35.0|0|0.0|100
0|2021-10-30|1342.0|0|1342.0|0|35.0|0|0.0|100
0|2021-10-31|1342.0|0|1342.0|0|35.0|0|0.0|100
0|2021-11-01|1342.0|0|1342.0|0|35.0|0|0.0|100
0|2021-11-02|1342.0|0|1342.0|0|35.0|0|0.0|100
0|2021-11-03|1342.0|0|1342.0|0|35.0|0|0.0|100
0|2021-11-04|1344.0|0|1344.0|0|35.0|0|0.0|100
0|2021-11-05|1344.0|0|1344.0|0|35.0|0|0.0|100
0|2021-11-06|1345.0|0|1345.0|0|36.0|0|0.0|100
0|2021-11-07|1345.0|0|1345.0|0|36.0|0|0.0|100
0|2021-11-08|1345.0|0|1345.0|0|36.0|0|0.0|100
0|2021-11-09|1345.0|0|1345.0|0|36.0|0|0.0|100
0|2021-11-10|1345.0|0|1345.0|0|36.0|0|0.0|100
0|2021-11-11|1349.0|0|1349.0|0|37.0|0|0.0|100
0|2021-11-12|1349.0|0|1349.0|0|37.0|0|0.0|100
0|2021-11-13|1350.0|0|1350.0|0|37.0|0|0.0|100
0|2021-11-14|1350.0|0|1350.0|0|37.0|0|0.0|100
0|2021-11-15|1350.0|0|1350.0|0|37.0|0|0.0|100
0|2021-11-16|1350.0|0|1350.0|0|37.0|0|0.0|100
0|2021-11-17|1350.0|0|1350.0|0|37.0|0|0.0|100
0|2021-11-18|1350.0|0|1350.0|0|37.0|0|0.0|100
0|2021-11-19|1350.0|0|1350.0|0|37.0|0|0.0|100
0|2021-11-20|1351.0|0|1351.0|0|37.0|0|0.0|100
0|2021-11-21|1351.0|0|1351.0|0|37.0|0|0.0|100
0|2021-11-22|1351.0|0|1351.0|0|37.0|0|0.0|100
0|2021-11-23|1354.0|0|1354.0|0|37.0|0|0.0|100
0|2021-11-24|1360.0|0|1360.0|0|37.0|0|0.0|100
0|2021-11-25|1360.0|0|1360.0|0|37.0|0|0.0|100
0|2021-11-26|1360.0|0|1360.0|0|37.0|0|0.0|100
0|2021-11-27|1360.0|0|1360.0|0|37.0|0|0.0|100
0|2021-11-28|1360.0|0|1360.0|0|37.0|0|0.0|100
0|2021-11-29|1360.0|0|1360.0|0|37.0|0|0.0|100
0|2021-11-30|1363.0|0|1363.0|0|37.0|0|0.0|100
0|2021-12-01|1363.0|0|1363.0|0|37.0|0|0.0|100
0|2021-12-02|1365.0|0|1365.0|0|37.0|0|0.0|100
0|2021-12-03|1366.0|0|1366.0|0|37.0|0|0.0|100
0|2021-12-04|1366.0|0|1366.0|0|37.0|0|0.0|100
0|2021-12-05|1366.0|0|1366.0|0|37.0|0|0.0|100
0|2021-12-06|1366.0|0|1366.0|0|37.0|0|0.0|100
0|2021-12-07|1366.0|0|1366.0|0|37.0|0|0.0|100
0|2021-12-08|1370.0|0|1370.0|0|37.0|0|0.0|100
0|2021-12-09|1373.0|0|1373.0|0|37.0|0|0.0|100
0|2021-12-10|1383.0|0|1383.0|0|37.0|0|0.0|100
