|dates|Franklin_Texas_UnitedStates.JHU_ConfirmedCases.data|Franklin_Texas_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Texas_UnitedStates.NYT_ConfirmedCases.data|Franklin_Texas_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|1389.0|0|1389.0|0|37.0|0|0.0|100
0|2021-12-12|1389.0|0|1389.0|0|37.0|0|0.0|100
0|2021-12-13|1390.0|0|1390.0|0|37.0|0|0.0|100
0|2021-12-14|1390.0|0|1391.0|0|37.0|0|0.0|100
0|2021-12-15|1398.0|0|1398.0|0|37.0|0|0.0|100
0|2021-12-16|1398.0|0|1410.0|0|37.0|0|0.0|100
0|2021-12-17|1414.0|0|1414.0|0|37.0|0|0.0|100
0|2021-12-18|1417.0|0|1417.0|0|37.0|0|0.0|100
0|2021-12-19|1417.0|0|1417.0|0|37.0|0|0.0|100
0|2021-12-20|1418.0|0|1418.0|0|37.0|0|0.0|100
0|2021-12-21|1440.0|0|1440.0|0|37.0|0|0.0|100
0|2021-12-22|1441.0|0|1441.0|0|37.0|0|0.0|100
0|2021-12-23|1443.0|0|1443.0|0|37.0|0|0.0|100
0|2021-12-24|1443.0|0|1443.0|0|37.0|0|0.0|100
0|2021-12-25|1443.0|0|1443.0|0|37.0|0|0.0|100
0|2021-12-26|1443.0|0|1443.0|0|37.0|0|0.0|100
0|2021-12-27|1449.0|0|1449.0|0|37.0|0|0.0|100
0|2021-12-28|1454.0|0|1454.0|0|37.0|0|0.0|100
0|2021-12-29|1457.0|0|1457.0|0|37.0|0|0.0|100
0|2021-12-30|1460.0|0|1460.0|0|37.0|0|0.0|100
0|2021-12-31|1460.0|0|1460.0|0|37.0|0|0.0|100
0|2022-01-01|1460.0|0|1460.0|0|37.0|0|0.0|100
0|2022-01-02|1460.0|0|1460.0|0|37.0|0|0.0|100
0|2022-01-03|1488.0|0|1488.0|0|37.0|0|0.0|100
0|2022-01-04|1498.0|0|1498.0|0|37.0|0|0.0|100
0|2022-01-05|1502.0|0|1502.0|0|37.0|0|0.0|100
0|2022-01-06|1511.0|0|1511.0|0|37.0|0|0.0|100
0|2022-01-07|1524.0|0|1524.0|0|37.0|0|0.0|100
0|2022-01-08|1533.0|0|1533.0|0|37.0|0|0.0|100
0|2022-01-09|1538.0|0|1538.0|0|37.0|0|0.0|100
0|2022-01-10|1550.0|0|1550.0|0|37.0|0|0.0|100
0|2022-01-11|1563.0|0|1563.0|0|37.0|0|0.0|100
0|2022-01-12|1592.0|0|1592.0|0|37.0|0|0.0|100
0|2022-01-13|1592.0|0|1606.0|0|37.0|0|0.0|100
0|2022-01-14|1606.0|0|1727.0|0|37.0|0|0.0|100
0|2022-01-15|1750.0|0|1750.0|0|37.0|0|0.0|100
0|2022-01-16|1753.0|0|1753.0|0|37.0|0|0.0|100
0|2022-01-17|1763.0|0|0.0|100|37.0|0|0.0|100
