|dates|Marion_Kansas_UnitedStates.JHU_ConfirmedCases.data|Marion_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Marion_Kansas_UnitedStates.NYT_ConfirmedCases.data|Marion_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Marion_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1549.0|0|1549.0|0|27.0|0|0.0|100
0|2021-10-18|1558.0|0|1558.0|0|27.0|0|0.0|100
0|2021-10-19|1558.0|0|1558.0|0|27.0|0|0.0|100
0|2021-10-20|1582.0|0|1582.0|0|27.0|0|0.0|100
0|2021-10-21|1582.0|0|1582.0|0|27.0|0|0.0|100
0|2021-10-22|1600.0|0|1600.0|0|29.0|0|0.0|100
0|2021-10-23|1600.0|0|1600.0|0|29.0|0|0.0|100
0|2021-10-24|1600.0|0|1600.0|0|29.0|0|0.0|100
0|2021-10-25|1617.0|0|1617.0|0|30.0|0|0.0|100
0|2021-10-26|1617.0|0|1617.0|0|30.0|0|0.0|100
0|2021-10-27|1635.0|0|1635.0|0|29.0|0|0.0|100
0|2021-10-28|1635.0|0|1635.0|0|29.0|0|0.0|100
0|2021-10-29|1653.0|0|1653.0|0|30.0|0|0.0|100
0|2021-10-30|1653.0|0|1653.0|0|30.0|0|0.0|100
0|2021-10-31|1653.0|0|1653.0|0|30.0|0|0.0|100
0|2021-11-01|1661.0|0|1661.0|0|30.0|0|0.0|100
0|2021-11-02|1661.0|0|1661.0|0|30.0|0|0.0|100
0|2021-11-03|1688.0|0|1688.0|0|31.0|0|0.0|100
0|2021-11-04|1688.0|0|1688.0|0|31.0|0|0.0|100
0|2021-11-05|1715.0|0|1715.0|0|33.0|0|0.0|100
0|2021-11-06|1715.0|0|1715.0|0|33.0|0|0.0|100
0|2021-11-07|1715.0|0|1715.0|0|33.0|0|0.0|100
0|2021-11-08|1734.0|0|1734.0|0|34.0|0|0.0|100
0|2021-11-09|1734.0|0|1734.0|0|34.0|0|0.0|100
0|2021-11-10|1734.0|0|1766.0|0|34.0|0|0.0|100
0|2021-11-11|1766.0|0|1766.0|0|35.0|0|0.0|100
0|2021-11-12|1802.0|0|1802.0|0|35.0|0|0.0|100
0|2021-11-13|1802.0|0|1802.0|0|35.0|0|0.0|100
0|2021-11-14|1802.0|0|1802.0|0|35.0|0|0.0|100
0|2021-11-15|1817.0|0|1817.0|0|35.0|0|0.0|100
0|2021-11-16|1817.0|0|1817.0|0|35.0|0|0.0|100
0|2021-11-17|1832.0|0|1832.0|0|35.0|0|0.0|100
0|2021-11-18|1832.0|0|1832.0|0|35.0|0|0.0|100
0|2021-11-19|1855.0|0|1855.0|0|35.0|0|0.0|100
0|2021-11-20|1855.0|0|1855.0|0|35.0|0|0.0|100
0|2021-11-21|1855.0|0|1855.0|0|35.0|0|0.0|100
0|2021-11-22|1863.0|0|1863.0|0|34.0|0|0.0|100
0|2021-11-23|1863.0|0|1863.0|0|34.0|0|0.0|100
0|2021-11-24|1863.0|0|1875.0|0|34.0|0|0.0|100
0|2021-11-25|1875.0|0|1875.0|0|35.0|0|0.0|100
0|2021-11-26|1875.0|0|1875.0|0|35.0|0|0.0|100
0|2021-11-27|1875.0|0|1875.0|0|35.0|0|0.0|100
0|2021-11-28|1875.0|0|1875.0|0|35.0|0|0.0|100
0|2021-11-29|1897.0|0|1897.0|0|35.0|0|0.0|100
0|2021-11-30|1897.0|0|1897.0|0|35.0|0|0.0|100
0|2021-12-01|1939.0|0|1939.0|0|35.0|0|0.0|100
0|2021-12-02|1939.0|0|1939.0|0|35.0|0|0.0|100
0|2021-12-03|1939.0|0|1963.0|0|35.0|0|0.0|100
0|2021-12-04|1963.0|0|1963.0|0|35.0|0|0.0|100
0|2021-12-05|1963.0|0|1963.0|0|35.0|0|0.0|100
0|2021-12-06|1976.0|0|1976.0|0|35.0|0|0.0|100
0|2021-12-07|1976.0|0|1976.0|0|35.0|0|0.0|100
0|2021-12-08|1997.0|0|1997.0|0|35.0|0|0.0|100
0|2021-12-09|1997.0|0|1997.0|0|35.0|0|0.0|100
0|2021-12-10|2025.0|0|2025.0|0|35.0|0|0.0|100
0|2021-12-11|2025.0|0|2025.0|0|35.0|0|0.0|100
0|2021-12-12|2025.0|0|2025.0|0|35.0|0|0.0|100
0|2021-12-13|2048.0|0|2048.0|0|35.0|0|0.0|100
0|2021-12-14|2048.0|0|2048.0|0|35.0|0|0.0|100
0|2021-12-15|2072.0|0|2072.0|0|35.0|0|0.0|100
0|2021-12-16|2072.0|0|2072.0|0|35.0|0|0.0|100
0|2021-12-17|2095.0|0|2095.0|0|35.0|0|0.0|100
0|2021-12-18|2095.0|0|2095.0|0|35.0|0|0.0|100
0|2021-12-19|2095.0|0|2095.0|0|35.0|0|0.0|100
0|2021-12-20|2118.0|0|2118.0|0|35.0|0|0.0|100
0|2021-12-21|2118.0|0|2118.0|0|35.0|0|0.0|100
0|2021-12-22|2152.0|0|2152.0|0|35.0|0|0.0|100
0|2021-12-23|2152.0|0|2152.0|0|35.0|0|0.0|100
0|2021-12-24|2152.0|0|2152.0|0|35.0|0|0.0|100
0|2021-12-25|2152.0|0|2152.0|0|35.0|0|0.0|100
0|2021-12-26|2152.0|0|2152.0|0|35.0|0|0.0|100
0|2021-12-27|2198.0|0|2198.0|0|35.0|0|0.0|100
0|2021-12-28|2198.0|0|2198.0|0|35.0|0|0.0|100
0|2021-12-29|2226.0|0|2226.0|0|35.0|0|0.0|100
0|2021-12-30|2226.0|0|2226.0|0|35.0|0|0.0|100
0|2021-12-31|2226.0|0|2226.0|0|35.0|0|0.0|100
0|2022-01-01|2226.0|0|2226.0|0|35.0|0|0.0|100
0|2022-01-02|2226.0|0|2226.0|0|35.0|0|0.0|100
0|2022-01-03|2277.0|0|2277.0|0|35.0|0|0.0|100
0|2022-01-04|2277.0|0|2277.0|0|35.0|0|0.0|100
0|2022-01-05|2350.0|0|2350.0|0|35.0|0|0.0|100
0|2022-01-06|2350.0|0|2350.0|0|35.0|0|0.0|100
0|2022-01-07|2389.0|0|2389.0|0|36.0|0|0.0|100
0|2022-01-08|2389.0|0|2389.0|0|36.0|0|0.0|100
0|2022-01-09|2389.0|0|2389.0|0|36.0|0|0.0|100
0|2022-01-10|2419.0|0|2419.0|0|36.0|0|0.0|100
0|2022-01-11|2419.0|0|2419.0|0|36.0|0|0.0|100
0|2022-01-12|2419.0|0|2478.0|0|36.0|0|0.0|100
0|2022-01-13|2419.0|0|2536.0|0|36.0|0|0.0|100
0|2022-01-14|2624.0|0|2624.0|0|36.0|0|0.0|100
0|2022-01-15|2624.0|0|2624.0|0|36.0|0|0.0|100
0|2022-01-16|2624.0|0|2624.0|0|36.0|0|0.0|100
0|2022-01-17|2624.0|0|0.0|100|36.0|0|0.0|100
