|dates|Allegan_Michigan_UnitedStates.JHU_ConfirmedCases.data|Allegan_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Allegan_Michigan_UnitedStates.NYT_ConfirmedCases.data|Allegan_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Allegan_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Allegan_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Allegan_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Allegan_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|14151.0|0|14151.0|0|184.0|0|0.0|100
0|2021-10-18|14270.0|0|14270.0|0|184.0|0|0.0|100
0|2021-10-19|14270.0|0|14270.0|0|184.0|0|0.0|100
0|2021-10-20|14391.0|0|14391.0|0|185.0|0|0.0|100
0|2021-10-21|14391.0|0|14391.0|0|185.0|0|0.0|100
0|2021-10-22|14505.0|0|14505.0|0|188.0|0|0.0|100
0|2021-10-23|14505.0|0|14505.0|0|188.0|0|0.0|100
0|2021-10-24|14505.0|0|14505.0|0|188.0|0|0.0|100
0|2021-10-25|14616.0|0|14616.0|0|189.0|0|0.0|100
0|2021-10-26|14616.0|0|14616.0|0|189.0|0|0.0|100
0|2021-10-27|14751.0|0|14751.0|0|191.0|0|0.0|100
0|2021-10-28|14751.0|0|14751.0|0|191.0|0|0.0|100
0|2021-10-29|14894.0|0|14894.0|0|193.0|0|0.0|100
0|2021-10-30|14894.0|0|14894.0|0|193.0|0|0.0|100
0|2021-10-31|14894.0|0|14894.0|0|193.0|0|0.0|100
0|2021-11-01|15038.0|0|15038.0|0|195.0|0|0.0|100
0|2021-11-02|15038.0|0|15038.0|0|195.0|0|0.0|100
0|2021-11-03|15252.0|0|15252.0|0|197.0|0|0.0|100
0|2021-11-04|15252.0|0|15252.0|0|197.0|0|0.0|100
0|2021-11-05|15467.0|0|15467.0|0|199.0|0|0.0|100
0|2021-11-06|15467.0|0|15467.0|0|199.0|0|0.0|100
0|2021-11-07|15467.0|0|15467.0|0|199.0|0|0.0|100
0|2021-11-08|15630.0|0|15630.0|0|201.0|0|0.0|100
0|2021-11-09|15630.0|0|15630.0|0|201.0|0|0.0|100
0|2021-11-10|15630.0|0|15757.0|0|201.0|0|0.0|100
0|2021-11-11|15757.0|0|15757.0|0|201.0|0|0.0|100
0|2021-11-12|16069.0|0|16069.0|0|201.0|0|0.0|100
0|2021-11-13|16069.0|0|16069.0|0|201.0|0|0.0|100
0|2021-11-14|16069.0|0|16069.0|0|201.0|0|0.0|100
0|2021-11-15|16489.0|0|16489.0|0|203.0|0|0.0|100
0|2021-11-16|16489.0|0|16489.0|0|203.0|0|0.0|100
0|2021-11-17|16728.0|0|16728.0|0|210.0|0|0.0|100
0|2021-11-18|16728.0|0|16728.0|0|210.0|0|0.0|100
0|2021-11-19|17036.0|0|17036.0|0|212.0|0|0.0|100
0|2021-11-20|17036.0|0|17036.0|0|212.0|0|0.0|100
0|2021-11-21|17036.0|0|17036.0|0|212.0|0|0.0|100
0|2021-11-22|17299.0|0|17299.0|0|213.0|0|0.0|100
0|2021-11-23|17299.0|0|17299.0|0|213.0|0|0.0|100
0|2021-11-24|17563.0|0|17563.0|0|217.0|0|0.0|100
0|2021-11-25|17563.0|0|17563.0|0|217.0|0|0.0|100
0|2021-11-26|17563.0|0|17563.0|0|217.0|0|0.0|100
0|2021-11-27|17563.0|0|17563.0|0|217.0|0|0.0|100
0|2021-11-28|17563.0|0|17563.0|0|217.0|0|0.0|100
0|2021-11-29|17979.0|0|17979.0|0|220.0|0|0.0|100
0|2021-11-30|17979.0|0|17979.0|0|220.0|0|0.0|100
0|2021-12-01|18243.0|0|18243.0|0|222.0|0|0.0|100
0|2021-12-02|18243.0|0|18243.0|0|222.0|0|0.0|100
0|2021-12-03|18568.0|0|18568.0|0|223.0|0|0.0|100
0|2021-12-04|18568.0|0|18568.0|0|223.0|0|0.0|100
0|2021-12-05|18568.0|0|18568.0|0|223.0|0|0.0|100
0|2021-12-06|18780.0|0|18780.0|0|226.0|0|0.0|100
0|2021-12-07|18780.0|0|18780.0|0|226.0|0|0.0|100
0|2021-12-08|18988.0|0|18988.0|0|241.0|0|0.0|100
0|2021-12-09|18988.0|0|18988.0|0|241.0|0|0.0|100
0|2021-12-10|19120.0|0|19120.0|0|243.0|0|0.0|100
0|2021-12-11|19120.0|0|19120.0|0|243.0|0|0.0|100
0|2021-12-12|19120.0|0|19120.0|0|243.0|0|0.0|100
0|2021-12-13|19328.0|0|19328.0|0|246.0|0|0.0|100
0|2021-12-14|19328.0|0|19328.0|0|246.0|0|0.0|100
0|2021-12-15|19494.0|0|19494.0|0|256.0|0|0.0|100
0|2021-12-16|19494.0|0|19494.0|0|256.0|0|0.0|100
0|2021-12-17|19616.0|0|19616.0|0|258.0|0|0.0|100
0|2021-12-18|19616.0|0|19616.0|0|258.0|0|0.0|100
0|2021-12-19|19616.0|0|19616.0|0|258.0|0|0.0|100
0|2021-12-20|19758.0|0|19758.0|0|261.0|0|0.0|100
0|2021-12-21|19758.0|0|19758.0|0|261.0|0|0.0|100
0|2021-12-22|19899.0|0|19899.0|0|267.0|0|0.0|100
0|2021-12-23|19899.0|0|19899.0|0|267.0|0|0.0|100
0|2021-12-24|19899.0|0|19899.0|0|267.0|0|0.0|100
0|2021-12-25|19899.0|0|19899.0|0|267.0|0|0.0|100
0|2021-12-26|19899.0|0|19899.0|0|267.0|0|0.0|100
0|2021-12-27|20135.0|0|20135.0|0|273.0|0|0.0|100
0|2021-12-28|20135.0|0|20135.0|0|273.0|0|0.0|100
0|2021-12-29|20295.0|0|20295.0|0|279.0|0|0.0|100
0|2021-12-30|20295.0|0|20295.0|0|279.0|0|0.0|100
0|2021-12-31|20295.0|0|20295.0|0|279.0|0|0.0|100
0|2022-01-01|20295.0|0|20295.0|0|279.0|0|0.0|100
0|2022-01-02|20295.0|0|20295.0|0|279.0|0|0.0|100
0|2022-01-03|20764.0|0|20764.0|0|280.0|0|0.0|100
0|2022-01-04|20764.0|0|20764.0|0|280.0|0|0.0|100
0|2022-01-05|21069.0|0|21069.0|0|287.0|0|0.0|100
0|2022-01-06|21069.0|0|21069.0|0|287.0|0|0.0|100
0|2022-01-07|21376.0|0|21376.0|0|287.0|0|0.0|100
0|2022-01-08|21376.0|0|21376.0|0|287.0|0|0.0|100
0|2022-01-09|21376.0|0|21376.0|0|287.0|0|0.0|100
0|2022-01-10|21803.0|0|21803.0|0|287.0|0|0.0|100
0|2022-01-11|21803.0|0|21803.0|0|287.0|0|0.0|100
0|2022-01-12|22184.0|0|22184.0|0|290.0|0|0.0|100
0|2022-01-13|22184.0|0|22184.0|0|290.0|0|0.0|100
0|2022-01-14|22475.0|0|22475.0|0|293.0|0|0.0|100
0|2022-01-15|22475.0|0|22475.0|0|293.0|0|0.0|100
0|2022-01-16|22475.0|0|22475.0|0|293.0|0|0.0|100
0|2022-01-17|22475.0|0|0.0|100|293.0|0|0.0|100
