|dates|Harrisonburg_Virginia_UnitedStates.BLS_EmployedPopulation.data|Harrisonburg_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Harrisonburg_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Harrisonburg_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Harrisonburg_Virginia_UnitedStates.BLS_UnemploymentRate.data|Harrisonburg_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Harrisonburg_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Harrisonburg_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-10-18|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-10-19|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-10-20|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-10-21|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-10-22|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-10-23|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-10-24|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-10-25|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-10-26|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-10-27|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-10-28|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-10-29|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-10-30|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-10-31|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-01|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-02|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-03|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-04|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-05|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-06|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-07|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-08|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-09|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-10|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-11|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-12|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-13|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-14|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-15|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-16|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-17|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-18|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-19|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-20|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-21|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-22|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-23|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-24|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-25|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-26|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-27|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-28|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-29|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-11-30|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-12-01|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
0|2021-12-02|22628.0|0|1047.0|0|4.422386483632524|0|23675.0|0
