|dates|Haywood_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Haywood_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Haywood_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Haywood_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Haywood_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Haywood_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Haywood_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Haywood_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|4317.0|0|4317.0|0|82.0|0|0.0|100
0|2022-01-05|4317.0|0|4317.0|0|82.0|0|0.0|100
0|2022-01-06|4317.0|0|4317.0|0|82.0|0|0.0|100
0|2022-01-07|4317.0|0|4317.0|0|82.0|0|0.0|100
0|2022-01-08|4317.0|0|4317.0|0|82.0|0|0.0|100
0|2022-01-09|4317.0|0|4317.0|0|82.0|0|0.0|100
0|2022-01-10|4317.0|0|4317.0|0|82.0|0|0.0|100
0|2022-01-11|4317.0|0|4317.0|0|82.0|0|0.0|100
0|2022-01-12|4626.0|0|4626.0|0|82.0|0|0.0|100
0|2022-01-13|4626.0|0|4626.0|0|82.0|0|0.0|100
0|2022-01-14|4626.0|0|4626.0|0|82.0|0|0.0|100
0|2022-01-15|4626.0|0|4626.0|0|82.0|0|0.0|100
0|2022-01-16|4626.0|0|4626.0|0|82.0|0|0.0|100
0|2022-01-17|4626.0|0|0.0|100|82.0|0|0.0|100
