|dates|Washington_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Washington_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Washington_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Washington_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Washington_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-13|36843.0|0|36843.0|0|342.0|0|0.0|100
0|2021-11-14|36843.0|0|36843.0|0|342.0|0|0.0|100
0|2021-11-15|37109.0|0|37109.0|0|342.0|0|0.0|100
0|2021-11-16|37628.0|0|37628.0|0|343.0|0|0.0|100
0|2021-11-17|37764.0|0|37764.0|0|345.0|0|0.0|100
0|2021-11-18|37966.0|0|37966.0|0|348.0|0|0.0|100
0|2021-11-19|38160.0|0|38160.0|0|348.0|0|0.0|100
0|2021-11-20|38160.0|0|38160.0|0|348.0|0|0.0|100
0|2021-11-21|38160.0|0|38160.0|0|348.0|0|0.0|100
0|2021-11-22|38455.0|0|38455.0|0|348.0|0|0.0|100
0|2021-11-23|39032.0|0|39032.0|0|350.0|0|0.0|100
0|2021-11-24|39195.0|0|39195.0|0|354.0|0|0.0|100
0|2021-11-25|39195.0|0|39195.0|0|354.0|0|0.0|100
0|2021-11-26|39357.0|0|39357.0|0|355.0|0|0.0|100
0|2021-11-27|39357.0|0|39357.0|0|355.0|0|0.0|100
0|2021-11-28|39357.0|0|39357.0|0|355.0|0|0.0|100
0|2021-11-29|39581.0|0|39581.0|0|356.0|0|0.0|100
0|2021-11-30|40349.0|0|40349.0|0|356.0|0|0.0|100
0|2021-12-01|40545.0|0|40545.0|0|359.0|0|0.0|100
0|2021-12-02|40846.0|0|40846.0|0|364.0|0|0.0|100
0|2021-12-03|41119.0|0|41119.0|0|367.0|0|0.0|100
0|2021-12-04|41119.0|0|41119.0|0|367.0|0|0.0|100
0|2021-12-05|41119.0|0|41119.0|0|367.0|0|0.0|100
0|2021-12-06|41511.0|0|41511.0|0|368.0|0|0.0|100
0|2021-12-07|42195.0|0|42195.0|0|370.0|0|0.0|100
0|2021-12-08|42327.0|0|42327.0|0|372.0|0|0.0|100
0|2021-12-09|42541.0|0|42541.0|0|375.0|0|0.0|100
0|2021-12-10|42781.0|0|42781.0|0|378.0|0|0.0|100
0|2021-12-11|42781.0|0|42781.0|0|378.0|0|0.0|100
0|2021-12-12|42781.0|0|42781.0|0|378.0|0|0.0|100
0|2021-12-13|42983.0|0|42983.0|0|380.0|0|0.0|100
0|2021-12-14|42983.0|0|43447.0|0|380.0|0|0.0|100
0|2021-12-15|43534.0|0|43534.0|0|382.0|0|0.0|100
0|2021-12-16|43689.0|0|43689.0|0|383.0|0|0.0|100
0|2021-12-17|43838.0|0|43838.0|0|386.0|0|0.0|100
0|2021-12-18|43838.0|0|43838.0|0|386.0|0|0.0|100
0|2021-12-19|43838.0|0|43838.0|0|386.0|0|0.0|100
0|2021-12-20|44025.0|0|44025.0|0|387.0|0|0.0|100
0|2021-12-21|44363.0|0|44363.0|0|392.0|0|0.0|100
0|2021-12-22|44497.0|0|44497.0|0|393.0|0|0.0|100
0|2021-12-23|44647.0|0|44647.0|0|394.0|0|0.0|100
0|2021-12-24|44647.0|0|44647.0|0|394.0|0|0.0|100
0|2021-12-25|44647.0|0|44647.0|0|394.0|0|0.0|100
0|2021-12-26|44647.0|0|44647.0|0|394.0|0|0.0|100
0|2021-12-27|44853.0|0|44853.0|0|397.0|0|0.0|100
0|2021-12-28|45403.0|0|45403.0|0|400.0|0|0.0|100
0|2021-12-29|45573.0|0|45573.0|0|405.0|0|0.0|100
0|2021-12-30|45954.0|0|45954.0|0|406.0|0|0.0|100
0|2021-12-31|45954.0|0|45954.0|0|406.0|0|0.0|100
0|2022-01-01|45954.0|0|45954.0|0|406.0|0|0.0|100
0|2022-01-02|45954.0|0|45954.0|0|406.0|0|0.0|100
0|2022-01-03|46308.0|0|46308.0|0|409.0|0|0.0|100
0|2022-01-04|47244.0|0|47244.0|0|409.0|0|0.0|100
0|2022-01-05|47412.0|0|47412.0|0|412.0|0|0.0|100
0|2022-01-06|47807.0|0|47807.0|0|416.0|0|0.0|100
0|2022-01-07|48188.0|0|48188.0|0|416.0|0|0.0|100
0|2022-01-08|48188.0|0|48188.0|0|416.0|0|0.0|100
0|2022-01-09|48188.0|0|48188.0|0|416.0|0|0.0|100
0|2022-01-10|48954.0|0|48954.0|0|417.0|0|0.0|100
0|2022-01-11|50325.0|0|50325.0|0|417.0|0|0.0|100
0|2022-01-12|50725.0|0|50725.0|0|419.0|0|0.0|100
0|2022-01-13|50725.0|0|51479.0|0|419.0|0|0.0|100
0|2022-01-14|52017.0|0|52017.0|0|421.0|0|0.0|100
0|2022-01-15|52017.0|0|52017.0|0|421.0|0|0.0|100
0|2022-01-16|52017.0|0|52017.0|0|421.0|0|0.0|100
0|2022-01-17|52017.0|0|0.0|100|421.0|0|0.0|100
