|dates|Butte_California_UnitedStates.JHU_ConfirmedCases.data|Butte_California_UnitedStates.JHU_ConfirmedCases.missing|Butte_California_UnitedStates.NYT_ConfirmedCases.data|Butte_California_UnitedStates.NYT_ConfirmedCases.missing|Butte_California_UnitedStates.JHU_ConfirmedDeaths.data|Butte_California_UnitedStates.JHU_ConfirmedDeaths.missing|Butte_California_UnitedStates.JHU_ConfirmedRecoveries.data|Butte_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|26045.0|0|26045.0|0|329.0|0|0.0|100
0|2021-12-21|26053.0|0|26053.0|0|329.0|0|0.0|100
0|2021-12-22|26064.0|0|26064.0|0|330.0|0|0.0|100
0|2021-12-23|26106.0|0|26106.0|0|330.0|0|0.0|100
0|2021-12-24|26123.0|0|26123.0|0|330.0|0|0.0|100
0|2021-12-25|26123.0|0|26123.0|0|330.0|0|0.0|100
0|2021-12-26|26123.0|0|26123.0|0|330.0|0|0.0|100
0|2021-12-27|26123.0|0|26123.0|0|330.0|0|0.0|100
0|2021-12-28|26270.0|0|26270.0|0|335.0|0|0.0|100
0|2021-12-29|26321.0|0|26321.0|0|338.0|0|0.0|100
0|2021-12-30|26491.0|0|26491.0|0|338.0|0|0.0|100
0|2021-12-31|26607.0|0|26607.0|0|341.0|0|0.0|100
0|2022-01-01|26607.0|0|26607.0|0|341.0|0|0.0|100
0|2022-01-02|26607.0|0|26607.0|0|341.0|0|0.0|100
0|2022-01-03|26607.0|0|26607.0|0|341.0|0|0.0|100
0|2022-01-04|27062.0|0|27062.0|0|345.0|0|0.0|100
0|2022-01-05|27232.0|0|27232.0|0|346.0|0|0.0|100
0|2022-01-06|27490.0|0|27490.0|0|343.0|0|0.0|100
0|2022-01-07|27785.0|0|27785.0|0|347.0|0|0.0|100
0|2022-01-08|27785.0|0|27785.0|0|347.0|0|0.0|100
0|2022-01-09|27785.0|0|27785.0|0|347.0|0|0.0|100
0|2022-01-10|28374.0|0|28374.0|0|347.0|0|0.0|100
0|2022-01-11|28573.0|0|28573.0|0|347.0|0|0.0|100
0|2022-01-12|29389.0|0|28835.0|0|347.0|0|0.0|100
0|2022-01-13|29389.0|0|29391.0|0|347.0|0|0.0|100
0|2022-01-14|29792.0|0|29792.0|0|348.0|0|0.0|100
0|2022-01-15|29792.0|0|29792.0|0|348.0|0|0.0|100
0|2022-01-16|29792.0|0|29792.0|0|348.0|0|0.0|100
0|2022-01-17|30899.0|0|0.0|100|348.0|0|0.0|100
