|dates|SantaClara_California_UnitedStates.JHU_ConfirmedCases.data|SantaClara_California_UnitedStates.JHU_ConfirmedCases.missing|SantaClara_California_UnitedStates.NYT_ConfirmedCases.data|SantaClara_California_UnitedStates.NYT_ConfirmedCases.missing|SantaClara_California_UnitedStates.JHU_ConfirmedDeaths.data|SantaClara_California_UnitedStates.JHU_ConfirmedDeaths.missing|SantaClara_California_UnitedStates.JHU_ConfirmedRecoveries.data|SantaClara_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|145063.0|0|144518.0|0|1895.0|0|0.0|100
0|2021-10-18|145197.0|0|145004.0|0|1895.0|0|0.0|100
0|2021-10-19|145304.0|0|145127.0|0|1895.0|0|0.0|100
0|2021-10-20|145447.0|0|145225.0|0|1898.0|0|0.0|100
0|2021-10-21|145604.0|0|145391.0|0|1896.0|0|0.0|100
0|2021-10-22|145606.0|0|145543.0|0|1897.0|0|0.0|100
0|2021-10-23|145615.0|0|145543.0|0|1897.0|0|0.0|100
0|2021-10-24|145620.0|0|145543.0|0|1897.0|0|0.0|100
0|2021-10-25|146248.0|0|145543.0|0|1897.0|0|0.0|100
0|2021-10-26|146290.0|0|146162.0|0|1901.0|0|0.0|100
0|2021-10-27|146450.0|0|146199.0|0|1903.0|0|0.0|100
0|2021-10-28|146639.0|0|146378.0|0|1902.0|0|0.0|100
0|2021-10-29|146645.0|0|146559.0|0|1903.0|0|0.0|100
0|2021-10-30|146652.0|0|146559.0|0|1903.0|0|0.0|100
0|2021-10-31|147220.0|0|146559.0|0|1903.0|0|0.0|100
0|2021-11-01|147374.0|0|147126.0|0|1908.0|0|0.0|100
0|2021-11-02|147511.0|0|147275.0|0|1907.0|0|0.0|100
0|2021-11-03|147655.0|0|147412.0|0|1896.0|0|0.0|100
0|2021-11-04|147915.0|0|147658.0|0|1897.0|0|0.0|100
0|2021-11-05|147918.0|0|147918.0|0|1894.0|0|0.0|100
0|2021-11-06|147918.0|0|147918.0|0|1894.0|0|0.0|100
0|2021-11-07|147918.0|0|147918.0|0|1894.0|0|0.0|100
0|2021-11-08|148453.0|0|148453.0|0|1898.0|0|0.0|100
0|2021-11-09|148582.0|0|148582.0|0|1899.0|0|0.0|100
0|2021-11-10|148582.0|0|148680.0|0|1899.0|0|0.0|100
0|2021-11-11|148888.0|0|148888.0|0|1901.0|0|0.0|100
0|2021-11-12|148888.0|0|148888.0|0|1901.0|0|0.0|100
0|2021-11-13|149251.0|0|149251.0|0|1905.0|0|0.0|100
0|2021-11-14|149251.0|0|149251.0|0|1905.0|0|0.0|100
0|2021-11-15|149582.0|0|149582.0|0|1913.0|0|0.0|100
0|2021-11-16|149743.0|0|149743.0|0|1914.0|0|0.0|100
0|2021-11-17|149882.0|0|149882.0|0|1916.0|0|0.0|100
0|2021-11-18|150095.0|0|150095.0|0|1915.0|0|0.0|100
0|2021-11-19|150298.0|0|150298.0|0|1917.0|0|0.0|100
0|2021-11-20|150298.0|0|150298.0|0|1917.0|0|0.0|100
0|2021-11-21|150298.0|0|150298.0|0|1917.0|0|0.0|100
0|2021-11-22|150856.0|0|150856.0|0|1918.0|0|0.0|100
0|2021-11-23|151010.0|0|151010.0|0|1919.0|0|0.0|100
0|2021-11-24|151169.0|0|151169.0|0|1922.0|0|0.0|100
0|2021-11-25|151169.0|0|151169.0|0|1922.0|0|0.0|100
0|2021-11-26|151169.0|0|151169.0|0|1922.0|0|0.0|100
0|2021-11-27|151169.0|0|151169.0|0|1922.0|0|0.0|100
0|2021-11-28|151169.0|0|151169.0|0|1922.0|0|0.0|100
0|2021-11-29|151905.0|0|151905.0|0|1920.0|0|0.0|100
0|2021-11-30|151905.0|0|152089.0|0|1920.0|0|0.0|100
0|2021-12-01|152268.0|0|152268.0|0|1929.0|0|0.0|100
0|2021-12-02|152543.0|0|152543.0|0|1925.0|0|0.0|100
0|2021-12-03|152857.0|0|152857.0|0|1928.0|0|0.0|100
0|2021-12-04|152857.0|0|152857.0|0|1928.0|0|0.0|100
0|2021-12-05|152857.0|0|152857.0|0|1928.0|0|0.0|100
0|2021-12-06|153696.0|0|153696.0|0|1933.0|0|0.0|100
0|2021-12-07|153696.0|0|153892.0|0|1933.0|0|0.0|100
0|2021-12-08|154047.0|0|154047.0|0|1941.0|0|0.0|100
0|2021-12-09|154364.0|0|154364.0|0|1937.0|0|0.0|100
0|2021-12-10|154536.0|0|154536.0|0|1941.0|0|0.0|100
0|2021-12-11|154536.0|0|154536.0|0|1941.0|0|0.0|100
0|2021-12-12|154536.0|0|154536.0|0|1941.0|0|0.0|100
0|2021-12-13|155142.0|0|155142.0|0|1945.0|0|0.0|100
0|2021-12-14|155142.0|0|155362.0|0|1945.0|0|0.0|100
0|2021-12-15|155504.0|0|155504.0|0|1945.0|0|0.0|100
0|2021-12-16|155716.0|0|155716.0|0|1944.0|0|0.0|100
0|2021-12-17|156031.0|0|156031.0|0|1946.0|0|0.0|100
0|2021-12-18|156031.0|0|156031.0|0|1946.0|0|0.0|100
0|2021-12-19|156031.0|0|156031.0|0|1946.0|0|0.0|100
