|dates|SantaClara_California_UnitedStates.JHU_ConfirmedCases.data|SantaClara_California_UnitedStates.JHU_ConfirmedCases.missing|SantaClara_California_UnitedStates.NYT_ConfirmedCases.data|SantaClara_California_UnitedStates.NYT_ConfirmedCases.missing|SantaClara_California_UnitedStates.JHU_ConfirmedDeaths.data|SantaClara_California_UnitedStates.JHU_ConfirmedDeaths.missing|SantaClara_California_UnitedStates.JHU_ConfirmedRecoveries.data|SantaClara_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|156837.0|0|156837.0|0|1950.0|0|0.0|100
0|2021-12-21|157215.0|0|157215.0|0|1950.0|0|0.0|100
0|2021-12-22|157557.0|0|157557.0|0|1951.0|0|0.0|100
0|2021-12-23|158113.0|0|158113.0|0|1954.0|0|0.0|100
0|2021-12-24|158727.0|0|158727.0|0|1967.0|0|0.0|100
0|2021-12-25|158727.0|0|158727.0|0|1967.0|0|0.0|100
0|2021-12-26|158727.0|0|158727.0|0|1967.0|0|0.0|100
0|2021-12-27|159985.0|0|159974.0|0|1967.0|0|0.0|100
0|2021-12-28|161759.0|0|161759.0|0|1961.0|0|0.0|100
0|2021-12-29|162666.0|0|162666.0|0|1962.0|0|0.0|100
0|2021-12-30|164698.0|0|164698.0|0|1962.0|0|0.0|100
0|2021-12-31|167252.0|0|166609.0|0|1969.0|0|0.0|100
0|2022-01-01|167252.0|0|166609.0|0|1969.0|0|0.0|100
0|2022-01-02|172711.0|0|166609.0|0|1969.0|0|0.0|100
0|2022-01-03|174330.0|0|174330.0|0|1969.0|0|0.0|100
0|2022-01-04|176928.0|0|176928.0|0|1963.0|0|0.0|100
0|2022-01-05|178916.0|0|178916.0|0|1964.0|0|0.0|100
0|2022-01-06|183551.0|0|183551.0|0|1961.0|0|0.0|100
0|2022-01-07|188711.0|0|188711.0|0|1966.0|0|0.0|100
0|2022-01-08|188711.0|0|188711.0|0|1966.0|0|0.0|100
0|2022-01-09|188711.0|0|188711.0|0|1966.0|0|0.0|100
0|2022-01-10|203430.0|0|203430.0|0|1976.0|0|0.0|100
0|2022-01-11|208256.0|0|208256.0|0|1971.0|0|0.0|100
0|2022-01-12|218566.0|0|212022.0|0|1971.0|0|0.0|100
0|2022-01-13|218566.0|0|218660.0|0|1971.0|0|0.0|100
0|2022-01-14|224378.0|0|224378.0|0|1974.0|0|0.0|100
0|2022-01-15|224378.0|0|224378.0|0|1974.0|0|0.0|100
0|2022-01-16|224378.0|0|224378.0|0|1974.0|0|0.0|100
0|2022-01-17|239685.0|0|0.0|100|1984.0|0|0.0|100
