|dates|FairfaxCity_Virginia_UnitedStates.JHU_ConfirmedCases.data|FairfaxCity_Virginia_UnitedStates.JHU_ConfirmedCases.missing|FairfaxCity_Virginia_UnitedStates.NYT_ConfirmedCases.data|FairfaxCity_Virginia_UnitedStates.NYT_ConfirmedCases.missing|FairfaxCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|FairfaxCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|FairfaxCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|FairfaxCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|1103.0|0|1103.0|0|35.0|0|0.0|100
0|2021-12-04|1103.0|0|1103.0|0|35.0|0|0.0|100
0|2021-12-05|1103.0|0|1103.0|0|35.0|0|0.0|100
0|2021-12-06|1110.0|0|1110.0|0|35.0|0|0.0|100
0|2021-12-07|1112.0|0|1112.0|0|35.0|0|0.0|100
0|2021-12-08|1116.0|0|1116.0|0|35.0|0|0.0|100
0|2021-12-09|1116.0|0|1116.0|0|35.0|0|0.0|100
0|2021-12-10|1120.0|0|1120.0|0|35.0|0|0.0|100
0|2021-12-11|1120.0|0|1120.0|0|35.0|0|0.0|100
0|2021-12-12|1120.0|0|1120.0|0|35.0|0|0.0|100
0|2021-12-13|1122.0|0|1122.0|0|35.0|0|0.0|100
0|2021-12-14|1122.0|0|1126.0|0|35.0|0|0.0|100
0|2021-12-15|1131.0|0|1131.0|0|35.0|0|0.0|100
0|2021-12-16|1133.0|0|1133.0|0|35.0|0|0.0|100
0|2021-12-17|1137.0|0|1137.0|0|35.0|0|0.0|100
0|2021-12-18|1137.0|0|1137.0|0|35.0|0|0.0|100
0|2021-12-19|1137.0|0|1137.0|0|35.0|0|0.0|100
0|2021-12-20|1155.0|0|1155.0|0|35.0|0|0.0|100
0|2021-12-21|1161.0|0|1161.0|0|36.0|0|0.0|100
0|2021-12-22|1168.0|0|1168.0|0|36.0|0|0.0|100
0|2021-12-23|1170.0|0|1170.0|0|36.0|0|0.0|100
0|2021-12-24|1191.0|0|1191.0|0|36.0|0|0.0|100
0|2021-12-25|1191.0|0|1191.0|0|36.0|0|0.0|100
0|2021-12-26|1191.0|0|1191.0|0|36.0|0|0.0|100
0|2021-12-27|1246.0|0|1246.0|0|36.0|0|0.0|100
0|2021-12-28|1255.0|0|1255.0|0|36.0|0|0.0|100
0|2021-12-29|1274.0|0|1274.0|0|36.0|0|0.0|100
0|2021-12-30|1293.0|0|1293.0|0|36.0|0|0.0|100
0|2021-12-31|1329.0|0|1329.0|0|36.0|0|0.0|100
0|2022-01-01|1329.0|0|1329.0|0|36.0|0|0.0|100
0|2022-01-02|1329.0|0|1329.0|0|36.0|0|0.0|100
0|2022-01-03|1441.0|0|1441.0|0|36.0|0|0.0|100
0|2022-01-04|1472.0|0|1472.0|0|36.0|0|0.0|100
0|2022-01-05|1505.0|0|1505.0|0|36.0|0|0.0|100
0|2022-01-06|1532.0|0|1532.0|0|36.0|0|0.0|100
0|2022-01-07|1567.0|0|1567.0|0|36.0|0|0.0|100
0|2022-01-08|1567.0|0|1567.0|0|36.0|0|0.0|100
0|2022-01-09|1567.0|0|1567.0|0|36.0|0|0.0|100
0|2022-01-10|1678.0|0|1678.0|0|36.0|0|0.0|100
0|2022-01-11|1691.0|0|1691.0|0|36.0|0|0.0|100
0|2022-01-12|1706.0|0|1706.0|0|36.0|0|0.0|100
0|2022-01-13|1706.0|0|1728.0|0|36.0|0|0.0|100
0|2022-01-14|1747.0|0|1747.0|0|36.0|0|0.0|100
0|2022-01-15|1747.0|0|1747.0|0|36.0|0|0.0|100
0|2022-01-16|1747.0|0|1747.0|0|36.0|0|0.0|100
0|2022-01-17|1806.0|0|0.0|100|36.0|0|0.0|100
