|dates|Douglas_Georgia_UnitedStates.JHU_ConfirmedCases.data|Douglas_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Georgia_UnitedStates.NYT_ConfirmedCases.data|Douglas_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Douglas_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|22051.0|0|22088.0|0|277.0|0|0.0|100
0|2021-10-18|22103.0|0|22140.0|0|279.0|0|0.0|100
0|2021-10-19|22118.0|0|22155.0|0|279.0|0|0.0|100
0|2021-10-20|22132.0|0|22169.0|0|279.0|0|0.0|100
0|2021-10-21|22151.0|0|22188.0|0|281.0|0|0.0|100
0|2021-10-22|22173.0|0|22210.0|0|285.0|0|0.0|100
0|2021-10-23|22173.0|0|22210.0|0|285.0|0|0.0|100
0|2021-10-24|22173.0|0|22210.0|0|285.0|0|0.0|100
0|2021-10-25|22193.0|0|22230.0|0|285.0|0|0.0|100
0|2021-10-26|22201.0|0|22238.0|0|287.0|0|0.0|100
0|2021-10-27|22213.0|0|22250.0|0|289.0|0|0.0|100
0|2021-10-28|22241.0|0|22278.0|0|291.0|0|0.0|100
0|2021-10-29|22255.0|0|22292.0|0|292.0|0|0.0|100
0|2021-10-30|22255.0|0|22292.0|0|292.0|0|0.0|100
0|2021-10-31|22255.0|0|22292.0|0|292.0|0|0.0|100
0|2021-11-01|22285.0|0|22323.0|0|293.0|0|0.0|100
0|2021-11-02|22295.0|0|22333.0|0|293.0|0|0.0|100
0|2021-11-03|22314.0|0|22352.0|0|295.0|0|0.0|100
0|2021-11-04|22335.0|0|22373.0|0|298.0|0|0.0|100
0|2021-11-05|22351.0|0|22389.0|0|300.0|0|0.0|100
0|2021-11-06|22351.0|0|22389.0|0|300.0|0|0.0|100
0|2021-11-07|22351.0|0|22389.0|0|300.0|0|0.0|100
0|2021-11-08|22351.0|0|22390.0|0|300.0|0|0.0|100
0|2021-11-09|22386.0|0|22425.0|0|300.0|0|0.0|100
0|2021-11-10|22386.0|0|22443.0|0|300.0|0|0.0|100
0|2021-11-11|22404.0|0|22443.0|0|300.0|0|0.0|100
0|2021-11-12|22452.0|0|22491.0|0|301.0|0|0.0|100
0|2021-11-13|22452.0|0|22491.0|0|301.0|0|0.0|100
0|2021-11-14|22452.0|0|22491.0|0|301.0|0|0.0|100
0|2021-11-15|22488.0|0|22525.0|0|301.0|0|0.0|100
0|2021-11-16|22501.0|0|22538.0|0|304.0|0|0.0|100
0|2021-11-17|22522.0|0|22559.0|0|304.0|0|0.0|100
0|2021-11-18|22541.0|0|22578.0|0|303.0|0|0.0|100
0|2021-11-19|22558.0|0|22595.0|0|304.0|0|0.0|100
0|2021-11-20|22558.0|0|22595.0|0|304.0|0|0.0|100
0|2021-11-21|22558.0|0|22595.0|0|304.0|0|0.0|100
0|2021-11-22|22598.0|0|22634.0|0|306.0|0|0.0|100
0|2021-11-23|22607.0|0|22643.0|0|306.0|0|0.0|100
0|2021-11-24|22619.0|0|22655.0|0|306.0|0|0.0|100
0|2021-11-25|22619.0|0|22655.0|0|306.0|0|0.0|100
0|2021-11-26|22619.0|0|22655.0|0|306.0|0|0.0|100
