|dates|Whatcom_Washington_UnitedStates.BLS_EmployedPopulation.data|Whatcom_Washington_UnitedStates.BLS_EmployedPopulation.missing|Whatcom_Washington_UnitedStates.BLS_UnemployedPopulation.data|Whatcom_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Whatcom_Washington_UnitedStates.BLS_UnemploymentRate.data|Whatcom_Washington_UnitedStates.BLS_UnemploymentRate.missing|Whatcom_Washington_UnitedStates.BLS_LaborForcePopulation.data|Whatcom_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-10|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-11|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-12|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-13|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-14|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-15|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-16|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-17|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-18|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-19|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-20|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-21|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-22|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-23|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-24|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-25|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-26|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-27|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-28|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-29|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-30|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2021-12-31|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-01|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-02|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-03|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-04|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-05|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-06|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-07|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-08|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-09|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-10|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-11|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-12|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-13|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-14|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-15|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-16|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
0|2022-01-17|107967.0|0|6430.0|0|5.620776768621555|0|114397.0|0
