|dates|Sarpy_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Sarpy_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Sarpy_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Sarpy_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Sarpy_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Sarpy_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Sarpy_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Sarpy_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-10-18|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-10-19|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-10-20|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-10-21|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-10-22|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-10-23|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-10-24|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-10-25|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-10-26|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-10-27|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-10-28|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-10-29|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-10-30|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-10-31|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-11-01|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-11-02|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-11-03|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-11-04|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-11-05|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-11-06|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-11-07|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-11-08|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-11-09|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-11-10|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-11-11|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-11-12|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-11-13|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
0|2021-11-14|93995.0|0|2115.0|0|2.200603475184684|0|96110.0|0
