|dates|Hancock_Ohio_UnitedStates.BLS_EmployedPopulation.data|Hancock_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Hancock_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Hancock_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Hancock_Ohio_UnitedStates.BLS_UnemploymentRate.data|Hancock_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Hancock_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Hancock_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-10-18|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-10-19|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-10-20|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-10-21|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-10-22|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-10-23|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-10-24|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-10-25|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-10-26|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-10-27|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-10-28|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-10-29|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-10-30|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-10-31|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-01|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-02|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-03|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-04|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-05|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-06|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-07|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-08|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-09|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-10|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-11|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-12|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-13|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-14|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-15|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-16|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-17|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-18|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-19|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-20|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-21|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-22|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-23|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-24|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-25|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-26|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-27|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
0|2021-11-28|38406.0|0|1679.0|0|4.188599226643383|0|40085.0|0
