|dates|Oldham_Texas_UnitedStates.JHU_ConfirmedCases.data|Oldham_Texas_UnitedStates.JHU_ConfirmedCases.missing|Oldham_Texas_UnitedStates.NYT_ConfirmedCases.data|Oldham_Texas_UnitedStates.NYT_ConfirmedCases.missing|Oldham_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Oldham_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Oldham_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Oldham_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|380.0|0|380.0|0|6.0|0|0.0|100
0|2021-12-02|382.0|0|382.0|0|6.0|0|0.0|100
0|2021-12-03|384.0|0|384.0|0|6.0|0|0.0|100
0|2021-12-04|384.0|0|384.0|0|6.0|0|0.0|100
0|2021-12-05|384.0|0|384.0|0|6.0|0|0.0|100
0|2021-12-06|384.0|0|384.0|0|6.0|0|0.0|100
0|2021-12-07|384.0|0|384.0|0|6.0|0|0.0|100
0|2021-12-08|384.0|0|384.0|0|6.0|0|0.0|100
0|2021-12-09|384.0|0|384.0|0|6.0|0|0.0|100
0|2021-12-10|385.0|0|385.0|0|6.0|0|0.0|100
0|2021-12-11|386.0|0|386.0|0|6.0|0|0.0|100
0|2021-12-12|386.0|0|386.0|0|6.0|0|0.0|100
0|2021-12-13|387.0|0|387.0|0|6.0|0|0.0|100
0|2021-12-14|387.0|0|389.0|0|6.0|0|0.0|100
0|2021-12-15|391.0|0|391.0|0|6.0|0|0.0|100
0|2021-12-16|391.0|0|391.0|0|6.0|0|0.0|100
0|2021-12-17|394.0|0|394.0|0|6.0|0|0.0|100
0|2021-12-18|394.0|0|394.0|0|6.0|0|0.0|100
0|2021-12-19|396.0|0|396.0|0|6.0|0|0.0|100
0|2021-12-20|396.0|0|396.0|0|6.0|0|0.0|100
0|2021-12-21|400.0|0|400.0|0|6.0|0|0.0|100
0|2021-12-22|400.0|0|400.0|0|6.0|0|0.0|100
0|2021-12-23|402.0|0|402.0|0|6.0|0|0.0|100
0|2021-12-24|402.0|0|402.0|0|6.0|0|0.0|100
0|2021-12-25|402.0|0|402.0|0|6.0|0|0.0|100
0|2021-12-26|402.0|0|402.0|0|6.0|0|0.0|100
0|2021-12-27|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-12-28|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-12-29|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-12-30|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-12-31|408.0|0|408.0|0|6.0|0|0.0|100
0|2022-01-01|408.0|0|408.0|0|6.0|0|0.0|100
0|2022-01-02|408.0|0|408.0|0|6.0|0|0.0|100
0|2022-01-03|412.0|0|412.0|0|6.0|0|0.0|100
0|2022-01-04|413.0|0|413.0|0|6.0|0|0.0|100
0|2022-01-05|415.0|0|415.0|0|6.0|0|0.0|100
0|2022-01-06|416.0|0|416.0|0|6.0|0|0.0|100
0|2022-01-07|417.0|0|417.0|0|6.0|0|0.0|100
0|2022-01-08|417.0|0|422.0|0|6.0|0|0.0|100
0|2022-01-09|424.0|0|424.0|0|6.0|0|0.0|100
0|2022-01-10|426.0|0|426.0|0|6.0|0|0.0|100
0|2022-01-11|427.0|0|427.0|0|6.0|0|0.0|100
0|2022-01-12|428.0|0|428.0|0|6.0|0|0.0|100
0|2022-01-13|428.0|0|428.0|0|6.0|0|0.0|100
0|2022-01-14|428.0|0|485.0|0|6.0|0|0.0|100
0|2022-01-15|486.0|0|486.0|0|6.0|0|0.0|100
0|2022-01-16|486.0|0|491.0|0|6.0|0|0.0|100
0|2022-01-17|492.0|0|0.0|100|6.0|0|0.0|100
