|dates|Pitkin_Colorado_UnitedStates.JHU_ConfirmedCases.data|Pitkin_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Pitkin_Colorado_UnitedStates.NYT_ConfirmedCases.data|Pitkin_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Pitkin_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Pitkin_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Pitkin_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Pitkin_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-24|3647.0|0|3647.0|0|6.0|0|0.0|100
0|2021-12-25|3647.0|0|3647.0|0|6.0|0|0.0|100
0|2021-12-26|3647.0|0|3647.0|0|6.0|0|0.0|100
0|2021-12-27|3839.0|0|3839.0|0|6.0|0|0.0|100
0|2021-12-28|3888.0|0|3888.0|0|6.0|0|0.0|100
0|2021-12-29|3982.0|0|3982.0|0|6.0|0|0.0|100
0|2021-12-30|4129.0|0|4129.0|0|6.0|0|0.0|100
0|2021-12-31|4161.0|0|4161.0|0|6.0|0|0.0|100
0|2022-01-01|4161.0|0|4161.0|0|6.0|0|0.0|100
0|2022-01-02|4161.0|0|4161.0|0|6.0|0|0.0|100
0|2022-01-03|4468.0|0|4468.0|0|6.0|0|0.0|100
0|2022-01-04|4567.0|0|4567.0|0|6.0|0|0.0|100
0|2022-01-05|4625.0|0|4625.0|0|6.0|0|0.0|100
0|2022-01-06|4661.0|0|4661.0|0|6.0|0|0.0|100
0|2022-01-07|4718.0|0|4718.0|0|6.0|0|0.0|100
0|2022-01-08|4718.0|0|4718.0|0|6.0|0|0.0|100
0|2022-01-09|4718.0|0|4718.0|0|6.0|0|0.0|100
0|2022-01-10|5190.0|0|5190.0|0|6.0|0|0.0|100
0|2022-01-11|5226.0|0|5226.0|0|6.0|0|0.0|100
0|2022-01-12|5297.0|0|5297.0|0|6.0|0|0.0|100
0|2022-01-13|5297.0|0|5454.0|0|6.0|0|0.0|100
0|2022-01-14|5531.0|0|5493.0|0|6.0|0|0.0|100
0|2022-01-15|5531.0|0|5531.0|0|6.0|0|0.0|100
0|2022-01-16|5531.0|0|5531.0|0|6.0|0|0.0|100
0|2022-01-17|5595.0|0|0.0|100|6.0|0|0.0|100
