|dates|Lancaster_Nebraska_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Lancaster_Nebraska_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Lancaster_Nebraska_UnitedStates.NYT_ConfirmedDeaths.data|Lancaster_Nebraska_UnitedStates.NYT_ConfirmedDeaths.missing|Lancaster_Nebraska_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Lancaster_Nebraska_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Lancaster_Nebraska_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Lancaster_Nebraska_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|302.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|303.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|306.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|306.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|306.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|306.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|306.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|306.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|307.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|307.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|309.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|310.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|312.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|312.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|312.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|314.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|316.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|316.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|317.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|318.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|318.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|318.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|319.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|320.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|321.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|321.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|322.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|322.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|322.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|322.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|323.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|323.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|325.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|325.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|325.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|325.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|325.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|325.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|326.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|326.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|326.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|326.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|326.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|326.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|329.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|330.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|331.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|331.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|331.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|331.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|331.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|335.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|335.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|338.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|339.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|339.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|339.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|340.0|0|0.0|100|0.0|100
