|dates|Tarrant_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tarrant_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tarrant_Texas_UnitedStates.Male_Total_Population.data|Tarrant_Texas_UnitedStates.Male_Total_Population.missing|Tarrant_Texas_UnitedStates.Female_Total_Population.data|Tarrant_Texas_UnitedStates.Female_Total_Population.missing|Tarrant_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Tarrant_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-12|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-13|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-14|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-15|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-16|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-17|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-18|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-19|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-20|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-21|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-22|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-23|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-24|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-25|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-26|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-27|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-28|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-29|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-11-30|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-01|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-02|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-03|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-04|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-05|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-06|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-07|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-08|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-09|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-10|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-11|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-12|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-13|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-14|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-15|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-16|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-17|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-18|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-19|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-20|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-21|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-22|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-23|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-24|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-25|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-26|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-27|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-28|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-29|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-30|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2021-12-31|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-01|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-02|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-03|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-04|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-05|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-06|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-07|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-08|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-09|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-10|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-11|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-12|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-13|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-14|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-15|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-16|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
0|2022-01-17|235187.0|0|1020097.0|0|1064834.0|0|549063.0|0
