|dates|Polk_Texas_UnitedStates.JHU_ConfirmedCases.data|Polk_Texas_UnitedStates.JHU_ConfirmedCases.missing|Polk_Texas_UnitedStates.NYT_ConfirmedCases.data|Polk_Texas_UnitedStates.NYT_ConfirmedCases.missing|Polk_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|6064.0|0|6064.0|0|219.0|0|0.0|100
0|2021-12-28|6067.0|0|6067.0|0|220.0|0|0.0|100
0|2021-12-29|6077.0|0|6077.0|0|220.0|0|0.0|100
0|2021-12-30|6084.0|0|6084.0|0|220.0|0|0.0|100
0|2021-12-31|6084.0|0|6084.0|0|220.0|0|0.0|100
0|2022-01-01|6084.0|0|6084.0|0|220.0|0|0.0|100
0|2022-01-02|6084.0|0|6084.0|0|220.0|0|0.0|100
0|2022-01-03|6181.0|0|6181.0|0|221.0|0|0.0|100
0|2022-01-04|6190.0|0|6190.0|0|221.0|0|0.0|100
0|2022-01-05|6207.0|0|6207.0|0|221.0|0|0.0|100
0|2022-01-06|6211.0|0|6211.0|0|221.0|0|0.0|100
0|2022-01-07|6226.0|0|6226.0|0|221.0|0|0.0|100
0|2022-01-08|6226.0|0|6293.0|0|221.0|0|0.0|100
0|2022-01-09|6355.0|0|6355.0|0|221.0|0|0.0|100
0|2022-01-10|6383.0|0|6383.0|0|221.0|0|0.0|100
0|2022-01-11|6425.0|0|6425.0|0|221.0|0|0.0|100
0|2022-01-12|6462.0|0|6462.0|0|222.0|0|0.0|100
0|2022-01-13|6462.0|0|6525.0|0|222.0|0|0.0|100
0|2022-01-14|6525.0|0|6610.0|0|222.0|0|0.0|100
0|2022-01-15|6657.0|0|6657.0|0|223.0|0|0.0|100
0|2022-01-16|6711.0|0|6711.0|0|223.0|0|0.0|100
0|2022-01-17|6783.0|0|0.0|100|223.0|0|0.0|100
