|dates|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedCases.data|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|JeffersonDavis_Louisiana_UnitedStates.NYT_ConfirmedCases.data|JeffersonDavis_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4676.0|0|4676.0|0|124.0|0|0.0|100
0|2021-10-18|4684.0|0|4684.0|0|124.0|0|0.0|100
0|2021-10-19|4687.0|0|4687.0|0|125.0|0|0.0|100
0|2021-10-20|4690.0|0|4690.0|0|125.0|0|0.0|100
0|2021-10-21|4695.0|0|4695.0|0|126.0|0|0.0|100
0|2021-10-22|4695.0|0|4695.0|0|126.0|0|0.0|100
0|2021-10-23|4695.0|0|4695.0|0|126.0|0|0.0|100
0|2021-10-24|4695.0|0|4695.0|0|126.0|0|0.0|100
0|2021-10-25|4703.0|0|4703.0|0|126.0|0|0.0|100
0|2021-10-26|4707.0|0|4707.0|0|126.0|0|0.0|100
0|2021-10-27|4714.0|0|4714.0|0|126.0|0|0.0|100
0|2021-10-28|4715.0|0|4715.0|0|126.0|0|0.0|100
0|2021-10-29|4716.0|0|4716.0|0|126.0|0|0.0|100
0|2021-10-30|4716.0|0|4716.0|0|126.0|0|0.0|100
0|2021-10-31|4716.0|0|4716.0|0|126.0|0|0.0|100
0|2021-11-01|4726.0|0|4726.0|0|126.0|0|0.0|100
0|2021-11-02|4728.0|0|4728.0|0|126.0|0|0.0|100
0|2021-11-03|4730.0|0|4730.0|0|127.0|0|0.0|100
0|2021-11-04|4737.0|0|4737.0|0|127.0|0|0.0|100
0|2021-11-05|4738.0|0|4738.0|0|127.0|0|0.0|100
0|2021-11-06|4738.0|0|4738.0|0|127.0|0|0.0|100
0|2021-11-07|4738.0|0|4738.0|0|127.0|0|0.0|100
0|2021-11-08|4748.0|0|4748.0|0|127.0|0|0.0|100
0|2021-11-09|4753.0|0|4753.0|0|127.0|0|0.0|100
0|2021-11-10|4753.0|0|4756.0|0|127.0|0|0.0|100
0|2021-11-11|4756.0|0|4756.0|0|127.0|0|0.0|100
0|2021-11-12|4760.0|0|4760.0|0|128.0|0|0.0|100
0|2021-11-13|4760.0|0|4760.0|0|128.0|0|0.0|100
0|2021-11-14|4760.0|0|4760.0|0|128.0|0|0.0|100
0|2021-11-15|4771.0|0|4771.0|0|128.0|0|0.0|100
0|2021-11-16|4773.0|0|4773.0|0|128.0|0|0.0|100
0|2021-11-17|4777.0|0|4777.0|0|129.0|0|0.0|100
0|2021-11-18|4779.0|0|4779.0|0|130.0|0|0.0|100
0|2021-11-19|4781.0|0|4781.0|0|130.0|0|0.0|100
0|2021-11-20|4781.0|0|4781.0|0|130.0|0|0.0|100
0|2021-11-21|4781.0|0|4781.0|0|130.0|0|0.0|100
0|2021-11-22|4784.0|0|4784.0|0|130.0|0|0.0|100
0|2021-11-23|4787.0|0|4787.0|0|131.0|0|0.0|100
0|2021-11-24|4790.0|0|4790.0|0|131.0|0|0.0|100
0|2021-11-25|4790.0|0|4790.0|0|131.0|0|0.0|100
0|2021-11-26|4790.0|0|4790.0|0|131.0|0|0.0|100
0|2021-11-27|4790.0|0|4790.0|0|131.0|0|0.0|100
0|2021-11-28|4790.0|0|4790.0|0|131.0|0|0.0|100
0|2021-11-29|4801.0|0|4801.0|0|131.0|0|0.0|100
0|2021-11-30|4803.0|0|4803.0|0|131.0|0|0.0|100
0|2021-12-01|4808.0|0|4808.0|0|131.0|0|0.0|100
0|2021-12-02|4808.0|0|4808.0|0|131.0|0|0.0|100
0|2021-12-03|4811.0|0|4811.0|0|130.0|0|0.0|100
0|2021-12-04|4811.0|0|4811.0|0|130.0|0|0.0|100
0|2021-12-05|4811.0|0|4811.0|0|130.0|0|0.0|100
0|2021-12-06|4815.0|0|4815.0|0|130.0|0|0.0|100
0|2021-12-07|4815.0|0|4815.0|0|130.0|0|0.0|100
0|2021-12-08|4818.0|0|4818.0|0|130.0|0|0.0|100
0|2021-12-09|4819.0|0|4819.0|0|130.0|0|0.0|100
0|2021-12-10|4821.0|0|4821.0|0|130.0|0|0.0|100
0|2021-12-11|4821.0|0|4821.0|0|130.0|0|0.0|100
0|2021-12-12|4821.0|0|4821.0|0|130.0|0|0.0|100
0|2021-12-13|4831.0|0|4831.0|0|130.0|0|0.0|100
0|2021-12-14|4831.0|0|4831.0|0|130.0|0|0.0|100
0|2021-12-15|4832.0|0|4832.0|0|130.0|0|0.0|100
0|2021-12-16|4834.0|0|4834.0|0|131.0|0|0.0|100
