|dates|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedCases.data|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|JeffersonDavis_Louisiana_UnitedStates.NYT_ConfirmedCases.data|JeffersonDavis_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|4836.0|0|4836.0|0|131.0|0|0.0|100
0|2021-12-18|4836.0|0|4836.0|0|131.0|0|0.0|100
0|2021-12-19|4836.0|0|4836.0|0|131.0|0|0.0|100
0|2021-12-20|4840.0|0|4840.0|0|132.0|0|0.0|100
0|2021-12-21|4845.0|0|4845.0|0|132.0|0|0.0|100
0|2021-12-22|4850.0|0|4850.0|0|132.0|0|0.0|100
0|2021-12-23|4852.0|0|4852.0|0|132.0|0|0.0|100
0|2021-12-24|4852.0|0|4852.0|0|132.0|0|0.0|100
0|2021-12-25|4852.0|0|4852.0|0|132.0|0|0.0|100
0|2021-12-26|4852.0|0|4852.0|0|132.0|0|0.0|100
0|2021-12-27|4869.0|0|4869.0|0|133.0|0|0.0|100
0|2021-12-28|4881.0|0|4881.0|0|133.0|0|0.0|100
0|2021-12-29|4916.0|0|4916.0|0|133.0|0|0.0|100
0|2021-12-30|4951.0|0|4951.0|0|133.0|0|0.0|100
0|2021-12-31|4951.0|0|4951.0|0|133.0|0|0.0|100
0|2022-01-01|4951.0|0|4951.0|0|133.0|0|0.0|100
0|2022-01-02|4951.0|0|4951.0|0|133.0|0|0.0|100
0|2022-01-03|5034.0|0|5034.0|0|133.0|0|0.0|100
0|2022-01-04|5069.0|0|5069.0|0|133.0|0|0.0|100
0|2022-01-05|5113.0|0|5113.0|0|133.0|0|0.0|100
0|2022-01-06|5166.0|0|5166.0|0|133.0|0|0.0|100
0|2022-01-07|5224.0|0|5224.0|0|133.0|0|0.0|100
0|2022-01-08|5224.0|0|5224.0|0|133.0|0|0.0|100
0|2022-01-09|5224.0|0|5224.0|0|133.0|0|0.0|100
0|2022-01-10|5359.0|0|5359.0|0|133.0|0|0.0|100
0|2022-01-11|5407.0|0|5407.0|0|133.0|0|0.0|100
0|2022-01-12|5407.0|0|5407.0|0|133.0|0|0.0|100
0|2022-01-13|5407.0|0|5407.0|0|133.0|0|0.0|100
0|2022-01-14|5607.0|0|5607.0|0|133.0|0|0.0|100
0|2022-01-15|5607.0|0|5607.0|0|133.0|0|0.0|100
0|2022-01-16|5607.0|0|5607.0|0|133.0|0|0.0|100
0|2022-01-17|5607.0|0|0.0|100|133.0|0|0.0|100
