|dates|Harding_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Harding_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Harding_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Harding_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Harding_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Harding_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Harding_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Harding_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|42.0|0|42.0|0|2.0|0|0.0|100
0|2021-10-18|43.0|0|43.0|0|2.0|0|0.0|100
0|2021-10-19|43.0|0|43.0|0|2.0|0|0.0|100
0|2021-10-20|43.0|0|43.0|0|2.0|0|0.0|100
0|2021-10-21|43.0|0|43.0|0|3.0|0|0.0|100
0|2021-10-22|43.0|0|43.0|0|3.0|0|0.0|100
0|2021-10-23|43.0|0|43.0|0|3.0|0|0.0|100
0|2021-10-24|43.0|0|43.0|0|3.0|0|0.0|100
0|2021-10-25|43.0|0|43.0|0|3.0|0|0.0|100
0|2021-10-26|43.0|0|43.0|0|3.0|0|0.0|100
0|2021-10-27|43.0|0|43.0|0|3.0|0|0.0|100
0|2021-10-28|44.0|0|44.0|0|3.0|0|0.0|100
0|2021-10-29|44.0|0|44.0|0|3.0|0|0.0|100
0|2021-10-30|44.0|0|44.0|0|3.0|0|0.0|100
0|2021-10-31|44.0|0|44.0|0|3.0|0|0.0|100
0|2021-11-01|44.0|0|44.0|0|3.0|0|0.0|100
0|2021-11-02|44.0|0|44.0|0|3.0|0|0.0|100
0|2021-11-03|44.0|0|44.0|0|3.0|0|0.0|100
0|2021-11-04|44.0|0|44.0|0|3.0|0|0.0|100
0|2021-11-05|44.0|0|44.0|0|3.0|0|0.0|100
0|2021-11-06|44.0|0|44.0|0|3.0|0|0.0|100
0|2021-11-07|44.0|0|44.0|0|3.0|0|0.0|100
0|2021-11-08|44.0|0|44.0|0|3.0|0|0.0|100
0|2021-11-09|44.0|0|44.0|0|3.0|0|0.0|100
0|2021-11-10|44.0|0|44.0|0|3.0|0|0.0|100
0|2021-11-11|44.0|0|44.0|0|3.0|0|0.0|100
0|2021-11-12|47.0|0|47.0|0|3.0|0|0.0|100
0|2021-11-13|47.0|0|47.0|0|3.0|0|0.0|100
0|2021-11-14|47.0|0|47.0|0|3.0|0|0.0|100
0|2021-11-15|48.0|0|48.0|0|3.0|0|0.0|100
0|2021-11-16|48.0|0|48.0|0|3.0|0|0.0|100
0|2021-11-17|48.0|0|48.0|0|3.0|0|0.0|100
0|2021-11-18|49.0|0|49.0|0|3.0|0|0.0|100
0|2021-11-19|50.0|0|50.0|0|3.0|0|0.0|100
0|2021-11-20|50.0|0|50.0|0|3.0|0|0.0|100
0|2021-11-21|50.0|0|50.0|0|3.0|0|0.0|100
0|2021-11-22|50.0|0|50.0|0|3.0|0|0.0|100
0|2021-11-23|50.0|0|50.0|0|3.0|0|0.0|100
0|2021-11-24|50.0|0|50.0|0|4.0|0|0.0|100
0|2021-11-25|50.0|0|50.0|0|4.0|0|0.0|100
0|2021-11-26|50.0|0|50.0|0|4.0|0|0.0|100
0|2021-11-27|50.0|0|50.0|0|4.0|0|0.0|100
0|2021-11-28|50.0|0|50.0|0|4.0|0|0.0|100
0|2021-11-29|50.0|0|50.0|0|4.0|0|0.0|100
0|2021-11-30|50.0|0|50.0|0|4.0|0|0.0|100
0|2021-12-01|50.0|0|50.0|0|4.0|0|0.0|100
0|2021-12-02|50.0|0|50.0|0|4.0|0|0.0|100
0|2021-12-03|50.0|0|50.0|0|4.0|0|0.0|100
0|2021-12-04|50.0|0|50.0|0|4.0|0|0.0|100
0|2021-12-05|50.0|0|50.0|0|4.0|0|0.0|100
0|2021-12-06|50.0|0|50.0|0|4.0|0|0.0|100
0|2021-12-07|52.0|0|52.0|0|4.0|0|0.0|100
0|2021-12-08|52.0|0|52.0|0|4.0|0|0.0|100
0|2021-12-09|52.0|0|52.0|0|4.0|0|0.0|100
0|2021-12-10|52.0|0|52.0|0|4.0|0|0.0|100
0|2021-12-11|52.0|0|52.0|0|4.0|0|0.0|100
0|2021-12-12|52.0|0|52.0|0|4.0|0|0.0|100
0|2021-12-13|54.0|0|54.0|0|4.0|0|0.0|100
0|2021-12-14|54.0|0|55.0|0|4.0|0|0.0|100
0|2021-12-15|55.0|0|55.0|0|4.0|0|0.0|100
0|2021-12-16|55.0|0|55.0|0|4.0|0|0.0|100
0|2021-12-17|55.0|0|55.0|0|4.0|0|0.0|100
0|2021-12-18|55.0|0|55.0|0|4.0|0|0.0|100
0|2021-12-19|55.0|0|55.0|0|4.0|0|0.0|100
0|2021-12-20|55.0|0|55.0|0|4.0|0|0.0|100
0|2021-12-21|55.0|0|55.0|0|4.0|0|0.0|100
0|2021-12-22|55.0|0|55.0|0|4.0|0|0.0|100
0|2021-12-23|56.0|0|56.0|0|4.0|0|0.0|100
0|2021-12-24|56.0|0|56.0|0|4.0|0|0.0|100
0|2021-12-25|56.0|0|56.0|0|4.0|0|0.0|100
0|2021-12-26|56.0|0|56.0|0|4.0|0|0.0|100
0|2021-12-27|56.0|0|56.0|0|4.0|0|0.0|100
0|2021-12-28|58.0|0|58.0|0|4.0|0|0.0|100
0|2021-12-29|58.0|0|58.0|0|4.0|0|0.0|100
0|2021-12-30|58.0|0|58.0|0|4.0|0|0.0|100
0|2021-12-31|58.0|0|58.0|0|4.0|0|0.0|100
0|2022-01-01|58.0|0|58.0|0|4.0|0|0.0|100
0|2022-01-02|58.0|0|58.0|0|4.0|0|0.0|100
0|2022-01-03|58.0|0|58.0|0|4.0|0|0.0|100
0|2022-01-04|58.0|0|58.0|0|4.0|0|0.0|100
0|2022-01-05|59.0|0|59.0|0|4.0|0|0.0|100
0|2022-01-06|59.0|0|59.0|0|4.0|0|0.0|100
0|2022-01-07|59.0|0|59.0|0|4.0|0|0.0|100
0|2022-01-08|59.0|0|59.0|0|4.0|0|0.0|100
0|2022-01-09|59.0|0|59.0|0|4.0|0|0.0|100
0|2022-01-10|60.0|0|60.0|0|4.0|0|0.0|100
0|2022-01-11|60.0|0|60.0|0|4.0|0|0.0|100
0|2022-01-12|61.0|0|61.0|0|4.0|0|0.0|100
0|2022-01-13|61.0|0|61.0|0|4.0|0|0.0|100
0|2022-01-14|62.0|0|62.0|0|4.0|0|0.0|100
0|2022-01-15|62.0|0|62.0|0|4.0|0|0.0|100
0|2022-01-16|62.0|0|62.0|0|4.0|0|0.0|100
0|2022-01-17|62.0|0|0.0|100|4.0|0|0.0|100
