|dates|Alcona_Michigan_UnitedStates.JHU_ConfirmedCases.data|Alcona_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Alcona_Michigan_UnitedStates.NYT_ConfirmedCases.data|Alcona_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Alcona_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Alcona_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Alcona_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Alcona_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|1331.0|0|1331.0|0|51.0|0|0.0|100
0|2021-12-03|1346.0|0|1346.0|0|51.0|0|0.0|100
0|2021-12-04|1346.0|0|1346.0|0|51.0|0|0.0|100
0|2021-12-05|1346.0|0|1346.0|0|51.0|0|0.0|100
0|2021-12-06|1358.0|0|1358.0|0|51.0|0|0.0|100
0|2021-12-07|1358.0|0|1358.0|0|51.0|0|0.0|100
0|2021-12-08|1363.0|0|1363.0|0|51.0|0|0.0|100
0|2021-12-09|1363.0|0|1363.0|0|51.0|0|0.0|100
0|2021-12-10|1368.0|0|1368.0|0|51.0|0|0.0|100
0|2021-12-11|1368.0|0|1368.0|0|51.0|0|0.0|100
0|2021-12-12|1368.0|0|1368.0|0|51.0|0|0.0|100
0|2021-12-13|1379.0|0|1379.0|0|51.0|0|0.0|100
0|2021-12-14|1379.0|0|1379.0|0|51.0|0|0.0|100
0|2021-12-15|1382.0|0|1382.0|0|52.0|0|0.0|100
0|2021-12-16|1382.0|0|1382.0|0|52.0|0|0.0|100
0|2021-12-17|1390.0|0|1390.0|0|54.0|0|0.0|100
0|2021-12-18|1390.0|0|1390.0|0|54.0|0|0.0|100
0|2021-12-19|1390.0|0|1390.0|0|54.0|0|0.0|100
0|2021-12-20|1396.0|0|1396.0|0|55.0|0|0.0|100
0|2021-12-21|1396.0|0|1396.0|0|55.0|0|0.0|100
0|2021-12-22|1401.0|0|1401.0|0|55.0|0|0.0|100
0|2021-12-23|1401.0|0|1401.0|0|55.0|0|0.0|100
0|2021-12-24|1401.0|0|1401.0|0|55.0|0|0.0|100
0|2021-12-25|1401.0|0|1401.0|0|55.0|0|0.0|100
0|2021-12-26|1401.0|0|1401.0|0|55.0|0|0.0|100
0|2021-12-27|1409.0|0|1409.0|0|55.0|0|0.0|100
0|2021-12-28|1409.0|0|1409.0|0|55.0|0|0.0|100
0|2021-12-29|1413.0|0|1413.0|0|56.0|0|0.0|100
0|2021-12-30|1413.0|0|1413.0|0|56.0|0|0.0|100
0|2021-12-31|1413.0|0|1413.0|0|56.0|0|0.0|100
0|2022-01-01|1413.0|0|1413.0|0|56.0|0|0.0|100
0|2022-01-02|1413.0|0|1413.0|0|56.0|0|0.0|100
0|2022-01-03|1429.0|0|1429.0|0|56.0|0|0.0|100
0|2022-01-04|1429.0|0|1429.0|0|56.0|0|0.0|100
0|2022-01-05|1444.0|0|1444.0|0|59.0|0|0.0|100
0|2022-01-06|1444.0|0|1444.0|0|59.0|0|0.0|100
0|2022-01-07|1462.0|0|1462.0|0|59.0|0|0.0|100
0|2022-01-08|1462.0|0|1462.0|0|59.0|0|0.0|100
0|2022-01-09|1462.0|0|1462.0|0|59.0|0|0.0|100
0|2022-01-10|1486.0|0|1486.0|0|59.0|0|0.0|100
0|2022-01-11|1486.0|0|1486.0|0|59.0|0|0.0|100
0|2022-01-12|1500.0|0|1500.0|0|60.0|0|0.0|100
0|2022-01-13|1500.0|0|1500.0|0|60.0|0|0.0|100
0|2022-01-14|1516.0|0|1516.0|0|60.0|0|0.0|100
0|2022-01-15|1516.0|0|1516.0|0|60.0|0|0.0|100
0|2022-01-16|1516.0|0|1516.0|0|60.0|0|0.0|100
0|2022-01-17|1516.0|0|0.0|100|60.0|0|0.0|100
