|dates|Hand_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Hand_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Hand_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Hand_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Hand_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Hand_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Hand_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Hand_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|391.0|0|391.0|0|6.0|0|0.0|100
0|2021-10-18|391.0|0|392.0|0|6.0|0|0.0|100
0|2021-10-19|391.0|0|393.0|0|6.0|0|0.0|100
0|2021-10-20|393.0|0|393.0|0|6.0|0|0.0|100
0|2021-10-21|393.0|0|393.0|0|6.0|0|0.0|100
0|2021-10-22|393.0|0|393.0|0|6.0|0|0.0|100
0|2021-10-23|393.0|0|393.0|0|6.0|0|0.0|100
0|2021-10-24|393.0|0|393.0|0|6.0|0|0.0|100
0|2021-10-25|394.0|0|394.0|0|6.0|0|0.0|100
0|2021-10-26|393.0|0|393.0|0|6.0|0|0.0|100
0|2021-10-27|393.0|0|393.0|0|6.0|0|0.0|100
0|2021-10-28|394.0|0|394.0|0|6.0|0|0.0|100
0|2021-10-29|395.0|0|395.0|0|6.0|0|0.0|100
0|2021-10-30|395.0|0|395.0|0|6.0|0|0.0|100
0|2021-10-31|395.0|0|395.0|0|6.0|0|0.0|100
0|2021-11-01|396.0|0|396.0|0|6.0|0|0.0|100
0|2021-11-02|397.0|0|397.0|0|6.0|0|0.0|100
0|2021-11-03|397.0|0|397.0|0|6.0|0|0.0|100
0|2021-11-04|397.0|0|397.0|0|6.0|0|0.0|100
0|2021-11-05|398.0|0|398.0|0|6.0|0|0.0|100
0|2021-11-06|398.0|0|398.0|0|6.0|0|0.0|100
0|2021-11-07|398.0|0|398.0|0|6.0|0|0.0|100
0|2021-11-08|398.0|0|398.0|0|6.0|0|0.0|100
0|2021-11-09|399.0|0|399.0|0|6.0|0|0.0|100
0|2021-11-10|399.0|0|399.0|0|6.0|0|0.0|100
0|2021-11-11|399.0|0|399.0|0|6.0|0|0.0|100
0|2021-11-12|399.0|0|399.0|0|6.0|0|0.0|100
0|2021-11-13|399.0|0|399.0|0|6.0|0|0.0|100
0|2021-11-14|399.0|0|399.0|0|6.0|0|0.0|100
0|2021-11-15|399.0|0|399.0|0|6.0|0|0.0|100
0|2021-11-16|401.0|0|401.0|0|6.0|0|0.0|100
0|2021-11-17|403.0|0|403.0|0|6.0|0|0.0|100
0|2021-11-18|404.0|0|404.0|0|6.0|0|0.0|100
0|2021-11-19|404.0|0|404.0|0|6.0|0|0.0|100
0|2021-11-20|404.0|0|404.0|0|6.0|0|0.0|100
0|2021-11-21|404.0|0|404.0|0|6.0|0|0.0|100
0|2021-11-22|405.0|0|405.0|0|6.0|0|0.0|100
0|2021-11-23|406.0|0|406.0|0|6.0|0|0.0|100
0|2021-11-24|407.0|0|407.0|0|6.0|0|0.0|100
0|2021-11-25|407.0|0|407.0|0|6.0|0|0.0|100
0|2021-11-26|407.0|0|407.0|0|6.0|0|0.0|100
0|2021-11-27|407.0|0|407.0|0|6.0|0|0.0|100
0|2021-11-28|407.0|0|407.0|0|6.0|0|0.0|100
0|2021-11-29|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-11-30|416.0|0|416.0|0|7.0|0|0.0|100
0|2021-12-01|417.0|0|417.0|0|7.0|0|0.0|100
0|2021-12-02|420.0|0|420.0|0|7.0|0|0.0|100
0|2021-12-03|421.0|0|421.0|0|7.0|0|0.0|100
0|2021-12-04|421.0|0|421.0|0|7.0|0|0.0|100
0|2021-12-05|421.0|0|421.0|0|7.0|0|0.0|100
0|2021-12-06|421.0|0|421.0|0|7.0|0|0.0|100
0|2021-12-07|424.0|0|424.0|0|7.0|0|0.0|100
0|2021-12-08|426.0|0|426.0|0|7.0|0|0.0|100
0|2021-12-09|426.0|0|426.0|0|8.0|0|0.0|100
0|2021-12-10|427.0|0|427.0|0|8.0|0|0.0|100
0|2021-12-11|427.0|0|427.0|0|8.0|0|0.0|100
0|2021-12-12|427.0|0|427.0|0|8.0|0|0.0|100
0|2021-12-13|427.0|0|427.0|0|8.0|0|0.0|100
0|2021-12-14|427.0|0|429.0|0|8.0|0|0.0|100
0|2021-12-15|434.0|0|434.0|0|8.0|0|0.0|100
0|2021-12-16|435.0|0|435.0|0|8.0|0|0.0|100
0|2021-12-17|437.0|0|437.0|0|8.0|0|0.0|100
0|2021-12-18|437.0|0|437.0|0|8.0|0|0.0|100
0|2021-12-19|437.0|0|437.0|0|8.0|0|0.0|100
0|2021-12-20|437.0|0|437.0|0|8.0|0|0.0|100
0|2021-12-21|439.0|0|439.0|0|8.0|0|0.0|100
0|2021-12-22|439.0|0|439.0|0|8.0|0|0.0|100
0|2021-12-23|439.0|0|439.0|0|8.0|0|0.0|100
0|2021-12-24|439.0|0|439.0|0|8.0|0|0.0|100
0|2021-12-25|439.0|0|439.0|0|8.0|0|0.0|100
0|2021-12-26|439.0|0|439.0|0|8.0|0|0.0|100
0|2021-12-27|439.0|0|439.0|0|8.0|0|0.0|100
0|2021-12-28|439.0|0|439.0|0|8.0|0|0.0|100
0|2021-12-29|440.0|0|440.0|0|8.0|0|0.0|100
0|2021-12-30|440.0|0|440.0|0|8.0|0|0.0|100
0|2021-12-31|440.0|0|440.0|0|8.0|0|0.0|100
0|2022-01-01|440.0|0|440.0|0|8.0|0|0.0|100
0|2022-01-02|440.0|0|440.0|0|8.0|0|0.0|100
0|2022-01-03|445.0|0|445.0|0|8.0|0|0.0|100
0|2022-01-04|451.0|0|451.0|0|8.0|0|0.0|100
0|2022-01-05|455.0|0|455.0|0|8.0|0|0.0|100
0|2022-01-06|459.0|0|459.0|0|8.0|0|0.0|100
0|2022-01-07|460.0|0|460.0|0|8.0|0|0.0|100
0|2022-01-08|460.0|0|460.0|0|8.0|0|0.0|100
0|2022-01-09|460.0|0|460.0|0|8.0|0|0.0|100
0|2022-01-10|463.0|0|463.0|0|8.0|0|0.0|100
0|2022-01-11|465.0|0|465.0|0|8.0|0|0.0|100
0|2022-01-12|468.0|0|468.0|0|8.0|0|0.0|100
0|2022-01-13|468.0|0|475.0|0|8.0|0|0.0|100
0|2022-01-14|475.0|0|484.0|0|8.0|0|0.0|100
0|2022-01-15|484.0|0|484.0|0|8.0|0|0.0|100
0|2022-01-16|484.0|0|484.0|0|8.0|0|0.0|100
0|2022-01-17|484.0|0|0.0|100|8.0|0|0.0|100
