|dates|Yukon-Koyukuk_Alaska_UnitedStates.JHU_ConfirmedCases.data|Yukon-Koyukuk_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Yukon-Koyukuk_Alaska_UnitedStates.NYT_ConfirmedCases.data|Yukon-Koyukuk_Alaska_UnitedStates.NYT_ConfirmedCases.missing|Yukon-Koyukuk_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Yukon-Koyukuk_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Yukon-Koyukuk_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Yukon-Koyukuk_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|756.0|0|754.0|0|5.0|0|0.0|100
0|2021-11-08|762.0|0|760.0|0|7.0|0|0.0|100
0|2021-11-09|765.0|0|763.0|0|7.0|0|0.0|100
0|2021-11-10|773.0|0|771.0|0|7.0|0|0.0|100
0|2021-11-11|773.0|0|771.0|0|7.0|0|0.0|100
0|2021-11-12|773.0|0|774.0|0|7.0|0|0.0|100
0|2021-11-13|776.0|0|774.0|0|7.0|0|0.0|100
0|2021-11-14|776.0|0|774.0|0|7.0|0|0.0|100
0|2021-11-15|780.0|0|778.0|0|7.0|0|0.0|100
0|2021-11-16|786.0|0|784.0|0|7.0|0|0.0|100
0|2021-11-17|788.0|0|786.0|0|7.0|0|0.0|100
0|2021-11-18|789.0|0|787.0|0|7.0|0|0.0|100
0|2021-11-19|790.0|0|788.0|0|7.0|0|0.0|100
0|2021-11-20|790.0|0|788.0|0|7.0|0|0.0|100
0|2021-11-21|790.0|0|788.0|0|7.0|0|0.0|100
0|2021-11-22|793.0|0|791.0|0|7.0|0|0.0|100
0|2021-11-23|795.0|0|793.0|0|7.0|0|0.0|100
0|2021-11-24|798.0|0|796.0|0|7.0|0|0.0|100
0|2021-11-25|798.0|0|796.0|0|7.0|0|0.0|100
0|2021-11-26|799.0|0|797.0|0|7.0|0|0.0|100
0|2021-11-27|799.0|0|797.0|0|7.0|0|0.0|100
0|2021-11-28|799.0|0|797.0|0|7.0|0|0.0|100
0|2021-11-29|801.0|0|799.0|0|7.0|0|0.0|100
0|2021-11-30|801.0|0|799.0|0|8.0|0|0.0|100
0|2021-12-01|802.0|0|800.0|0|8.0|0|0.0|100
0|2021-12-02|802.0|0|800.0|0|8.0|0|0.0|100
0|2021-12-03|802.0|0|800.0|0|8.0|0|0.0|100
0|2021-12-04|802.0|0|800.0|0|8.0|0|0.0|100
0|2021-12-05|802.0|0|800.0|0|8.0|0|0.0|100
0|2021-12-06|802.0|0|800.0|0|8.0|0|0.0|100
0|2021-12-07|802.0|0|800.0|0|8.0|0|0.0|100
0|2021-12-08|803.0|0|801.0|0|8.0|0|0.0|100
0|2021-12-09|803.0|0|801.0|0|8.0|0|0.0|100
0|2021-12-10|805.0|0|803.0|0|8.0|0|0.0|100
0|2021-12-11|805.0|0|803.0|0|8.0|0|0.0|100
0|2021-12-12|805.0|0|803.0|0|8.0|0|0.0|100
0|2021-12-13|805.0|0|803.0|0|8.0|0|0.0|100
0|2021-12-14|805.0|0|803.0|0|8.0|0|0.0|100
0|2021-12-15|809.0|0|807.0|0|8.0|0|0.0|100
0|2021-12-16|809.0|0|807.0|0|8.0|0|0.0|100
0|2021-12-17|818.0|0|816.0|0|8.0|0|0.0|100
0|2021-12-18|818.0|0|816.0|0|8.0|0|0.0|100
0|2021-12-19|818.0|0|816.0|0|8.0|0|0.0|100
0|2021-12-20|822.0|0|820.0|0|8.0|0|0.0|100
0|2021-12-21|822.0|0|820.0|0|8.0|0|0.0|100
0|2021-12-22|822.0|0|820.0|0|8.0|0|0.0|100
0|2021-12-23|822.0|0|820.0|0|8.0|0|0.0|100
0|2021-12-24|822.0|0|820.0|0|8.0|0|0.0|100
0|2021-12-25|822.0|0|820.0|0|8.0|0|0.0|100
0|2021-12-26|822.0|0|820.0|0|8.0|0|0.0|100
0|2021-12-27|823.0|0|821.0|0|8.0|0|0.0|100
0|2021-12-28|823.0|0|821.0|0|8.0|0|0.0|100
0|2021-12-29|825.0|0|823.0|0|8.0|0|0.0|100
0|2021-12-30|825.0|0|823.0|0|8.0|0|0.0|100
0|2021-12-31|825.0|0|823.0|0|8.0|0|0.0|100
0|2022-01-01|825.0|0|823.0|0|8.0|0|0.0|100
0|2022-01-02|825.0|0|823.0|0|8.0|0|0.0|100
0|2022-01-03|846.0|0|844.0|0|8.0|0|0.0|100
0|2022-01-04|846.0|0|844.0|0|8.0|0|0.0|100
0|2022-01-05|851.0|0|844.0|0|8.0|0|0.0|100
0|2022-01-06|851.0|0|849.0|0|8.0|0|0.0|100
0|2022-01-07|862.0|0|860.0|0|8.0|0|0.0|100
0|2022-01-08|862.0|0|860.0|0|8.0|0|0.0|100
0|2022-01-09|862.0|0|860.0|0|8.0|0|0.0|100
0|2022-01-10|922.0|0|920.0|0|8.0|0|0.0|100
0|2022-01-11|922.0|0|920.0|0|8.0|0|0.0|100
0|2022-01-12|929.0|0|927.0|0|8.0|0|0.0|100
0|2022-01-13|929.0|0|927.0|0|8.0|0|0.0|100
0|2022-01-14|934.0|0|932.0|0|8.0|0|0.0|100
0|2022-01-15|934.0|0|932.0|0|8.0|0|0.0|100
0|2022-01-16|934.0|0|932.0|0|8.0|0|0.0|100
0|2022-01-17|934.0|0|0.0|100|8.0|0|0.0|100
