|dates|Grundy_Missouri_UnitedStates.JHU_ConfirmedCases.data|Grundy_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Grundy_Missouri_UnitedStates.NYT_ConfirmedCases.data|Grundy_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Grundy_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Grundy_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Grundy_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Grundy_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|1863.0|0|1863.0|0|57.0|0|0.0|100
0|2021-12-23|1870.0|0|1870.0|0|57.0|0|0.0|100
0|2021-12-24|1870.0|0|1870.0|0|57.0|0|0.0|100
0|2021-12-25|1870.0|0|1870.0|0|57.0|0|0.0|100
0|2021-12-26|1870.0|0|1870.0|0|57.0|0|0.0|100
0|2021-12-27|1881.0|0|1881.0|0|57.0|0|0.0|100
0|2021-12-28|1884.0|0|1884.0|0|57.0|0|0.0|100
0|2021-12-29|1882.0|0|1882.0|0|58.0|0|0.0|100
0|2021-12-30|1890.0|0|1890.0|0|58.0|0|0.0|100
0|2021-12-31|1890.0|0|1890.0|0|58.0|0|0.0|100
0|2022-01-01|1890.0|0|1890.0|0|58.0|0|0.0|100
0|2022-01-02|1890.0|0|1890.0|0|58.0|0|0.0|100
0|2022-01-03|1890.0|0|1896.0|0|58.0|0|0.0|100
0|2022-01-04|1904.0|0|1904.0|0|58.0|0|0.0|100
0|2022-01-05|1909.0|0|1909.0|0|58.0|0|0.0|100
0|2022-01-06|1920.0|0|1920.0|0|58.0|0|0.0|100
0|2022-01-07|1928.0|0|1928.0|0|58.0|0|0.0|100
0|2022-01-08|1937.0|0|1937.0|0|58.0|0|0.0|100
0|2022-01-09|1940.0|0|1940.0|0|58.0|0|0.0|100
0|2022-01-10|1941.0|0|1941.0|0|58.0|0|0.0|100
0|2022-01-11|1951.0|0|1951.0|0|60.0|0|0.0|100
0|2022-01-12|1953.0|0|1953.0|0|60.0|0|0.0|100
0|2022-01-13|1953.0|0|1971.0|0|60.0|0|0.0|100
0|2022-01-14|1980.0|0|1980.0|0|60.0|0|0.0|100
0|2022-01-15|1988.0|0|1988.0|0|60.0|0|0.0|100
0|2022-01-16|1988.0|0|1988.0|0|60.0|0|0.0|100
0|2022-01-17|1988.0|0|0.0|100|60.0|0|0.0|100
