|dates|Sheridan_Montana_UnitedStates.JHU_ConfirmedCases.data|Sheridan_Montana_UnitedStates.JHU_ConfirmedCases.missing|Sheridan_Montana_UnitedStates.NYT_ConfirmedCases.data|Sheridan_Montana_UnitedStates.NYT_ConfirmedCases.missing|Sheridan_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Sheridan_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Sheridan_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Sheridan_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-30|563.0|0|563.0|0|10.0|0|0.0|100
0|2021-12-31|563.0|0|563.0|0|10.0|0|0.0|100
0|2022-01-01|563.0|0|563.0|0|10.0|0|0.0|100
0|2022-01-02|563.0|0|563.0|0|10.0|0|0.0|100
0|2022-01-03|563.0|0|563.0|0|10.0|0|0.0|100
0|2022-01-04|565.0|0|565.0|0|10.0|0|0.0|100
0|2022-01-05|565.0|0|565.0|0|10.0|0|0.0|100
0|2022-01-06|567.0|0|567.0|0|10.0|0|0.0|100
0|2022-01-07|567.0|0|567.0|0|10.0|0|0.0|100
0|2022-01-08|567.0|0|567.0|0|10.0|0|0.0|100
0|2022-01-09|567.0|0|567.0|0|10.0|0|0.0|100
0|2022-01-10|567.0|0|567.0|0|10.0|0|0.0|100
0|2022-01-11|567.0|0|567.0|0|10.0|0|0.0|100
0|2022-01-12|567.0|0|567.0|0|10.0|0|0.0|100
0|2022-01-13|567.0|0|567.0|0|10.0|0|0.0|100
0|2022-01-14|569.0|0|569.0|0|10.0|0|0.0|100
0|2022-01-15|569.0|0|569.0|0|10.0|0|0.0|100
0|2022-01-16|569.0|0|569.0|0|10.0|0|0.0|100
0|2022-01-17|569.0|0|0.0|100|10.0|0|0.0|100
