|dates|LasAnimas_Colorado_UnitedStates.JHU_ConfirmedCases.data|LasAnimas_Colorado_UnitedStates.JHU_ConfirmedCases.missing|LasAnimas_Colorado_UnitedStates.NYT_ConfirmedCases.data|LasAnimas_Colorado_UnitedStates.NYT_ConfirmedCases.missing|LasAnimas_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|LasAnimas_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|LasAnimas_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|LasAnimas_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|1967.0|0|1983.0|0|24.0|0|0.0|100
0|2021-11-11|1989.0|0|1989.0|0|24.0|0|0.0|100
0|2021-11-12|2001.0|0|2001.0|0|24.0|0|0.0|100
0|2021-11-13|2001.0|0|2001.0|0|24.0|0|0.0|100
0|2021-11-14|2001.0|0|2001.0|0|24.0|0|0.0|100
0|2021-11-15|2025.0|0|2025.0|0|24.0|0|0.0|100
0|2021-11-16|2043.0|0|2043.0|0|24.0|0|0.0|100
0|2021-11-17|2071.0|0|2071.0|0|25.0|0|0.0|100
0|2021-11-18|2082.0|0|2082.0|0|26.0|0|0.0|100
0|2021-11-19|2093.0|0|2093.0|0|27.0|0|0.0|100
0|2021-11-20|2093.0|0|2093.0|0|27.0|0|0.0|100
0|2021-11-21|2093.0|0|2093.0|0|27.0|0|0.0|100
0|2021-11-22|2113.0|0|2113.0|0|27.0|0|0.0|100
0|2021-11-23|2123.0|0|2123.0|0|27.0|0|0.0|100
0|2021-11-24|2141.0|0|2141.0|0|27.0|0|0.0|100
0|2021-11-25|2150.0|0|2150.0|0|27.0|0|0.0|100
0|2021-11-26|2153.0|0|2150.0|0|27.0|0|0.0|100
0|2021-11-27|2153.0|0|2150.0|0|27.0|0|0.0|100
0|2021-11-28|2153.0|0|2153.0|0|27.0|0|0.0|100
0|2021-11-29|2186.0|0|2186.0|0|27.0|0|0.0|100
0|2021-11-30|2202.0|0|2202.0|0|27.0|0|0.0|100
0|2021-12-01|2202.0|0|2216.0|0|27.0|0|0.0|100
0|2021-12-02|2233.0|0|2233.0|0|27.0|0|0.0|100
0|2021-12-03|2244.0|0|2239.0|0|27.0|0|0.0|100
0|2021-12-04|2244.0|0|2244.0|0|27.0|0|0.0|100
0|2021-12-05|2244.0|0|2244.0|0|27.0|0|0.0|100
0|2021-12-06|2260.0|0|2260.0|0|27.0|0|0.0|100
0|2021-12-07|2268.0|0|2268.0|0|27.0|0|0.0|100
0|2021-12-08|2280.0|0|2280.0|0|27.0|0|0.0|100
0|2021-12-09|2288.0|0|2288.0|0|27.0|0|0.0|100
0|2021-12-10|2290.0|0|2290.0|0|27.0|0|0.0|100
0|2021-12-11|2290.0|0|2290.0|0|27.0|0|0.0|100
0|2021-12-12|2290.0|0|2290.0|0|27.0|0|0.0|100
0|2021-12-13|2297.0|0|2297.0|0|27.0|0|0.0|100
0|2021-12-14|2297.0|0|2306.0|0|27.0|0|0.0|100
0|2021-12-15|2310.0|0|2310.0|0|29.0|0|0.0|100
0|2021-12-16|2312.0|0|2312.0|0|29.0|0|0.0|100
0|2021-12-17|2315.0|0|2315.0|0|29.0|0|0.0|100
0|2021-12-18|2315.0|0|2315.0|0|29.0|0|0.0|100
0|2021-12-19|2315.0|0|2315.0|0|29.0|0|0.0|100
0|2021-12-20|2319.0|0|2319.0|0|30.0|0|0.0|100
0|2021-12-21|2327.0|0|2327.0|0|30.0|0|0.0|100
0|2021-12-22|2328.0|0|2328.0|0|30.0|0|0.0|100
0|2021-12-23|2333.0|0|2333.0|0|30.0|0|0.0|100
0|2021-12-24|2336.0|0|2336.0|0|30.0|0|0.0|100
0|2021-12-25|2336.0|0|2336.0|0|30.0|0|0.0|100
0|2021-12-26|2336.0|0|2336.0|0|30.0|0|0.0|100
0|2021-12-27|2339.0|0|2339.0|0|30.0|0|0.0|100
0|2021-12-28|2346.0|0|2346.0|0|31.0|0|0.0|100
0|2021-12-29|2355.0|0|2355.0|0|32.0|0|0.0|100
0|2021-12-30|2386.0|0|2386.0|0|33.0|0|0.0|100
0|2021-12-31|2394.0|0|2394.0|0|33.0|0|0.0|100
0|2022-01-01|2394.0|0|2394.0|0|33.0|0|0.0|100
0|2022-01-02|2394.0|0|2394.0|0|33.0|0|0.0|100
0|2022-01-03|2403.0|0|2403.0|0|33.0|0|0.0|100
0|2022-01-04|2417.0|0|2417.0|0|33.0|0|0.0|100
0|2022-01-05|2454.0|0|2454.0|0|33.0|0|0.0|100
0|2022-01-06|2501.0|0|2501.0|0|33.0|0|0.0|100
0|2022-01-07|2538.0|0|2538.0|0|33.0|0|0.0|100
0|2022-01-08|2538.0|0|2538.0|0|33.0|0|0.0|100
0|2022-01-09|2538.0|0|2538.0|0|33.0|0|0.0|100
0|2022-01-10|2586.0|0|2586.0|0|33.0|0|0.0|100
0|2022-01-11|2599.0|0|2599.0|0|34.0|0|0.0|100
0|2022-01-12|2649.0|0|2649.0|0|35.0|0|0.0|100
0|2022-01-13|2649.0|0|2686.0|0|35.0|0|0.0|100
0|2022-01-14|2712.0|0|2699.0|0|35.0|0|0.0|100
0|2022-01-15|2712.0|0|2712.0|0|35.0|0|0.0|100
0|2022-01-16|2712.0|0|2712.0|0|35.0|0|0.0|100
0|2022-01-17|2789.0|0|0.0|100|35.0|0|0.0|100
