|dates|Bullock_Alabama_UnitedStates.JHU_ConfirmedCases.data|Bullock_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Bullock_Alabama_UnitedStates.NYT_ConfirmedCases.data|Bullock_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Bullock_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Bullock_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Bullock_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Bullock_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|1676.0|0|1676.0|0|46.0|0|0.0|100
0|2022-01-02|1700.0|0|1700.0|0|46.0|0|0.0|100
0|2022-01-03|1707.0|0|1707.0|0|46.0|0|0.0|100
0|2022-01-04|1724.0|0|1724.0|0|46.0|0|0.0|100
0|2022-01-05|1752.0|0|1752.0|0|46.0|0|0.0|100
0|2022-01-06|1783.0|0|1783.0|0|46.0|0|0.0|100
0|2022-01-07|1806.0|0|1806.0|0|46.0|0|0.0|100
0|2022-01-08|1831.0|0|1831.0|0|46.0|0|0.0|100
0|2022-01-09|1851.0|0|1851.0|0|46.0|0|0.0|100
0|2022-01-10|1857.0|0|1857.0|0|46.0|0|0.0|100
0|2022-01-11|1901.0|0|1901.0|0|46.0|0|0.0|100
0|2022-01-12|1922.0|0|1922.0|0|46.0|0|0.0|100
0|2022-01-13|1922.0|0|1922.0|0|46.0|0|0.0|100
0|2022-01-14|1922.0|0|1922.0|0|46.0|0|0.0|100
0|2022-01-15|1922.0|0|1922.0|0|46.0|0|0.0|100
0|2022-01-16|2003.0|0|2003.0|0|46.0|0|0.0|100
0|2022-01-17|2010.0|0|0.0|100|46.0|0|0.0|100
