|dates|Bullock_Alabama_UnitedStates.JHU_ConfirmedCases.data|Bullock_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Bullock_Alabama_UnitedStates.NYT_ConfirmedCases.data|Bullock_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Bullock_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Bullock_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Bullock_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Bullock_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1517.0|0|1517.0|0|44.0|0|0.0|100
0|2021-10-18|1517.0|0|1517.0|0|44.0|0|0.0|100
0|2021-10-19|1517.0|0|1517.0|0|44.0|0|0.0|100
0|2021-10-20|1516.0|0|1516.0|0|44.0|0|0.0|100
0|2021-10-21|1516.0|0|1516.0|0|44.0|0|0.0|100
0|2021-10-22|1516.0|0|1516.0|0|44.0|0|0.0|100
0|2021-10-23|1516.0|0|1516.0|0|44.0|0|0.0|100
0|2021-10-24|1517.0|0|1517.0|0|44.0|0|0.0|100
0|2021-10-25|1517.0|0|1517.0|0|44.0|0|0.0|100
0|2021-10-26|1518.0|0|1518.0|0|44.0|0|0.0|100
0|2021-10-27|1526.0|0|1526.0|0|43.0|0|0.0|100
0|2021-10-28|1527.0|0|1527.0|0|44.0|0|0.0|100
0|2021-10-29|1527.0|0|1527.0|0|44.0|0|0.0|100
0|2021-10-30|1526.0|0|1526.0|0|44.0|0|0.0|100
0|2021-10-31|1526.0|0|1526.0|0|44.0|0|0.0|100
0|2021-11-01|1526.0|0|1526.0|0|44.0|0|0.0|100
0|2021-11-02|1526.0|0|1526.0|0|44.0|0|0.0|100
0|2021-11-03|1524.0|0|1524.0|0|44.0|0|0.0|100
0|2021-11-04|1524.0|0|1524.0|0|44.0|0|0.0|100
0|2021-11-05|1525.0|0|1525.0|0|44.0|0|0.0|100
0|2021-11-06|1524.0|0|1524.0|0|44.0|0|0.0|100
0|2021-11-07|1525.0|0|1525.0|0|44.0|0|0.0|100
0|2021-11-08|1525.0|0|1525.0|0|44.0|0|0.0|100
0|2021-11-09|1520.0|0|1520.0|0|44.0|0|0.0|100
0|2021-11-10|1520.0|0|1519.0|0|44.0|0|0.0|100
0|2021-11-11|1519.0|0|1519.0|0|44.0|0|0.0|100
0|2021-11-12|1520.0|0|1520.0|0|44.0|0|0.0|100
0|2021-11-13|1521.0|0|1521.0|0|44.0|0|0.0|100
0|2021-11-14|1523.0|0|1523.0|0|44.0|0|0.0|100
0|2021-11-15|1523.0|0|1523.0|0|44.0|0|0.0|100
0|2021-11-16|1524.0|0|1524.0|0|44.0|0|0.0|100
0|2021-11-17|1525.0|0|1525.0|0|45.0|0|0.0|100
0|2021-11-18|1524.0|0|1524.0|0|45.0|0|0.0|100
0|2021-11-19|1524.0|0|1524.0|0|45.0|0|0.0|100
0|2021-11-20|1527.0|0|1527.0|0|45.0|0|0.0|100
0|2021-11-21|1527.0|0|1527.0|0|45.0|0|0.0|100
0|2021-11-22|1527.0|0|1527.0|0|45.0|0|0.0|100
0|2021-11-23|1527.0|0|1527.0|0|45.0|0|0.0|100
0|2021-11-24|1525.0|0|1525.0|0|45.0|0|0.0|100
0|2021-11-25|1525.0|0|1525.0|0|45.0|0|0.0|100
0|2021-11-26|1525.0|0|1525.0|0|45.0|0|0.0|100
0|2021-11-27|1526.0|0|1526.0|0|45.0|0|0.0|100
0|2021-11-28|1526.0|0|1526.0|0|45.0|0|0.0|100
0|2021-11-29|1526.0|0|1526.0|0|45.0|0|0.0|100
0|2021-11-30|1526.0|0|1525.0|0|45.0|0|0.0|100
0|2021-12-01|1525.0|0|1525.0|0|45.0|0|0.0|100
0|2021-12-02|1525.0|0|1525.0|0|45.0|0|0.0|100
0|2021-12-03|1527.0|0|1527.0|0|45.0|0|0.0|100
0|2021-12-04|1528.0|0|1528.0|0|45.0|0|0.0|100
0|2021-12-05|1528.0|0|1528.0|0|45.0|0|0.0|100
0|2021-12-06|1528.0|0|1528.0|0|45.0|0|0.0|100
0|2021-12-07|1528.0|0|1528.0|0|45.0|0|0.0|100
0|2021-12-08|1532.0|0|1532.0|0|45.0|0|0.0|100
0|2021-12-09|1534.0|0|1534.0|0|45.0|0|0.0|100
0|2021-12-10|1537.0|0|1537.0|0|46.0|0|0.0|100
0|2021-12-11|1537.0|0|1537.0|0|46.0|0|0.0|100
0|2021-12-12|1537.0|0|1537.0|0|46.0|0|0.0|100
0|2021-12-13|1537.0|0|1537.0|0|46.0|0|0.0|100
0|2021-12-14|1537.0|0|1538.0|0|46.0|0|0.0|100
0|2021-12-15|1538.0|0|1538.0|0|46.0|0|0.0|100
0|2021-12-16|1538.0|0|1538.0|0|46.0|0|0.0|100
0|2021-12-17|1540.0|0|1540.0|0|46.0|0|0.0|100
0|2021-12-18|1541.0|0|1541.0|0|46.0|0|0.0|100
0|2021-12-19|1542.0|0|1542.0|0|46.0|0|0.0|100
0|2021-12-20|1542.0|0|1542.0|0|46.0|0|0.0|100
0|2021-12-21|1545.0|0|1545.0|0|46.0|0|0.0|100
0|2021-12-22|1548.0|0|1548.0|0|46.0|0|0.0|100
0|2021-12-23|1553.0|0|1553.0|0|46.0|0|0.0|100
0|2021-12-24|1555.0|0|1555.0|0|46.0|0|0.0|100
0|2021-12-25|1556.0|0|1556.0|0|46.0|0|0.0|100
0|2021-12-26|1557.0|0|1557.0|0|46.0|0|0.0|100
0|2021-12-27|1564.0|0|1564.0|0|46.0|0|0.0|100
0|2021-12-28|1582.0|0|1582.0|0|46.0|0|0.0|100
0|2021-12-29|1614.0|0|1614.0|0|46.0|0|0.0|100
0|2021-12-30|1652.0|0|1652.0|0|46.0|0|0.0|100
0|2021-12-31|1676.0|0|1676.0|0|46.0|0|0.0|100
