|dates|Douglas_Colorado_UnitedStates.JHU_ConfirmedCases.data|Douglas_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Colorado_UnitedStates.NYT_ConfirmedCases.data|Douglas_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Douglas_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|38986.0|0|39969.0|0|290.0|0|0.0|100
0|2021-10-18|39247.0|0|39969.0|0|292.0|0|0.0|100
0|2021-10-19|39341.0|0|40157.0|0|295.0|0|0.0|100
0|2021-10-20|39432.0|0|40242.0|0|296.0|0|0.0|100
0|2021-10-21|39616.0|0|40242.0|0|295.0|0|0.0|100
0|2021-10-22|39740.0|0|40415.0|0|296.0|0|0.0|100
0|2021-10-23|39740.0|0|40548.0|0|296.0|0|0.0|100
0|2021-10-24|39740.0|0|40725.0|0|296.0|0|0.0|100
0|2021-10-25|40121.0|0|40925.0|0|299.0|0|0.0|100
0|2021-10-26|40267.0|0|41074.0|0|301.0|0|0.0|100
0|2021-10-27|40433.0|0|41074.0|0|301.0|0|0.0|100
0|2021-10-28|40645.0|0|41429.0|0|302.0|0|0.0|100
0|2021-10-29|40801.0|0|41618.0|0|302.0|0|0.0|100
0|2021-10-30|40801.0|0|41618.0|0|302.0|0|0.0|100
0|2021-10-31|40801.0|0|41755.0|0|302.0|0|0.0|100
0|2021-11-01|41168.0|0|41755.0|0|304.0|0|0.0|100
0|2021-11-02|41307.0|0|42122.0|0|304.0|0|0.0|100
0|2021-11-03|41433.0|0|42122.0|0|304.0|0|0.0|100
0|2021-11-04|41618.0|0|42247.0|0|305.0|0|0.0|100
0|2021-11-05|41778.0|0|42600.0|0|305.0|0|0.0|100
0|2021-11-06|41778.0|0|42753.0|0|305.0|0|0.0|100
0|2021-11-07|41778.0|0|42753.0|0|305.0|0|0.0|100
0|2021-11-08|42249.0|0|43090.0|0|306.0|0|0.0|100
0|2021-11-09|42360.0|0|43197.0|0|307.0|0|0.0|100
0|2021-11-10|42360.0|0|43375.0|0|307.0|0|0.0|100
0|2021-11-11|42741.0|0|43571.0|0|309.0|0|0.0|100
0|2021-11-12|42896.0|0|43729.0|0|310.0|0|0.0|100
0|2021-11-13|42896.0|0|43894.0|0|310.0|0|0.0|100
0|2021-11-14|42896.0|0|44024.0|0|310.0|0|0.0|100
0|2021-11-15|43294.0|0|44119.0|0|315.0|0|0.0|100
0|2021-11-16|43463.0|0|44179.0|0|315.0|0|0.0|100
0|2021-11-17|43682.0|0|44439.0|0|315.0|0|0.0|100
0|2021-11-18|43959.0|0|44764.0|0|315.0|0|0.0|100
0|2021-11-19|44164.0|0|44765.0|0|315.0|0|0.0|100
0|2021-11-20|44164.0|0|44765.0|0|315.0|0|0.0|100
0|2021-11-21|44164.0|0|45208.0|0|315.0|0|0.0|100
0|2021-11-22|44632.0|0|45455.0|0|316.0|0|0.0|100
0|2021-11-23|44766.0|0|45457.0|0|316.0|0|0.0|100
0|2021-11-24|44948.0|0|45768.0|0|316.0|0|0.0|100
0|2021-11-25|45131.0|0|45769.0|0|317.0|0|0.0|100
0|2021-11-26|45231.0|0|46107.0|0|318.0|0|0.0|100
0|2021-11-27|45231.0|0|46169.0|0|318.0|0|0.0|100
0|2021-11-28|45231.0|0|46169.0|0|318.0|0|0.0|100
0|2021-11-29|45465.0|0|46332.0|0|319.0|0|0.0|100
0|2021-11-30|45465.0|0|46414.0|0|319.0|0|0.0|100
0|2021-12-01|45847.0|0|46496.0|0|323.0|0|0.0|100
0|2021-12-02|45996.0|0|46866.0|0|325.0|0|0.0|100
0|2021-12-03|46173.0|0|46990.0|0|325.0|0|0.0|100
0|2021-12-04|46173.0|0|46990.0|0|325.0|0|0.0|100
0|2021-12-05|46173.0|0|47159.0|0|325.0|0|0.0|100
0|2021-12-06|46453.0|0|47229.0|0|327.0|0|0.0|100
0|2021-12-07|46630.0|0|47511.0|0|327.0|0|0.0|100
0|2021-12-08|46747.0|0|47604.0|0|327.0|0|0.0|100
0|2021-12-09|46891.0|0|47753.0|0|329.0|0|0.0|100
0|2021-12-10|47041.0|0|47925.0|0|331.0|0|0.0|100
0|2021-12-11|47041.0|0|47925.0|0|331.0|0|0.0|100
0|2021-12-12|47041.0|0|47992.0|0|331.0|0|0.0|100
0|2021-12-13|47238.0|0|48058.0|0|332.0|0|0.0|100
0|2021-12-14|47238.0|0|48213.0|0|332.0|0|0.0|100
0|2021-12-15|47405.0|0|48277.0|0|332.0|0|0.0|100
0|2021-12-16|47506.0|0|48381.0|0|333.0|0|0.0|100
0|2021-12-17|47639.0|0|48381.0|0|335.0|0|0.0|100
0|2021-12-18|47639.0|0|48381.0|0|335.0|0|0.0|100
0|2021-12-19|47639.0|0|48583.0|0|335.0|0|0.0|100
0|2021-12-20|47865.0|0|48697.0|0|337.0|0|0.0|100
0|2021-12-21|48021.0|0|48800.0|0|340.0|0|0.0|100
0|2021-12-22|48245.0|0|48952.0|0|343.0|0|0.0|100
0|2021-12-23|48421.0|0|49044.0|0|343.0|0|0.0|100
0|2021-12-24|48735.0|0|49287.0|0|343.0|0|0.0|100
0|2021-12-25|48735.0|0|49550.0|0|343.0|0|0.0|100
0|2021-12-26|48735.0|0|49897.0|0|343.0|0|0.0|100
0|2021-12-27|49501.0|0|50372.0|0|343.0|0|0.0|100
0|2021-12-28|49946.0|0|50372.0|0|345.0|0|0.0|100
0|2021-12-29|50410.0|0|51090.0|0|345.0|0|0.0|100
0|2021-12-30|51065.0|0|51420.0|0|347.0|0|0.0|100
0|2021-12-31|51713.0|0|52083.0|0|347.0|0|0.0|100
0|2022-01-01|51713.0|0|52417.0|0|347.0|0|0.0|100
0|2022-01-02|51713.0|0|53141.0|0|347.0|0|0.0|100
0|2022-01-03|53420.0|0|54155.0|0|345.0|0|0.0|100
0|2022-01-04|53882.0|0|54626.0|0|345.0|0|0.0|100
0|2022-01-05|54487.0|0|55030.0|0|347.0|0|0.0|100
0|2022-01-06|55103.0|0|55421.0|0|350.0|0|0.0|100
0|2022-01-07|55886.0|0|56242.0|0|350.0|0|0.0|100
0|2022-01-08|55886.0|0|56894.0|0|350.0|0|0.0|100
0|2022-01-09|55886.0|0|57375.0|0|350.0|0|0.0|100
0|2022-01-10|59077.0|0|59077.0|0|350.0|0|0.0|100
0|2022-01-11|60670.0|0|60839.0|0|353.0|0|0.0|100
0|2022-01-12|61462.0|0|62028.0|0|354.0|0|0.0|100
0|2022-01-13|61462.0|0|62692.0|0|354.0|0|0.0|100
