|dates|Yakima_Washington_UnitedStates.JHU_ConfirmedCases.data|Yakima_Washington_UnitedStates.JHU_ConfirmedCases.missing|Yakima_Washington_UnitedStates.NYT_ConfirmedCases.data|Yakima_Washington_UnitedStates.NYT_ConfirmedCases.missing|Yakima_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Yakima_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Yakima_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Yakima_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|42233.0|0|43824.0|0|571.0|0|0.0|100
0|2021-10-18|42233.0|0|44080.0|0|571.0|0|0.0|100
0|2021-10-19|42555.0|0|44141.0|0|576.0|0|0.0|100
0|2021-10-20|42617.0|0|44141.0|0|576.0|0|0.0|100
0|2021-10-21|42712.0|0|44364.0|0|581.0|0|0.0|100
0|2021-10-22|42861.0|0|44486.0|0|584.0|0|0.0|100
0|2021-10-23|42861.0|0|44486.0|0|584.0|0|0.0|100
0|2021-10-24|42861.0|0|44486.0|0|584.0|0|0.0|100
0|2021-10-25|43127.0|0|44486.0|0|586.0|0|0.0|100
0|2021-10-26|43192.0|0|44764.0|0|590.0|0|0.0|100
0|2021-10-27|43260.0|0|44847.0|0|591.0|0|0.0|100
0|2021-10-28|43361.0|0|45014.0|0|591.0|0|0.0|100
0|2021-10-29|43516.0|0|45068.0|0|590.0|0|0.0|100
0|2021-10-30|43516.0|0|45068.0|0|590.0|0|0.0|100
0|2021-10-31|43516.0|0|45068.0|0|590.0|0|0.0|100
0|2021-11-01|43641.0|0|45249.0|0|592.0|0|0.0|100
0|2021-11-02|43737.0|0|45330.0|0|592.0|0|0.0|100
0|2021-11-03|43824.0|0|45430.0|0|592.0|0|0.0|100
0|2021-11-04|43925.0|0|45528.0|0|595.0|0|0.0|100
0|2021-11-05|43999.0|0|45591.0|0|595.0|0|0.0|100
0|2021-11-06|43999.0|0|45591.0|0|595.0|0|0.0|100
0|2021-11-07|43999.0|0|45591.0|0|595.0|0|0.0|100
0|2021-11-08|44162.0|0|45743.0|0|599.0|0|0.0|100
0|2021-11-09|44207.0|0|45819.0|0|600.0|0|0.0|100
0|2021-11-10|44306.0|0|45911.0|0|600.0|0|0.0|100
0|2021-11-11|44306.0|0|45911.0|0|600.0|0|0.0|100
0|2021-11-12|44457.0|0|46028.0|0|607.0|0|0.0|100
0|2021-11-13|44457.0|0|46028.0|0|607.0|0|0.0|100
0|2021-11-14|44457.0|0|46028.0|0|607.0|0|0.0|100
0|2021-11-15|44565.0|0|46146.0|0|611.0|0|0.0|100
0|2021-11-16|44601.0|0|46187.0|0|614.0|0|0.0|100
0|2021-11-17|44657.0|0|46252.0|0|617.0|0|0.0|100
0|2021-11-18|44738.0|0|46326.0|0|619.0|0|0.0|100
0|2021-11-19|44796.0|0|46368.0|0|621.0|0|0.0|100
0|2021-11-20|44796.0|0|46368.0|0|621.0|0|0.0|100
0|2021-11-21|44796.0|0|46368.0|0|621.0|0|0.0|100
0|2021-11-22|44915.0|0|46505.0|0|622.0|0|0.0|100
0|2021-11-23|44973.0|0|46569.0|0|627.0|0|0.0|100
0|2021-11-24|45040.0|0|46605.0|0|628.0|0|0.0|100
0|2021-11-25|45040.0|0|46605.0|0|628.0|0|0.0|100
0|2021-11-26|45040.0|0|46605.0|0|628.0|0|0.0|100
0|2021-11-27|45040.0|0|46605.0|0|628.0|0|0.0|100
0|2021-11-28|45040.0|0|46605.0|0|628.0|0|0.0|100
0|2021-11-29|45198.0|0|46783.0|0|631.0|0|0.0|100
0|2021-11-30|45240.0|0|46835.0|0|634.0|0|0.0|100
0|2021-12-01|45240.0|0|46888.0|0|634.0|0|0.0|100
0|2021-12-02|45375.0|0|46989.0|0|635.0|0|0.0|100
0|2021-12-03|45461.0|0|47053.0|0|635.0|0|0.0|100
0|2021-12-04|45461.0|0|47053.0|0|635.0|0|0.0|100
0|2021-12-05|45461.0|0|47053.0|0|635.0|0|0.0|100
0|2021-12-06|45564.0|0|47155.0|0|635.0|0|0.0|100
0|2021-12-07|45617.0|0|47203.0|0|636.0|0|0.0|100
0|2021-12-08|45672.0|0|47222.0|0|640.0|0|0.0|100
0|2021-12-09|45711.0|0|47288.0|0|642.0|0|0.0|100
0|2021-12-10|45757.0|0|47328.0|0|642.0|0|0.0|100
0|2021-12-11|45757.0|0|47328.0|0|642.0|0|0.0|100
0|2021-12-12|45757.0|0|47328.0|0|642.0|0|0.0|100
0|2021-12-13|45842.0|0|47410.0|0|647.0|0|0.0|100
0|2021-12-14|45842.0|0|47436.0|0|647.0|0|0.0|100
0|2021-12-15|45904.0|0|47477.0|0|649.0|0|0.0|100
0|2021-12-16|45946.0|0|47526.0|0|649.0|0|0.0|100
0|2021-12-17|45998.0|0|47559.0|0|650.0|0|0.0|100
0|2021-12-18|45998.0|0|47559.0|0|650.0|0|0.0|100
0|2021-12-19|45998.0|0|47559.0|0|650.0|0|0.0|100
0|2021-12-20|46056.0|0|47607.0|0|650.0|0|0.0|100
0|2021-12-21|46077.0|0|47639.0|0|651.0|0|0.0|100
0|2021-12-22|46108.0|0|47667.0|0|651.0|0|0.0|100
0|2021-12-23|46140.0|0|47727.0|0|654.0|0|0.0|100
0|2021-12-24|46140.0|0|47727.0|0|654.0|0|0.0|100
0|2021-12-25|46140.0|0|47727.0|0|654.0|0|0.0|100
0|2021-12-26|46140.0|0|47727.0|0|654.0|0|0.0|100
0|2021-12-27|46299.0|0|47936.0|0|654.0|0|0.0|100
0|2021-12-28|46388.0|0|48020.0|0|655.0|0|0.0|100
0|2021-12-29|46473.0|0|48164.0|0|655.0|0|0.0|100
0|2021-12-30|46637.0|0|48370.0|0|656.0|0|0.0|100
0|2021-12-31|46637.0|0|48370.0|0|656.0|0|0.0|100
0|2022-01-01|46637.0|0|48370.0|0|656.0|0|0.0|100
0|2022-01-02|46637.0|0|48370.0|0|656.0|0|0.0|100
0|2022-01-03|47350.0|0|49052.0|0|656.0|0|0.0|100
0|2022-01-04|47559.0|0|49207.0|0|658.0|0|0.0|100
0|2022-01-05|47739.0|0|49651.0|0|658.0|0|0.0|100
0|2022-01-06|48126.0|0|50120.0|0|660.0|0|0.0|100
0|2022-01-07|48476.0|0|50381.0|0|660.0|0|0.0|100
0|2022-01-08|48476.0|0|50642.0|0|660.0|0|0.0|100
0|2022-01-09|48476.0|0|50642.0|0|660.0|0|0.0|100
0|2022-01-10|49800.0|0|51722.0|0|661.0|0|0.0|100
0|2022-01-11|49960.0|0|52302.0|0|661.0|0|0.0|100
0|2022-01-12|50389.0|0|53004.0|0|665.0|0|0.0|100
0|2022-01-13|50389.0|0|53743.0|0|665.0|0|0.0|100
0|2022-01-14|51820.0|0|54191.0|0|668.0|0|0.0|100
0|2022-01-15|51820.0|0|54191.0|0|668.0|0|0.0|100
0|2022-01-16|51820.0|0|54191.0|0|668.0|0|0.0|100
0|2022-01-17|51820.0|0|0.0|100|668.0|0|0.0|100
