|dates|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedCases.data|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedCases.missing|CapeGirardeau_Missouri_UnitedStates.NYT_ConfirmedCases.data|CapeGirardeau_Missouri_UnitedStates.NYT_ConfirmedCases.missing|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|12260.0|0|12853.0|0|153.0|0|0.0|100
0|2021-10-18|12268.0|0|12853.0|0|153.0|0|0.0|100
0|2021-10-19|12315.0|0|12853.0|0|153.0|0|0.0|100
0|2021-10-20|12338.0|0|13041.0|0|153.0|0|0.0|100
0|2021-10-21|12353.0|0|13041.0|0|153.0|0|0.0|100
0|2021-10-22|12389.0|0|13041.0|0|153.0|0|0.0|100
0|2021-10-23|12412.0|0|13041.0|0|153.0|0|0.0|100
0|2021-10-24|12424.0|0|13041.0|0|153.0|0|0.0|100
0|2021-10-25|12432.0|0|13041.0|0|153.0|0|0.0|100
0|2021-10-26|12455.0|0|13041.0|0|156.0|0|0.0|100
0|2021-10-27|12500.0|0|13205.0|0|156.0|0|0.0|100
0|2021-10-28|12536.0|0|13205.0|0|156.0|0|0.0|100
0|2021-10-29|12573.0|0|13205.0|0|156.0|0|0.0|100
0|2021-10-30|12603.0|0|13205.0|0|156.0|0|0.0|100
0|2021-10-31|12608.0|0|13205.0|0|156.0|0|0.0|100
0|2021-11-01|12616.0|0|13205.0|0|156.0|0|0.0|100
0|2021-11-02|12631.0|0|13205.0|0|159.0|0|0.0|100
0|2021-11-03|12652.0|0|13338.0|0|159.0|0|0.0|100
0|2021-11-04|12667.0|0|13338.0|0|159.0|0|0.0|100
0|2021-11-05|12692.0|0|13338.0|0|159.0|0|0.0|100
0|2021-11-06|12721.0|0|13338.0|0|160.0|0|0.0|100
0|2021-11-07|12726.0|0|13338.0|0|160.0|0|0.0|100
0|2021-11-08|12728.0|0|13338.0|0|160.0|0|0.0|100
0|2021-11-09|12751.0|0|13338.0|0|163.0|0|0.0|100
0|2021-11-10|12771.0|0|13468.0|0|163.0|0|0.0|100
0|2021-11-11|12771.0|0|13468.0|0|163.0|0|0.0|100
0|2021-11-12|12831.0|0|13468.0|0|163.0|0|0.0|100
0|2021-11-13|12855.0|0|13468.0|0|163.0|0|0.0|100
0|2021-11-14|12862.0|0|13468.0|0|163.0|0|0.0|100
0|2021-11-15|12875.0|0|13468.0|0|163.0|0|0.0|100
0|2021-11-16|12915.0|0|13468.0|0|164.0|0|0.0|100
0|2021-11-17|12939.0|0|13616.0|0|164.0|0|0.0|100
0|2021-11-18|13192.0|0|13616.0|0|164.0|0|0.0|100
0|2021-11-19|13203.0|0|13616.0|0|164.0|0|0.0|100
0|2021-11-20|13214.0|0|13616.0|0|164.0|0|0.0|100
0|2021-11-21|13215.0|0|13616.0|0|164.0|0|0.0|100
0|2021-11-22|13220.0|0|13616.0|0|164.0|0|0.0|100
0|2021-11-23|13240.0|0|13616.0|0|167.0|0|0.0|100
0|2021-11-24|13262.0|0|13717.0|0|167.0|0|0.0|100
0|2021-11-25|13262.0|0|13717.0|0|167.0|0|0.0|100
0|2021-11-26|13262.0|0|13717.0|0|167.0|0|0.0|100
0|2021-11-27|13262.0|0|13717.0|0|167.0|0|0.0|100
0|2021-11-28|13262.0|0|13717.0|0|167.0|0|0.0|100
0|2021-11-29|13307.0|0|13717.0|0|167.0|0|0.0|100
0|2021-11-30|13340.0|0|13717.0|0|167.0|0|0.0|100
0|2021-12-01|13360.0|0|13815.0|0|167.0|0|0.0|100
0|2021-12-02|13390.0|0|13815.0|0|201.0|0|0.0|100
0|2021-12-03|13390.0|0|13815.0|0|201.0|0|0.0|100
0|2021-12-04|13433.0|0|13815.0|0|201.0|0|0.0|100
0|2021-12-05|13437.0|0|13815.0|0|201.0|0|0.0|100
0|2021-12-06|13458.0|0|13815.0|0|201.0|0|0.0|100
0|2021-12-07|13481.0|0|13815.0|0|201.0|0|0.0|100
0|2021-12-08|13511.0|0|13899.0|0|201.0|0|0.0|100
0|2021-12-09|13524.0|0|13899.0|0|201.0|0|0.0|100
0|2021-12-10|13548.0|0|13899.0|0|201.0|0|0.0|100
0|2021-12-11|13570.0|0|13899.0|0|201.0|0|0.0|100
0|2021-12-12|13578.0|0|13899.0|0|201.0|0|0.0|100
0|2021-12-13|13584.0|0|13899.0|0|201.0|0|0.0|100
0|2021-12-14|13584.0|0|13899.0|0|201.0|0|0.0|100
0|2021-12-15|13621.0|0|13826.0|0|202.0|0|0.0|100
0|2021-12-16|13643.0|0|13837.0|0|202.0|0|0.0|100
0|2021-12-17|13661.0|0|13846.0|0|202.0|0|0.0|100
0|2021-12-18|13672.0|0|13851.0|0|202.0|0|0.0|100
0|2021-12-19|13680.0|0|13855.0|0|202.0|0|0.0|100
0|2021-12-20|13689.0|0|13860.0|0|202.0|0|0.0|100
0|2021-12-21|13707.0|0|13869.0|0|204.0|0|0.0|100
0|2021-12-22|13724.0|0|13877.0|0|204.0|0|0.0|100
0|2021-12-23|13752.0|0|13891.0|0|204.0|0|0.0|100
0|2021-12-24|13753.0|0|13892.0|0|204.0|0|0.0|100
0|2021-12-25|13753.0|0|13892.0|0|204.0|0|0.0|100
0|2021-12-26|13753.0|0|13892.0|0|204.0|0|0.0|100
0|2021-12-27|13809.0|0|13920.0|0|204.0|0|0.0|100
0|2021-12-28|13839.0|0|13935.0|0|205.0|0|0.0|100
0|2021-12-29|13870.0|0|13950.0|0|205.0|0|0.0|100
0|2021-12-30|13920.0|0|13975.0|0|205.0|0|0.0|100
0|2021-12-31|13920.0|0|13975.0|0|205.0|0|0.0|100
0|2022-01-01|13920.0|0|13975.0|0|205.0|0|0.0|100
0|2022-01-02|13920.0|0|13975.0|0|205.0|0|0.0|100
0|2022-01-03|13920.0|0|14037.0|0|205.0|0|0.0|100
0|2022-01-04|14113.0|0|14113.0|0|206.0|0|0.0|100
0|2022-01-05|14171.0|0|14171.0|0|205.0|0|0.0|100
0|2022-01-06|14252.0|0|14252.0|0|205.0|0|0.0|100
0|2022-01-07|14325.0|0|14325.0|0|205.0|0|0.0|100
0|2022-01-08|14423.0|0|14423.0|0|205.0|0|0.0|100
0|2022-01-09|14440.0|0|14440.0|0|205.0|0|0.0|100
0|2022-01-10|14514.0|0|14514.0|0|205.0|0|0.0|100
0|2022-01-11|14645.0|0|14645.0|0|209.0|0|0.0|100
0|2022-01-12|14743.0|0|14743.0|0|209.0|0|0.0|100
0|2022-01-13|14743.0|0|14885.0|0|209.0|0|0.0|100
0|2022-01-14|14993.0|0|14993.0|0|209.0|0|0.0|100
0|2022-01-15|15228.0|0|15228.0|0|209.0|0|0.0|100
0|2022-01-16|15229.0|0|15229.0|0|209.0|0|0.0|100
0|2022-01-17|15229.0|0|0.0|100|209.0|0|0.0|100
