|dates|Somerset_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Somerset_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Somerset_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Somerset_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Somerset_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Somerset_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Somerset_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Somerset_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-10-18|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-10-19|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-10-20|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-10-21|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-10-22|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-10-23|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-10-24|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-10-25|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-10-26|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-10-27|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-10-28|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-10-29|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-10-30|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-10-31|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-01|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-02|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-03|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-04|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-05|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-06|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-07|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-08|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-09|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-10|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-11|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-12|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-13|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-14|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-15|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-16|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-17|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-18|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-19|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-20|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-21|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-22|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-23|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-24|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-25|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-26|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-27|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-28|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-29|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-11-30|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-01|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-02|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-03|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-04|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-05|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-06|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-07|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-08|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-09|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-10|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-11|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-12|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-13|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-14|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-15|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-16|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-17|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-18|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
0|2021-12-19|30495.0|0|1831.0|0|5.664171255336262|0|32326.0|0
