|dates|Hartford_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hartford_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hartford_Connecticut_UnitedStates.Male_Total_Population.data|Hartford_Connecticut_UnitedStates.Male_Total_Population.missing|Hartford_Connecticut_UnitedStates.Female_Total_Population.data|Hartford_Connecticut_UnitedStates.Female_Total_Population.missing|Hartford_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.data|Hartford_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-10-18|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-10-19|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-10-20|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-10-21|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-10-22|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-10-23|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-10-24|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-10-25|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-10-26|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-10-27|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-10-28|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-10-29|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-10-30|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-10-31|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-01|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-02|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-03|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-04|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-05|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-06|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-07|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-08|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-09|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-10|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-11|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-12|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-13|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-14|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-15|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-16|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-17|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-18|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-19|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-20|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-21|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-22|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-23|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-24|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-25|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-26|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-27|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-28|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-29|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-11-30|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-01|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-02|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-03|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-04|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-05|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-06|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-07|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-08|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-09|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-10|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-11|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-12|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-13|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-14|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-15|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-16|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-17|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-18|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-19|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-20|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-21|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-22|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-23|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-24|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-25|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-26|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-27|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-28|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-29|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-30|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2021-12-31|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-01|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-02|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-03|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-04|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-05|152874.0|0|434117.0|0|458580.0|0|187304.0|0
0|2022-01-06|152874.0|0|434117.0|0|458580.0|0|187304.0|0
