|dates|VanBuren_Tennessee_UnitedStates.BLS_EmployedPopulation.data|VanBuren_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|VanBuren_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|VanBuren_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|VanBuren_Tennessee_UnitedStates.BLS_UnemploymentRate.data|VanBuren_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|VanBuren_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|VanBuren_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-10-18|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-10-19|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-10-20|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-10-21|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-10-22|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-10-23|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-10-24|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-10-25|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-10-26|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-10-27|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-10-28|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-10-29|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-10-30|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-10-31|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-01|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-02|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-03|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-04|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-05|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-06|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-07|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-08|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-09|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-10|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-11|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-12|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-13|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-14|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-15|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-16|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-17|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-18|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-19|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-20|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-21|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-22|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-23|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-24|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-25|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-26|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-27|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-28|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-29|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-11-30|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-01|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-02|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-03|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-04|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-05|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-06|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-07|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-08|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-09|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-10|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-11|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-12|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-13|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-14|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-15|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-16|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-17|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-18|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-19|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-20|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-21|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
0|2021-12-22|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
