|dates|Mohave_Arizona_UnitedStates.BLS_EmployedPopulation.data|Mohave_Arizona_UnitedStates.BLS_EmployedPopulation.missing|Mohave_Arizona_UnitedStates.BLS_UnemployedPopulation.data|Mohave_Arizona_UnitedStates.BLS_UnemployedPopulation.missing|Mohave_Arizona_UnitedStates.BLS_UnemploymentRate.data|Mohave_Arizona_UnitedStates.BLS_UnemploymentRate.missing|Mohave_Arizona_UnitedStates.BLS_LaborForcePopulation.data|Mohave_Arizona_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-10-18|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-10-19|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-10-20|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-10-21|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-10-22|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-10-23|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-10-24|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-10-25|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-10-26|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-10-27|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-10-28|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-10-29|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-10-30|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-10-31|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-01|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-02|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-03|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-04|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-05|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-06|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-07|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-08|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-09|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-10|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-11|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-12|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-13|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-14|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-15|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-16|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-17|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-18|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-19|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-20|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-21|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-22|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
0|2021-11-23|82478.0|0|6696.0|0|7.508915154641487|0|89174.0|0
