|dates|Fleming_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Fleming_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Fleming_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Fleming_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Fleming_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Fleming_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Fleming_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Fleming_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|2220.0|0|2220.0|0|37.0|0|0.0|100
0|2021-11-21|2220.0|0|2220.0|0|37.0|0|0.0|100
0|2021-11-22|2259.0|0|2259.0|0|37.0|0|0.0|100
0|2021-11-23|2266.0|0|2266.0|0|38.0|0|0.0|100
0|2021-11-24|2269.0|0|2269.0|0|38.0|0|0.0|100
0|2021-11-25|2269.0|0|2269.0|0|38.0|0|0.0|100
0|2021-11-26|2269.0|0|2269.0|0|38.0|0|0.0|100
0|2021-11-27|2269.0|0|2269.0|0|38.0|0|0.0|100
0|2021-11-28|2269.0|0|2269.0|0|38.0|0|0.0|100
0|2021-11-29|2289.0|0|2289.0|0|38.0|0|0.0|100
0|2021-11-30|2304.0|0|2304.0|0|39.0|0|0.0|100
0|2021-12-01|2325.0|0|2325.0|0|39.0|0|0.0|100
0|2021-12-02|2325.0|0|2340.0|0|39.0|0|0.0|100
0|2021-12-03|2354.0|0|2354.0|0|41.0|0|0.0|100
0|2021-12-04|2354.0|0|2354.0|0|41.0|0|0.0|100
0|2021-12-05|2354.0|0|2354.0|0|41.0|0|0.0|100
0|2021-12-06|2364.0|0|2364.0|0|41.0|0|0.0|100
0|2021-12-07|2368.0|0|2368.0|0|41.0|0|0.0|100
0|2021-12-08|2385.0|0|2385.0|0|41.0|0|0.0|100
0|2021-12-09|2400.0|0|2400.0|0|41.0|0|0.0|100
0|2021-12-10|2408.0|0|2408.0|0|40.0|0|0.0|100
0|2021-12-11|2408.0|0|2408.0|0|40.0|0|0.0|100
0|2021-12-12|2408.0|0|2408.0|0|40.0|0|0.0|100
0|2021-12-13|2432.0|0|2432.0|0|40.0|0|0.0|100
0|2021-12-14|2432.0|0|2439.0|0|40.0|0|0.0|100
0|2021-12-15|2464.0|0|2464.0|0|40.0|0|0.0|100
0|2021-12-16|2478.0|0|2478.0|0|40.0|0|0.0|100
0|2021-12-17|2491.0|0|2491.0|0|41.0|0|0.0|100
0|2021-12-18|2491.0|0|2491.0|0|41.0|0|0.0|100
0|2021-12-19|2491.0|0|2491.0|0|41.0|0|0.0|100
0|2021-12-20|2515.0|0|2515.0|0|41.0|0|0.0|100
0|2021-12-21|2529.0|0|2529.0|0|41.0|0|0.0|100
0|2021-12-22|2532.0|0|2532.0|0|41.0|0|0.0|100
0|2021-12-23|2532.0|0|2532.0|0|41.0|0|0.0|100
0|2021-12-24|2532.0|0|2532.0|0|41.0|0|0.0|100
0|2021-12-25|2532.0|0|2532.0|0|41.0|0|0.0|100
0|2021-12-26|2532.0|0|2532.0|0|41.0|0|0.0|100
0|2021-12-27|2558.0|0|2558.0|0|41.0|0|0.0|100
0|2021-12-28|2570.0|0|2570.0|0|42.0|0|0.0|100
0|2021-12-29|2584.0|0|2584.0|0|42.0|0|0.0|100
0|2021-12-30|2584.0|0|2584.0|0|42.0|0|0.0|100
0|2021-12-31|2584.0|0|2584.0|0|42.0|0|0.0|100
0|2022-01-01|2584.0|0|2584.0|0|42.0|0|0.0|100
0|2022-01-02|2584.0|0|2584.0|0|42.0|0|0.0|100
0|2022-01-03|2621.0|0|2621.0|0|43.0|0|0.0|100
0|2022-01-04|2627.0|0|2627.0|0|43.0|0|0.0|100
0|2022-01-05|2643.0|0|2643.0|0|43.0|0|0.0|100
0|2022-01-06|2666.0|0|2666.0|0|44.0|0|0.0|100
0|2022-01-07|2684.0|0|2684.0|0|44.0|0|0.0|100
0|2022-01-08|2684.0|0|2684.0|0|44.0|0|0.0|100
0|2022-01-09|2684.0|0|2684.0|0|44.0|0|0.0|100
0|2022-01-10|2709.0|0|2709.0|0|44.0|0|0.0|100
0|2022-01-11|2722.0|0|2722.0|0|44.0|0|0.0|100
0|2022-01-12|2732.0|0|2732.0|0|44.0|0|0.0|100
0|2022-01-13|2732.0|0|2749.0|0|44.0|0|0.0|100
0|2022-01-14|2778.0|0|2778.0|0|44.0|0|0.0|100
0|2022-01-15|2778.0|0|2778.0|0|44.0|0|0.0|100
0|2022-01-16|2778.0|0|2778.0|0|44.0|0|0.0|100
0|2022-01-17|2778.0|0|0.0|100|44.0|0|0.0|100
