|dates|Henderson_Illinois_UnitedStates.AveragePrecipitationTotal.data|Henderson_Illinois_UnitedStates.AveragePrecipitationTotal.missing|Henderson_Illinois_UnitedStates.AveragePrecipitation.data|Henderson_Illinois_UnitedStates.AveragePrecipitation.missing|Henderson_Illinois_UnitedStates.AverageWindDirection.data|Henderson_Illinois_UnitedStates.AverageWindDirection.missing|Henderson_Illinois_UnitedStates.AverageWindSpeed.data|Henderson_Illinois_UnitedStates.AverageWindSpeed.missing
0|2021-11-26|0.0|0|0.0|0|161.25|0|6.666666666666667|0
0|2021-11-27|0.0|0|0.0|0|230.83333333333334|0|7.916666666666667|0
0|2021-11-28|0.0|0|0.0|0|278.3333333333333|0|7.75|0
0|2021-11-29|0.0|0|0.0|0|202.91666666666666|0|10.0|0
0|2021-11-30|0.0|0|0.0|0|207.91666666666666|0|4.666666666666667|0
0|2021-12-01|0.00125|0|0.00125|0|180.83333333333334|0|7.541666666666667|0
0|2021-12-02|0.0|0|0.0|0|216.66666666666666|0|6.625|0
0|2021-12-03|0.0|0|0.0|0|76.25|0|8.416666666666666|0
0|2021-12-04|0.0|0|0.0|0|98.33333333333333|0|9.083333333333334|0
0|2021-12-05|0.0|0|0.00125|0|190.1388888888889|0|10.402777777777779|0
0|2021-12-06|0.00125|0|0.0|0|302.0833333333333|0|13.791666666666666|0
0|2021-12-07|0.0|0|0.0|0|136.25|0|8.916666666666666|0
0|2021-12-08|0.0|0|0.0|0|188.75|0|7.166666666666667|0
0|2021-12-09|0.0|0|0.0|0|190.20833333333334|0|10.25|0
0|2021-12-10|0.0|0|0.006569444444444445|0|120.2361111111111|0|11.690972222222223|0
0|2021-12-11|0.01|0|0.0|0|260.43055555555554|0|15.245138888888889|0
0|2021-12-12|0.0|0|0.0|0|198.33333333333334|0|13.041666666666666|0
0|2021-12-13|0.0|0|0.0|0|156.66666666666666|0|7.25|0
0|2021-12-14|0.0|0|0.0|0|132.08333333333334|0|8.5625|0
0|2021-12-15|0.0|0|0.0008333333333333334|0|188.95833333333334|0|21.645833333333332|0
0|2021-12-16|0.0008333333333333334|0|0.0|0|231.94444444444446|0|12.333333333333334|0
0|2021-12-17|0.0|0|0.0|0|62.5|0|7.458333333333333|0
0|2021-12-18|0.0|0|0.0|0|298.1944444444444|0|9.885416666666666|0
0|2021-12-19|0.0|0|0.0|0|179.16666666666666|0|7.916666666666667|0
0|2021-12-20|0.0|0|0.0|0|257.0833333333333|0|9.333333333333334|0
0|2021-12-21|0.0|0|0.0|0|262.7083333333333|0|8.916666666666666|0
0|2021-12-22|0.0|0|0.0|0|174.16666666666666|0|6.75|0
0|2021-12-23|0.0|0|0.0|0|204.16666666666666|0|10.708333333333334|0
0|2021-12-24|0.0|0|0.0|0|165.625|0|9.725694444444445|0
0|2021-12-25|0.0|0|0.0|0|171.66666666666666|0|6.736111111111111|0
0|2021-12-26|0.0|0|0.000625|0|116.00694444444446|0|8.977083333333333|0
0|2021-12-27|0.0004166666666666667|0|0.0|0|203.75|0|6.673611111111111|0
0|2021-12-28|0.0|0|0.00965277777777778|0|153.125|0|8.583333333333334|0
0|2021-12-29|0.012499999999999999|0|0.0|0|183.2638888888889|0|9.416666666666666|0
0|2021-12-30|0.0|0|0.0|0|108.95833333333333|0|4.444444444444444|0
0|2021-12-31|0.0|0|0.0|0|177.3611111111111|0|8.076388888888888|0
0|2022-01-01|0.0|0|0.004097222222222223|0|252.25694444444446|0|16.602083333333333|0
0|2022-01-02|0.004166666666666667|0|0.0|0|290.4166666666667|0|8.791666666666666|0
0|2022-01-03|0.0|0|0.0|0|173.54166666666666|0|8.479166666666666|0
0|2022-01-04|0.0|0|0.0|0|187.08333333333334|0|12.770833333333334|0
0|2022-01-05|0.0|0|0.0|0|281.87499999999994|0|15.548611111111112|0
0|2022-01-06|0.0|0|0.0|0|280.625|0|9.333333333333334|0
0|2022-01-07|0.0|0|0.0|0|177.08333333333334|0|6.270833333333333|0
0|2022-01-08|0.0|0|0.0004166666666666667|0|185.65972222222226|0|10.996527777777777|0
0|2022-01-09|0.0004166666666666667|0|0.0|0|283.5416666666667|0|10.6875|0
0|2022-01-10|0.0|0|0.0|0|250.41666666666666|0|7.625|0
0|2022-01-11|0.0|0|0.0|0|184.79166666666666|0|11.833333333333334|0
0|2022-01-12|0.0|0|0.0|0|230.83333333333334|0|6.291666666666667|0
0|2022-01-13|0.0|0|0.0|0|272.9166666666667|0|5.5|0
0|2022-01-14|0.0|0|0.004722222222222221|0|217.47916666666666|0|9.192361111111111|0
0|2022-01-15|0.0019444444444444446|0|0.0005|0|39.46527777777778|0|14.697916666666666|0
0|2022-01-16|0.0|0|0.0|0|188.75|0|5.270833333333333|0
0|2022-01-17|0.0|0|0.0|0|269.23611111111114|0|8.194444444444445|0
